ProjectID,Date,Origin,Destination,Modo,0400_0459,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1300_1359,1400_1459,1500_1559,1700_1759,1800_1859,2000_2059,2200_2259
40,2020-03-12,103:203,85:106,bus,,19.0,,,,,,,,,,,,
40,2020-03-12,103:203,90:117,bus,,34.0,,,,,,,,,,,,
40,2020-03-12,103:203,91:116,private_transport,,10.0,,,,,,,,,,,,
40,2020-03-12,104:202,90:117,bus,,12.0,,,,,,,,,,,,
40,2020-03-12,104:202,104:202,private_transport,,14.0,,,,,,,,,,,,
40,2020-03-12,104:202,110:168,bus,,15.0,,,,,,,,,,,,
40,2020-03-12,104:202,110:168,private_transport,,23.0,,,,,,,,,,,,
40,2020-03-12,110:168,104:202,bus,,12.0,,,,,,,,,,,,
40,2020-03-12,110:168,104:202,private_transport,,17.0,,,,,,,,,,,,
40,2020-03-12,110:168,110:168,private_transport,,34.0,,,,,,,,,,,,
40,2020-03-12,111:167,104:202,bus,,10.0,,,,,,,,,,,,
40,2020-03-12,111:167,121:165,bus,,,,,13.0,,,,,,,,,
40,2020-03-12,111:167,84:107,bus,,,,,11.0,,,,,,,,,
40,2020-03-12,111:167,86:105,bus,,,,,12.0,,,,,,,,,
40,2020-03-12,113:157,131:139,private_transport,,,,,,,,,,,17.0,,,
40,2020-03-12,113:157,132:138,bus,,,,,,,,,,,14.0,,,
40,2020-03-12,113:157,92:115,private_transport,,12.0,,,,,,,,,,,,
40,2020-03-12,115:155,127:159,bus,,,,,,,,,,11.0,,,,
40,2020-03-12,116:154,127:159,bus,,,,,,,,,,20.0,,,,
40,2020-03-12,116:154,127:159,private_transport,,,,,,,,,,15.0,,,,
40,2020-03-12,116:154,126:160,bus,,,12.0,,,,,,,12.0,,,,
40,2020-03-12,116:154,97:102,bus,,,,,,,,,,11.0,,,,
40,2020-03-12,116:154,97:102,private_transport,,,,,,,,,,10.0,,,,
40,2020-03-12,117:153,127:159,private_transport,,,,,,,,,,11.0,,,,
40,2020-03-12,117:153,126:160,bus,,,10.0,,,,,,,,,,,
40,2020-03-12,118:152,85:106,bus,,,,,,,,,,,11.0,,,
40,2020-03-12,118:152,90:117,bus,,,12.0,,,,,,,,,,,
40,2020-03-12,118:152,90:117,private_transport,,,,,,,,,,,14.0,,,
40,2020-03-12,118:152,127:159,bus,,,,,,,,,,21.0,,,,
40,2020-03-12,118:152,126:160,bus,,,18.0,,,,10.0,,,,,,,
40,2020-03-12,118:152,126:160,private_transport,,,,,,,11.0,,,,,,,
40,2020-03-12,119:151,85:106,bus,,,,,,,,,,,17.0,,,
40,2020-03-12,119:151,90:117,bus,,,,,,,,,,,26.0,,,
40,2020-03-12,119:151,97:102,bus,,,,,,,,,10.0,,,,,
40,2020-03-12,121:165,121:165,bus,,,,,31.0,,,,,,,,,
40,2020-03-12,121:165,121:165,private_transport,,,,,14.0,,,,,,,,,
40,2020-03-12,121:165,84:107,bus,,,,,17.0,,,,,,,,,
40,2020-03-12,121:165,84:107,private_transport,,,,,12.0,,,,,,,,,
40,2020-03-12,121:165,97:102,bus,,,,13.0,,,,,,,,,,
40,2020-03-12,121:165,97:102,private_transport,,,,22.0,,,,,,,,,,
40,2020-03-12,121:165,122:164,private_transport,,,,13.0,,,,,,,,,,
40,2020-03-12,121:165,144:126,bus,,,,,,,,,,10.0,,,,
40,2020-03-12,121:165,150:120,private_transport,,,,41.0,,,,,,,,,,
40,2020-03-12,122:164,97:102,bus,,,,,,,,,11.0,,,,,
40,2020-03-12,122:164,122:164,bus,,,,,,,,,12.0,,,,,
40,2020-03-12,122:164,122:164,private_transport,,,,,,,,,11.0,,,,,
40,2020-03-12,122:164,93:114,bus,,,,,,,,,11.0,,,,,
40,2020-03-12,124:162,91:116,bus,,12.0,,,,,,,,,,,,
40,2020-03-12,124:162,92:115,private_transport,,50.0,,,,,,,,,,,,
40,2020-03-12,124:162,160:110,private_transport,,18.0,,,,,,,,,,,,
40,2020-03-12,125:161,91:116,private_transport,,16.0,,,,,,,,,,,,
40,2020-03-12,125:161,92:115,private_transport,,12.0,,,,,,,,,,,,
40,2020-03-12,126:160,127:159,private_transport,,,21.0,,,,,,,,,,,
40,2020-03-12,126:160,126:160,bus,,,15.0,,,,,,,,,,,
40,2020-03-12,126:160,126:160,private_transport,,,20.0,,,,,,,,,,,
40,2020-03-12,126:160,97:102,bus,,,24.0,,,,,,,,,,,
40,2020-03-12,126:160,97:102,private_transport,,,34.0,,,,,,,,,,,
40,2020-03-12,126:160,50:412,private_transport,,,,,,,,112.0,,,,,,
40,2020-03-12,126:160,87:104,bus,,,,,,,,37.0,,,,,,
40,2020-03-12,126:160,87:104,private_transport,,,,,,,,20.0,,,,,,
40,2020-03-12,127:159,127:159,private_transport,,,19.0,,,,,,,,,,,
40,2020-03-12,127:159,126:160,bus,,,11.0,,,,,,,,,,,
40,2020-03-12,127:159,126:160,private_transport,,,26.0,,,,,,,,,,,
40,2020-03-12,127:159,97:102,bus,,,45.0,,,,,,,,,,,
40,2020-03-12,127:159,97:102,private_transport,,,38.0,,,,,,10.0,,,,,
40,2020-03-12,127:159,122:164,bus,,,,,,,,,19.0,,,,,
40,2020-03-12,133:137,126:160,bus,,10.0,,,,,,,,,,,,
40,2020-03-12,134:136,45:319,bus,,,13.0,,,,,,,,,,,
40,2020-03-12,136:150,90:117,bus,,,,,,,,,,,15.0,,,
40,2020-03-12,136:150,90:117,private_transport,,,,,,,,,,,12.0,,,
40,2020-03-12,136:150,126:160,private_transport,,,,,,,,,18.0,,,,,
40,2020-03-12,136:150,97:102,bus,,,,,,,,,51.0,,,,,
40,2020-03-12,136:150,97:102,private_transport,,,,,,,,,56.0,,,,,
40,2020-03-12,136:150,119:151,bus,,,,,,,,,,,,15.0,,
40,2020-03-12,136:150,136:150,bus,,,,,,,,,,,,93.0,,
40,2020-03-12,136:150,136:150,private_transport,,,,,,,,,,,,25.0,,
40,2020-03-12,137:149,85:106,bus,,10.0,,,,,,,,,,,,
40,2020-03-12,137:149,86:105,bus,,,,,,,,,,30.0,,,,
40,2020-03-12,137:149,92:115,private_transport,,14.0,,,,,,,,,,,,
40,2020-03-12,137:149,126:160,bus,,17.0,,,,,,,,,,,,
40,2020-03-12,137:149,126:160,private_transport,,14.0,,,,,,,,,,,,
40,2020-03-12,137:149,97:102,private_transport,,,,10.0,,,,,,,,,,
40,2020-03-12,137:149,144:126,bus,,,,,,,,,,61.0,,,,
40,2020-03-12,137:149,144:126,private_transport,,,,,,,,,,29.0,,,,
40,2020-03-12,137:149,150:120,private_transport,,,,11.0,,,,,,,,,,
40,2020-03-12,137:149,87:104,bus,,,,,,,,,,18.0,,,,
40,2020-03-12,137:149,87:104,private_transport,,,,,,,,,,13.0,,,,
40,2020-03-12,137:149,106:208,private_transport,,,,,,,,,,,10.0,,,
40,2020-03-12,137:149,159:127,bus,,,,,,,,,,,,10.0,,
40,2020-03-12,137:149,159:127,private_transport,,,,,,,,,,,,10.0,,
40,2020-03-12,137:149,64:306,bus,,18.0,,,,,,,,,,,,
40,2020-03-12,138:148,85:106,bus,,17.0,,,,,,,,,,,,
40,2020-03-12,138:148,85:106,private_transport,,13.0,,,,,,,,,,,,
40,2020-03-12,138:148,90:117,bus,,53.0,,,,,,,,,,,,
40,2020-03-12,138:148,90:117,private_transport,,11.0,,,,,,,,,,,,
40,2020-03-12,138:148,88:103,bus,,15.0,,,,,,,,,,,,
40,2020-03-12,139:147,127:159,bus,,,,,,,,,,11.0,,,,
40,2020-03-12,139:147,126:160,bus,,,24.0,,,,12.0,,,12.0,,,,
40,2020-03-12,139:147,126:160,private_transport,,,,,,,,,,11.0,,,,
40,2020-03-12,139:147,152:134,private_transport,,,,,,,,,,10.0,,,,
40,2020-03-12,140:146,90:117,private_transport,,,,,,,14.0,,,,,,,
40,2020-03-12,140:146,126:160,private_transport,,,,,,,17.0,,,,,,,
