ProjectID,Date,Origin,Destination,Modo,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1700_1759,1800_1859,1900_1959,2000_2059,2300_2359
40,2019-11-13,102:204,96:111,bus,,,,,,,,,,,10.0,,,,,,
40,2019-11-13,103:203,104:202,bus,,,10.0,,,,,,,,,,,,,,
40,2019-11-13,103:203,104:202,private_transport,,,10.0,,,,,,,,,,,,,,
40,2019-11-13,103:203,138:148,bus,,,14.0,,,,,,,,,,,,,,
40,2019-11-13,103:203,138:148,private_transport,,,16.0,,,,,,,,,,,,,,
40,2019-11-13,103:203,85:106,bus,,,22.0,,,,,,,,,,,,,,
40,2019-11-13,103:203,85:106,private_transport,,,12.0,,,,,,,,,,,,,,
40,2019-11-13,103:203,88:103,bus,,,14.0,,,,,,,,,,,,,,
40,2019-11-13,108:170,126:160,private_transport,,,,,,,,,,,11.0,,,,,,
40,2019-11-13,108:170,97:102,bus,,59.0,,,,,,,,,,,,,,,
40,2019-11-13,108:170,97:102,private_transport,,31.0,,,,,,,,,,,,,,,
40,2019-11-13,109:169,85:106,bus,,,,,,,,,,,,,,,,,12.0
40,2019-11-13,109:169,110:168,private_transport,,,,11.0,,,,,,,,,,,,,
40,2019-11-13,109:169,84:107,bus,,,,,,,,,,,,,,,,,15.0
40,2019-11-13,109:169,84:107,private_transport,,,,,,,,,,,,,,,,,12.0
40,2019-11-13,110:168,110:168,bus,,,,26.0,,,,,,,,,,,,,
40,2019-11-13,110:168,110:168,private_transport,,,,77.0,,,,,,,,,,,,,
40,2019-11-13,110:168,149:121,private_transport,,,,14.0,,,,,,,,,,,,,
40,2019-11-13,111:167,109:169,bus,,,,,,,,,,,,,,,,10.0,
40,2019-11-13,111:167,150:120,bus,,,,,,,,,,11.0,,,,,,,
40,2019-11-13,111:167,276:144,bus,,,,,,,,,,,,,,,,11.0,
40,2019-11-13,111:167,98:217,bus,,,,,,,,,,,,,,,,15.0,
40,2019-11-13,117:153,119:151,bus,,,,,,,13.0,,,,,,,,,,
40,2019-11-13,117:153,136:150,bus,,,,,,,10.0,,,,,,,,,,
40,2019-11-13,118:152,119:151,bus,,,,,,,16.0,,,,,,,,,,
40,2019-11-13,118:152,119:151,private_transport,,,,,,,10.0,,,,,,,,,,
40,2019-11-13,119:151,119:151,bus,,,,,,,31.0,,,,,,,,,,
40,2019-11-13,119:151,136:150,bus,,,,,,,18.0,,,,,,,,,,
40,2019-11-13,119:151,118:152,bus,,,,,,,18.0,,,,,,,,,,
40,2019-11-13,119:151,140:146,bus,,,,,,,10.0,,,,,,,,,,
40,2019-11-13,119:151,144:126,private_transport,,,,,,,,,,,,10.0,,,,,
40,2019-11-13,121:165,88:103,bus,,,,,20.0,,,,,,,,,,,,
40,2019-11-13,121:165,88:103,private_transport,,,,,18.0,,,,,,,,,,,,
40,2019-11-13,121:165,97:102,bus,,,,,39.0,,,,,16.0,,50.0,,,,,
40,2019-11-13,121:165,97:102,private_transport,,,,,36.0,,,,,15.0,,22.0,,,,,
40,2019-11-13,121:165,84:107,bus,,,,10.0,,22.0,,,,,,,,,12.0,,
40,2019-11-13,121:165,84:107,private_transport,,,,,,13.0,,,,,,,,,,,
40,2019-11-13,121:165,150:120,bus,,,,,,,,,,26.0,,,,,,,
40,2019-11-13,121:165,150:120,private_transport,,,,,,,,,,15.0,,,,,,,
40,2019-11-13,121:165,121:165,bus,,,,10.0,,30.0,,,,,,,,,44.0,,
40,2019-11-13,121:165,121:165,private_transport,,,,33.0,,10.0,,,,,,,,,22.0,,
40,2019-11-13,121:165,137:149,bus,,,,,,,,,,,,,14.0,,,,
40,2019-11-13,121:165,137:149,private_transport,,,,12.0,,,,,,,,,13.0,,,,
40,2019-11-13,121:165,158:128,bus,,,,,,,,,,13.0,,,,,,,
40,2019-11-13,121:165,159:127,bus,,,,,,,,,,,,,42.0,,,,
40,2019-11-13,121:165,159:127,private_transport,,,,,,,,,,,,,31.0,,,,
40,2019-11-13,121:165,86:105,bus,,,,13.0,,14.0,,,,,,,,,20.0,,
40,2019-11-13,121:165,86:105,private_transport,,,,,,,,,,,,,,,11.0,,
40,2019-11-13,122:164,110:168,bus,,,,,,,,,,32.0,,,,,,,
40,2019-11-13,122:164,110:168,private_transport,,,,,,,,,,14.0,,,,,,,
40,2019-11-13,122:164,109:169,private_transport,,,,,,,,,,10.0,,,,,,,
40,2019-11-13,122:164,140:146,bus,,,,,,,,,,15.0,,,,,,,
40,2019-11-13,122:164,139:147,private_transport,,,,,,,,,,11.0,,,,,,,
40,2019-11-13,122:164,141:145,bus,,,,,,,,,,12.0,,,,,,,
40,2019-11-13,122:164,141:145,private_transport,,,,,,,,,,24.0,,,,,,,
40,2019-11-13,123:163,110:168,bus,,,,,,,,,,18.0,,,,,,,
40,2019-11-13,123:163,140:146,private_transport,,,,,,,,,,10.0,,,,,,,
40,2019-11-13,123:163,141:145,private_transport,,,,,,,,,,14.0,,,,,,,
40,2019-11-13,123:163,111:167,private_transport,,,,,,,,,,,,,,,30.0,,
40,2019-11-13,124:162,131:139,bus,,,10.0,,,,,,,,,,,,,,
40,2019-11-13,124:162,95:112,bus,,,20.0,,,,,,,,,,,,,,
40,2019-11-13,124:162,95:112,private_transport,,,21.0,,,,,,,,,,,,,,
40,2019-11-13,126:160,96:111,bus,,,,,,,,,,,10.0,,,,,,
40,2019-11-13,126:160,126:160,bus,,,,,,,,99.0,,,,,,,,,
40,2019-11-13,126:160,126:160,private_transport,,,,,,,,19.0,,,,,,,,,
40,2019-11-13,126:160,97:102,bus,,,,,,,,,,,15.0,,,,,,
40,2019-11-13,126:160,97:102,private_transport,,,,,,,,,,,23.0,,,,,,
40,2019-11-13,126:160,84:107,bus,,,,,,,,,,,,11.0,,,,,
40,2019-11-13,126:160,109:169,bus,,,,,,,,,,,10.0,,,,,,
40,2019-11-13,126:160,121:165,private_transport,,,,,,,,,,,,19.0,,,,,
40,2019-11-13,126:160,86:105,private_transport,,,,,,,,,,,,14.0,,,,,
40,2019-11-13,126:160,134:136,bus,,,12.0,,,,,,,,,,,,,,
40,2019-11-13,126:160,135:135,bus,,,47.0,,,,,,,,,,,,,,
40,2019-11-13,126:160,135:135,private_transport,,,15.0,,,,,,,,,,,,,,
40,2019-11-13,126:160,153:133,bus,,,,,,,,,,,10.0,,,,,,
40,2019-11-13,126:160,160:110,bus,,,,,,,,15.0,,,,,,,,,
40,2019-11-13,126:160,160:110,private_transport,,,,,,,,,,,10.0,,,,,,
40,2019-11-13,126:160,90:117,bus,,,,,,,,29.0,,,,,,,,,
40,2019-11-13,126:160,94:113,bus,,,,,,,,,,,67.0,,,,,,
40,2019-11-13,126:160,94:113,private_transport,,,,,,,,,,,49.0,,,,,,
40,2019-11-13,127:159,126:160,bus,,,,,,,,,,,10.0,,,,,,
40,2019-11-13,127:159,97:102,bus,,,,,,,,,,,23.0,,,13.0,,,
40,2019-11-13,127:159,97:102,private_transport,,,,,,,,,,,48.0,,,,,,
40,2019-11-13,127:159,110:168,bus,,,,,,,,,,27.0,,,,,,,
40,2019-11-13,127:159,140:146,private_transport,,,,,,,,,,12.0,,,,,,,
40,2019-11-13,127:159,141:145,bus,,,,,,,,,,15.0,,,,,,,
40,2019-11-13,127:159,122:164,bus,,,,,,,,,,,,,,12.0,,,
40,2019-11-13,128:142,85:106,bus,,,,,,,,,,,,,,,,,11.0
40,2019-11-13,134:136,84:107,bus,,,,,,,,,,,,,,10.0,,,
40,2019-11-13,134:136,121:165,private_transport,,,,,,,,,,,,,,12.0,,,
40,2019-11-13,134:136,86:105,bus,,,,,,,,,,,,,,10.0,,,
40,2019-11-13,134:136,86:105,private_transport,,,,,,,,,,,,,,11.0,,,
40,2019-11-13,136:150,118:152,bus,,,,,,,14.0,,,,,,,,,,
40,2019-11-13,136:150,144:126,bus,,,,,,,,,,,,28.0,,,,,
40,2019-11-13,136:150,144:126,private_transport,,,,,,,,,,,,53.0,,,,,
40,2019-11-13,136:150,86:105,bus,,,,,,,,,,,,12.0,,,,,
40,2019-11-13,136:150,86:105,private_transport,,,,,,,,,,,,33.0,,,,,
40,2019-11-13,137:149,138:148,private_transport,,,10.0,,,,,,,,,,,,,,
40,2019-11-13,137:149,121:165,bus,,,,11.0,,,,,,,,,,,,,
40,2019-11-13,137:149,159:127,bus,,,,,,,,,,,,,11.0,,,,
40,2019-11-13,137:149,131:139,bus,,,12.0,,,,,,,,,,,,,,
40,2019-11-13,137:149,95:112,bus,,,28.0,,,,,,,,,,,,,,
40,2019-11-13,137:149,95:112,private_transport,,,34.0,,,,,,,,,,,,,,
40,2019-11-13,137:149,113:157,bus,,,19.0,,,,,,,,,,,,,,
40,2019-11-13,137:149,117:153,bus,,,10.0,,,,,,,,,,,,,,
40,2019-11-13,138:148,138:148,bus,,,30.0,,,,,,,,,,,,,,
40,2019-11-13,138:148,138:148,private_transport,,,38.0,,,,,,,,,,,,,,
40,2019-11-13,138:148,85:106,bus,,,25.0,,,,,,,,,,,,,,
40,2019-11-13,138:148,88:103,bus,,,26.0,,,,,,,,,,,,,,
40,2019-11-13,138:148,88:103,private_transport,,,15.0,,,,,,,,,,,,,,
40,2019-11-13,138:148,150:120,bus,,,,,,,,,,10.0,,,,,,,
40,2019-11-13,138:148,158:128,bus,,,23.0,,,,,,,,,,,,,,
40,2019-11-13,138:148,158:128,private_transport,,,15.0,,,,,,,,,,,,,,
40,2019-11-13,138:148,103:203,bus,,,14.0,,,,,,,,,,,,,,
40,2019-11-13,138:148,103:203,private_transport,,,28.0,,,,,,,,,,,,,,
40,2019-11-13,139:147,121:165,private_transport,,,,,,,,,,,,,,19.0,,,
40,2019-11-13,140:146,84:107,bus,,,,,,,,,,,,,,14.0,,,
40,2019-11-13,140:146,84:107,private_transport,,,,,,,,,,,,,,18.0,,,
40,2019-11-13,140:146,119:151,bus,,,,,,,18.0,,,,,,,,,,
40,2019-11-13,140:146,118:152,bus,,,,,,,10.0,,,,,,,,,,
40,2019-11-13,140:146,140:146,bus,,,,,,,10.0,,,,,,,,,,
40,2019-11-13,140:146,121:165,bus,,,,,,,,,,,,,,14.0,,,
40,2019-11-13,140:146,121:165,private_transport,,,,,,,,,,,,,,23.0,,,
40,2019-11-13,141:145,121:165,bus,,,,,,,,,,,,,,29.0,,,
40,2019-11-13,141:145,121:165,private_transport,,,,,,,,,,,,,,40.0,,,
40,2019-11-13,141:145,86:105,private_transport,,,,,,,,,,,,,,14.0,,,
40,2019-11-13,144:126,141:145,bus,15.0,,,,,,,,,,,,,,,,
40,2019-11-13,148:122,276:144,bus,,,,,,,,,,,,,,,,32.0,
40,2019-11-13,148:122,98:217,bus,,,,,,,,,,,,,,,,53.0,
40,2019-11-13,148:122,98:217,private_transport,,,,,,,,,,,,,,,,26.0,
40,2019-11-13,148:122,94:113,private_transport,,,,,,,,,,,,,,,,11.0,
40,2019-11-13,149:121,110:168,private_transport,,,,14.0,,,,,,,,,,,,,
40,2019-11-13,150:120,140:146,bus,,,,,,,,16.0,,,,,,,,,
40,2019-11-13,150:120,141:145,bus,,,,,,,,22.0,,,,,,,,,
40,2019-11-13,150:120,141:145,private_transport,,,,,,,,11.0,,,,,,,,,
40,2019-11-13,151:119,126:160,bus,,12.0,,,,,,,,,,,,,,,
40,2019-11-13,151:119,97:102,bus,,18.0,,,,,,,,,,,,,,,
40,2019-11-13,151:119,97:102,private_transport,,11.0,,,,,,,,,,,,,,,
40,2019-11-13,152:134,97:102,bus,,19.0,,,,,,,,,,,,14.0,,,
40,2019-11-13,152:134,97:102,private_transport,,13.0,,,,,,,,,13.0,,,,,,
40,2019-11-13,152:134,122:164,bus,,,,,,,,,,,,,,20.0,,,
40,2019-11-13,152:134,127:159,bus,,,,,,,,,,,,,,17.0,,,
40,2019-11-13,153:133,97:102,bus,,,,,,,,,,,,,,14.0,,,
40,2019-11-13,154:132,97:102,bus,,19.0,,,,,,,,,,,,,,,
40,2019-11-13,154:132,122:164,bus,,,,,,,,,,,,,,14.0,,,
40,2019-11-13,157:129,96:111,bus,,,,,,,,,,14.0,,,,,,,
40,2019-11-13,157:129,96:111,private_transport,,,,,,,,,,18.0,,,,,,,
