ProjectID,Date,Origin,Destination,Modo,0700_0759,0800_0859,0900_0959,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,2100_2159,2200_2259
40,2019-11-12,109:169,98:217,bus,,,,,,10.0,,,,,,,
40,2019-11-12,113:157,95:112,private_transport,,,,,11.0,,,,,,,,
40,2019-11-12,115:155,116:154,bus,,,,,,,,,,,10.0,,
40,2019-11-12,115:155,116:154,private_transport,,,,,,,,,,,11.0,,
40,2019-11-12,115:155,135:135,bus,,,,,,,,,,,25.0,,
40,2019-11-12,115:155,135:135,private_transport,,,,,,,,,,,29.0,,
40,2019-11-12,117:153,95:112,bus,,,,,11.0,,,,,,,,
40,2019-11-12,117:153,95:112,private_transport,,,,,11.0,,,,,,,,
40,2019-11-12,117:153,103:203,bus,,,,,,,,,,13.0,,,
40,2019-11-12,117:153,119:151,private_transport,,,,,10.0,,,,,,,,
40,2019-11-12,117:153,50:412,private_transport,,16.0,,,,,,,,,,,
40,2019-11-12,118:152,119:151,bus,,,,,21.0,,,,,,,,
40,2019-11-12,118:152,119:151,private_transport,,,,,14.0,,,,,,,,
40,2019-11-12,118:152,50:412,private_transport,,42.0,,,,,,,,,,,
40,2019-11-12,118:152,117:153,bus,,,,,,,,,,10.0,,,
40,2019-11-12,118:152,118:152,bus,,,,,16.0,,,,,,,,
40,2019-11-12,118:152,118:152,private_transport,,,,,12.0,,,,,,,,
40,2019-11-12,118:152,140:146,bus,,,,,12.0,,,,,,,,
40,2019-11-12,118:152,140:146,private_transport,,,,,10.0,,,,,,,,
40,2019-11-12,119:151,119:151,bus,,,,,20.0,,,,,13.0,,,
40,2019-11-12,119:151,119:151,private_transport,,,,,,,,,,12.0,,,
40,2019-11-12,119:151,50:412,private_transport,,60.0,,,,,,,,,,,
40,2019-11-12,119:151,117:153,bus,,,,,13.0,,,,,,,,
40,2019-11-12,119:151,118:152,bus,,,,,13.0,,,,,,,,
40,2019-11-12,119:151,118:152,private_transport,,,,,14.0,,,,,,,,
40,2019-11-12,119:151,136:150,bus,,,,,12.0,,,,,,,,
40,2019-11-12,119:151,136:150,private_transport,,,,,,,,,,11.0,,,
40,2019-11-12,119:151,141:145,private_transport,,,,,,,15.0,,,,,,
40,2019-11-12,120:166,136:150,private_transport,,,,13.0,,,,,,,,,
40,2019-11-12,120:166,120:166,bus,,,,15.0,,,,,,,,,
40,2019-11-12,120:166,120:166,private_transport,,,,35.0,,,,,,,,,
40,2019-11-12,120:166,126:160,bus,,,,,,27.0,,,,,,,
40,2019-11-12,120:166,45:319,bus,,14.0,,,,,,,,,,,
40,2019-11-12,120:166,45:319,private_transport,,62.0,,,,,,,,,,,
40,2019-11-12,120:166,90:117,bus,,,,,,11.0,,,,,,,
40,2019-11-12,126:160,122:164,bus,,,,,,,,29.0,,,,,
40,2019-11-12,126:160,122:164,private_transport,,,,,,,,11.0,,,,,
40,2019-11-12,126:160,144:126,bus,,,,,,,10.0,,,,,,
40,2019-11-12,126:160,144:126,private_transport,,,,,,,18.0,,,,,,
40,2019-11-12,126:160,159:127,bus,,,,,,,24.0,,,,,,
40,2019-11-12,126:160,159:127,private_transport,,,,,,,51.0,,,,,,
40,2019-11-12,126:160,93:114,bus,,,,,,,,13.0,,,,,
40,2019-11-12,126:160,97:102,bus,,,,,,,,19.0,,,,,
40,2019-11-12,131:139,95:112,bus,,,,,,,,,,,14.0,,
40,2019-11-12,131:139,103:203,bus,,,,,,,,,,25.0,,,
40,2019-11-12,131:139,118:152,bus,,,,,,,,,,,15.0,,
40,2019-11-12,131:139,118:152,private_transport,,,,,,,,,,,14.0,,
40,2019-11-12,131:139,124:162,bus,,,,,,,,,,10.0,,,
40,2019-11-12,131:139,139:147,private_transport,,,,,,,,,,,10.0,,
40,2019-11-12,132:138,116:154,bus,,,,,,,,,,,11.0,,
40,2019-11-12,132:138,116:154,private_transport,,,,,,,,,,,14.0,,
40,2019-11-12,132:138,103:203,bus,,,,,,,,,,18.0,,,
40,2019-11-12,132:138,103:203,private_transport,,,,,,,,,,13.0,,,
40,2019-11-12,132:138,118:152,bus,,,,,,,,,,,11.0,,
40,2019-11-12,134:136,118:152,bus,,10.0,,,,,,,,,,,
40,2019-11-12,134:136,45:319,private_transport,,,,,,,,,,,,27.0,
40,2019-11-12,134:136,91:116,private_transport,,,,,,,,,,10.0,,,
40,2019-11-12,134:136,92:115,private_transport,,,,,,,,,,17.0,,,
40,2019-11-12,135:135,135:135,bus,,,,,,,,,,,10.0,,
40,2019-11-12,135:135,135:135,private_transport,,,,,,,,,,,10.0,,
40,2019-11-12,136:150,95:112,bus,,,,,,,,,,,,,31.0
40,2019-11-12,136:150,95:112,private_transport,,,,,,,,,,,,,29.0
40,2019-11-12,136:150,119:151,bus,,,,,18.0,,,,,,,,
40,2019-11-12,136:150,50:412,private_transport,,21.0,,,,,,,,,,,
40,2019-11-12,136:150,117:153,bus,,,,,,,,,,,,,10.0
