ProjectID,Date,Origin,Destination,Modo,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
40,2019-11-21,100:206,76:314,bus,,,,11.0,,,,,,,,,,,,,,
40,2019-11-21,100:206,83:108,bus,,,,12.0,,,,,,,,,,,,,12.0,
40,2019-11-21,100:206,83:108,private_transport,,,,,,,,,,,,,,,,,12.0,
40,2019-11-21,100:206,98:217,bus,,,,,,,,,,,,,,,,,15.0,
40,2019-11-21,100:206,98:217,private_transport,,,,,,,,,,,,,,,,,14.0,
40,2019-11-21,101:205,159:127,bus,,,,,,,,,,,,,,,,,,10.0
40,2019-11-21,103:203,100:206,bus,,,,,,10.0,,,,,,,,,,,,
40,2019-11-21,107:207,128:142,bus,,,,,,,,,,,,,,,,,11.0,
40,2019-11-21,107:207,128:142,private_transport,,,,,,,,,,,,,,,,,11.0,
40,2019-11-21,107:207,143:143,private_transport,,,,10.0,,,,,,,,,,,,,,
40,2019-11-21,108:170,83:108,private_transport,,,,,,,,11.0,,,,,,,,,,
40,2019-11-21,108:170,128:142,bus,,,,,,,,14.0,,,,,,,,,,
40,2019-11-21,108:170,128:142,private_transport,,,,,,,,12.0,,,,,,,,,,
40,2019-11-21,108:170,143:143,bus,,,,,,,,10.0,,,,,,,,,,
40,2019-11-21,108:170,109:169,bus,,,,,,,,10.0,,,,,,,,,,
40,2019-11-21,109:169,83:108,bus,,,,,,,,,,,14.0,24.0,17.0,,,,,
40,2019-11-21,109:169,83:108,private_transport,,,,,,10.0,,,12.0,,,11.0,23.0,,,,,
40,2019-11-21,109:169,98:217,bus,,,,,,,,,,,,10.0,,,,,,
40,2019-11-21,109:169,98:217,private_transport,,,,,,,,,,12.0,,13.0,,,,,,
40,2019-11-21,109:169,159:127,bus,,,,,,,,,,,,,,16.0,,,,
40,2019-11-21,109:169,159:127,private_transport,,,,,,,,,,,,,,21.0,,,,
40,2019-11-21,109:169,100:206,bus,,,,,,,,,13.0,,,,,,,,,
40,2019-11-21,109:169,100:206,private_transport,,,,,,,,,15.0,,,,,,,,,
40,2019-11-21,109:169,128:142,bus,,,,,,14.0,,,10.0,,,,,,,,,
40,2019-11-21,109:169,108:170,bus,,,,12.0,,,,,,,,,,,,,,
40,2019-11-21,109:169,108:170,private_transport,,,,17.0,,,,,,,,,,,,,,
40,2019-11-21,109:169,130:140,private_transport,,,,,,,,,14.0,,,,,,,,,
40,2019-11-21,109:169,139:147,bus,,,,,,,,,10.0,,,,,,,,,
40,2019-11-21,110:168,83:108,private_transport,,,,,,,,,,12.0,,,,,,,,
40,2019-11-21,110:168,98:217,private_transport,,,,,,,,,,11.0,,,,,,,,
40,2019-11-21,110:168,159:127,bus,,,,,,,,,,,19.0,,,,,,,
40,2019-11-21,110:168,128:142,private_transport,,,,,,,,,,16.0,,,,,,,,
40,2019-11-21,110:168,109:169,bus,,,,,,,,,,19.0,,,,,,,,
40,2019-11-21,110:168,109:169,private_transport,,,,,,,,,,13.0,,,,,,,,
40,2019-11-21,110:168,137:149,bus,,,,,,,,,,,11.0,,,,,,,
40,2019-11-21,111:167,61:413,private_transport,,,,,,,,,,,50.0,,,,,,,
40,2019-11-21,114:156,159:127,bus,,,,,,,,,,,17.0,,,,,,,
40,2019-11-21,115:155,64:306,bus,,,,,,33.0,,,,,,,,,,,,
40,2019-11-21,115:155,64:306,private_transport,,,,,,57.0,,,,,,,,,,,,
40,2019-11-21,116:154,121:165,bus,,,,,21.0,,,,,,,,,,,,,
40,2019-11-21,117:153,100:206,private_transport,,,,,,10.0,,,,,,,,,,,,
40,2019-11-21,118:152,121:165,bus,,,,,36.0,,,,,,,,,,,,,
40,2019-11-21,118:152,84:107,bus,,,,,19.0,,,,,,,,,,,,,
40,2019-11-21,118:152,86:105,bus,,,,,17.0,,,,,,,,,,,,,
40,2019-11-21,121:165,159:127,bus,,,48.0,,,,,,,,,,,,,,,
40,2019-11-21,121:165,159:127,private_transport,,,10.0,,,,,,,,,,,,,,,
40,2019-11-21,121:165,144:126,bus,,,11.0,,,,,,,,,,,,,,,
40,2019-11-21,124:162,159:127,bus,,,,,,21.0,,,,,,,,,,,,
40,2019-11-21,124:162,137:149,bus,,,,,,12.0,,,,,,,,,,,,
40,2019-11-21,127:159,121:165,private_transport,,,,,10.0,,,,,,,,,,,,,
40,2019-11-21,127:159,111:167,bus,,,,,11.0,,,,,,,,,,,,,
40,2019-11-21,128:142,83:108,bus,,,,,,,,,,,,,11.0,,,,11.0,
40,2019-11-21,128:142,83:108,private_transport,,,,,,,,,,,,,23.0,,,,,
40,2019-11-21,128:142,98:217,bus,,,,,,,,,,,,19.0,,,,,,
40,2019-11-21,128:142,98:217,private_transport,,,,,,,,,,,,,,,,,11.0,
40,2019-11-21,128:142,159:127,bus,,,,,,,,,,,,,,13.0,,,,
40,2019-11-21,128:142,159:127,private_transport,,,,,,,,,,,,,,17.0,,,,
40,2019-11-21,128:142,143:143,private_transport,,,,,,,,,12.0,,,,,,,,,
40,2019-11-21,128:142,109:169,bus,,,,,,,,,,,12.0,13.0,,,,,,
40,2019-11-21,128:142,130:140,bus,,,,,,,,,14.0,,,,,,,,,
40,2019-11-21,128:142,139:147,bus,,,,,,,,,12.0,,,,,,,,,
40,2019-11-21,128:142,144:126,bus,,,,,,,,,,,,,,10.0,,,,
40,2019-11-21,128:142,144:126,private_transport,,,,,,,,,,,,,,10.0,,,,
40,2019-11-21,128:142,116:154,bus,,,,,,,,,13.0,,,,,,,,,
40,2019-11-21,128:142,158:128,bus,,,,,,,,,,,,,,17.0,,,,
