ProjectID,Date,Origin,Destination,Modo,0300_0359,0600_0659,0700_0759,0800_0859,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959
40,2019-11-12,100:206,126:160,bus,,,22.0,,,,,,,,,,,
40,2019-11-12,100:206,126:160,private_transport,,,15.0,,,,,,,,,,,
40,2019-11-12,100:206,128:142,bus,,,,,,,,,,11.0,,,,
40,2019-11-12,100:206,143:143,private_transport,,,,,,,,,,11.0,,,,
40,2019-11-12,100:206,157:129,bus,,,,,,,,,,,14.0,,,
40,2019-11-12,107:207,157:129,bus,,,,,,,,,,,14.0,,,
40,2019-11-12,107:207,100:206,bus,,,,,,,,,,16.0,,,,
40,2019-11-12,107:207,121:165,bus,,,,,,,,,,,14.0,,,
40,2019-11-12,107:207,84:107,bus,,,,,,,,,,,10.0,,,
40,2019-11-12,109:169,143:143,bus,,,15.0,,,,,,,,,,,
40,2019-11-12,109:169,109:169,private_transport,,,,,,,,,10.0,,,,,
40,2019-11-12,109:169,276:144,bus,,,,,,10.0,,,,,,,,
40,2019-11-12,109:169,45:319,bus,,,,,,,,,,35.0,,,,
40,2019-11-12,109:169,45:319,private_transport,,,,,,,,,,12.0,,,,
40,2019-11-12,109:169,83:108,bus,,,,,,15.0,,10.0,,,,,19.0,
40,2019-11-12,109:169,83:108,private_transport,,,,,,15.0,,12.0,,,,,,
40,2019-11-12,109:169,87:104,bus,,19.0,,,,,,,,,,,,
40,2019-11-12,109:169,98:217,private_transport,,,,,,10.0,,,,,,,,
40,2019-11-12,113:157,83:108,bus,,,,,,,,,,,,,11.0,
40,2019-11-12,113:157,107:207,bus,,,,,,,,,,,,,16.0,
40,2019-11-12,115:155,83:108,bus,,,,,,,,,,,,,,10.0
40,2019-11-12,115:155,83:108,private_transport,,,,,,,,,,,,,,10.0
40,2019-11-12,115:155,159:127,bus,,,,,,,,,,,,,10.0,
40,2019-11-12,116:154,83:108,bus,12.0,,,,,,,,,,,,,21.0
40,2019-11-12,116:154,83:108,private_transport,,,,,,,,,,,,,,19.0
40,2019-11-12,117:153,143:143,bus,10.0,,,,,,,,,,,,,
40,2019-11-12,117:153,109:169,bus,10.0,,,,,,,,,,,,,
40,2019-11-12,117:153,83:108,bus,10.0,,,,,,,,,,,,,
40,2019-11-12,118:152,109:169,bus,11.0,,,,,,,,,,,,,
40,2019-11-12,118:152,83:108,bus,10.0,,,,,,,,,,,,,30.0
40,2019-11-12,118:152,83:108,private_transport,11.0,,,,,,,,,,,,,26.0
40,2019-11-12,121:165,139:147,bus,,16.0,,,,,,,,,,,,
40,2019-11-12,122:164,128:142,bus,,,,,,,,,,,,,12.0,
40,2019-11-12,122:164,128:142,private_transport,,,,,,,,,,,,,10.0,
40,2019-11-12,122:164,143:143,bus,,,,,,,,,,,,,17.0,
40,2019-11-12,122:164,100:206,bus,,,,,,,,,,,,,19.0,
40,2019-11-12,122:164,98:217,bus,,,,,,,,,,,,,,11.0
40,2019-11-12,122:164,98:217,private_transport,,,,,,,,,,,,,,12.0
40,2019-11-12,122:164,97:102,private_transport,,,,,10.0,,,,,,,,,
40,2019-11-12,123:163,143:143,private_transport,,,,,,,,,,,,,10.0,
40,2019-11-12,126:160,160:110,bus,,,,,,,10.0,,,,,,,
40,2019-11-12,127:159,143:143,bus,,,,,,,,,,,,,11.0,
40,2019-11-12,127:159,83:108,bus,,,,,,,,,,,,,,11.0
40,2019-11-12,127:159,83:108,private_transport,,,,,,,,,,,,,,12.0
40,2019-11-12,127:159,107:207,bus,,,,,,,,,,,,,13.0,
40,2019-11-12,128:142,126:160,private_transport,,,12.0,,,,,,,,,,,
40,2019-11-12,128:142,45:319,bus,,,,,,,,,,24.0,,,,
40,2019-11-12,128:142,83:108,bus,,,10.0,,,,,,,,,,28.0,
40,2019-11-12,128:142,87:104,bus,,12.0,,,,,,,,,,,,
40,2019-11-12,128:142,91:116,bus,,14.0,,,,,,,,,,,,
40,2019-11-12,129:141,109:169,bus,,,,,,,,,,,14.0,,,
40,2019-11-12,129:141,83:108,private_transport,,,,,,,,,,,13.0,,,
40,2019-11-12,129:141,111:167,bus,,,13.0,,,,,,,,,,,
40,2019-11-12,129:141,149:121,bus,,,16.0,,,,,,,,,,,
40,2019-11-12,129:141,149:121,private_transport,,,15.0,,,,,,,,,,,
40,2019-11-12,130:140,109:169,private_transport,,,,,,,,,,,15.0,,,
40,2019-11-12,130:140,98:217,bus,,,,,,,,,,,12.0,,,
40,2019-11-12,130:140,98:217,private_transport,,,,,,,,,,,17.0,,,
40,2019-11-12,130:140,149:121,bus,,,17.0,,,,,,,,,,,
40,2019-11-12,130:140,149:121,private_transport,,,25.0,,,,,,,,,,,
40,2019-11-12,130:140,110:168,bus,,,10.0,,,,,,,,,,,
40,2019-11-12,130:140,148:122,bus,,,13.0,,,,,,,,,,,
40,2019-11-12,134:136,109:169,bus,,,,,,,,,12.0,,,,,
40,2019-11-12,134:136,109:169,private_transport,,,,,,,,,10.0,,,,,
40,2019-11-12,137:149,121:165,bus,,,,,,,,,,,,,,11.0
40,2019-11-12,137:149,159:127,bus,,,,,,,,,,,,,12.0,
40,2019-11-12,137:149,58:303,private_transport,,,,11.0,,,,,,,,,,
40,2019-11-12,137:149,95:112,bus,,10.0,,,,,,,,,,,,
40,2019-11-12,139:147,128:142,bus,10.0,,,,,,,,,,,,,
40,2019-11-12,139:147,109:169,private_transport,10.0,,,,,,,,,,,,,
40,2019-11-12,139:147,83:108,bus,11.0,,,,,,,,,,,,,
40,2019-11-12,139:147,83:108,private_transport,,,,,,,,,,,,,10.0,
40,2019-11-12,140:146,83:108,bus,,,,,,,,,,,,,11.0,
40,2019-11-12,140:146,98:217,bus,,,,,,,,,,,,,16.0,
