ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0300_0359,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
40,2020-03-11,101:205,140:146,bus,,,,,,,10.0,,,,,,,,,,,,,,,
40,2020-03-11,103:203,103:203,bus,,,,,,,26.0,,,,21.0,,,,,,,,,,,
40,2020-03-11,103:203,103:203,private_transport,,,,,,,10.0,,,,12.0,35.0,,,,,,,,,25.0,
40,2020-03-11,103:203,104:202,bus,,,,,,,,,,,,11.0,,,,,,,,,,
40,2020-03-11,103:203,104:202,private_transport,,,,,,,,,,,,,,,,,23.0,,,,,
40,2020-03-11,103:203,110:168,bus,,,,,,49.0,,,,,,,,,,,14.0,,,,,
40,2020-03-11,103:203,110:168,private_transport,,,,,,16.0,,,,47.0,,,,,,,45.0,,,,,
40,2020-03-11,103:203,113:157,private_transport,,,,,,,,,,,,11.0,,,,,,,,,,
40,2020-03-11,103:203,124:162,private_transport,,,,,,,,,12.0,,,,,,,,,,,,,
40,2020-03-11,103:203,131:139,bus,,,,,,,16.0,,,,,,,,,,,,,,,
40,2020-03-11,103:203,131:139,private_transport,,,,,,,,,,,11.0,14.0,,,,,,,,,23.0,
40,2020-03-11,103:203,134:136,private_transport,,,,,,,,,,,,,,19.0,,,,,,,,
40,2020-03-11,103:203,138:148,bus,,,,,,,,,,,,23.0,,,,,,,,,,
40,2020-03-11,103:203,138:148,private_transport,,,,,,,,,,,,14.0,,,,,,,,,,
40,2020-03-11,103:203,155:131,bus,,,,,,,,,,,,,,12.0,,,,,,,,
40,2020-03-11,103:203,155:131,private_transport,,,,,,,,,,,,,,13.0,,,,,,,10.0,
40,2020-03-11,103:203,156:130,bus,,,,,,,,,,,,,,,,,,,,,29.0,
40,2020-03-11,103:203,156:130,private_transport,,,,,,,,,,,,,,53.0,,,,,,,30.0,
40,2020-03-11,103:203,159:127,private_transport,,,,,,,,,,,,10.0,,,,,,,,,,
40,2020-03-11,103:203,20:520,private_transport,,,,,,,,,,102.0,,,,,,,,,,,,
40,2020-03-11,103:203,32:532,private_transport,11.0,,,,,,,,,,,,,,,,,,,,,
