ProjectID,Date,Origin,Destination,Modo,0200_0259,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1300_1359,1400_1459,1500_1559,1600_1659,1800_1859,2300_2359
40,2019-11-12,100:206,101:205,bus,,,,,,,,,,,,10.0,,
40,2019-11-12,100:206,107:207,private_transport,,,,,,,,,,,,10.0,,
40,2019-11-12,100:206,143:143,bus,,,,,,,,,,,14.0,10.0,,
40,2019-11-12,100:206,157:129,bus,,,,,,,,,12.0,,,,,
40,2019-11-12,100:206,158:128,bus,,,,,,,,,14.0,,,,,
40,2019-11-12,100:206,159:127,bus,,,,,,,,,,,,,19.0,
40,2019-11-12,100:206,45:319,bus,,,,,,,,,,10.0,,,,
40,2019-11-12,107:207,143:143,bus,,,,,,,,,,,11.0,,,
40,2019-11-12,107:207,157:129,bus,,,,,,,,,11.0,,,,,
40,2019-11-12,107:207,159:127,bus,,,,,,,,,,,,,19.0,
40,2019-11-12,107:207,45:319,private_transport,,,,,,,,,,11.0,,,,
40,2019-11-12,107:207,100:206,bus,,,,,,,,,,,,12.0,,
40,2019-11-12,107:207,83:108,bus,,,,,,,,,,,11.0,,,
40,2019-11-12,109:169,143:143,bus,,,12.0,,,,,12.0,,,,,,
40,2019-11-12,109:169,143:143,private_transport,,,,,,,,11.0,,,,,,
40,2019-11-12,109:169,159:127,private_transport,,,,,,,,,,,,,,30.0
40,2019-11-12,109:169,83:108,bus,,,,,,,,11.0,,,,,,
40,2019-11-12,109:169,83:108,private_transport,,,,,,,,10.0,,,,,,
40,2019-11-12,109:169,76:314,bus,,,11.0,,,25.0,,,,,,,,
40,2019-11-12,109:169,76:314,private_transport,,,,,,16.0,,,,,,,,
40,2019-11-12,109:169,98:217,bus,,,,,,,,13.0,,,,,,
40,2019-11-12,109:169,98:217,private_transport,,,,,,,,12.0,,,,,,
40,2019-11-12,111:167,62:307,bus,,15.0,,,,,,,,,,,,
40,2019-11-12,111:167,62:307,private_transport,,12.0,,,,,,,,,,,,
40,2019-11-12,118:152,76:314,bus,,,,,24.0,,,,,,,,,
40,2019-11-12,118:152,76:314,private_transport,,,,,14.0,,,,,,,,,
40,2019-11-12,119:151,76:314,bus,,,,,36.0,,,,,,,,,
40,2019-11-12,119:151,76:314,private_transport,,,,,18.0,,,,,,,,,
40,2019-11-12,128:142,143:143,private_transport,,,10.0,,,,,,,,,,,
40,2019-11-12,128:142,159:127,bus,,,,,,,,,,,,,15.0,
40,2019-11-12,128:142,159:127,private_transport,,,,,,,,,,,,,,31.0
40,2019-11-12,128:142,100:206,bus,,,13.0,,,,,,,,,,,
40,2019-11-12,128:142,109:169,bus,,,,,,,,10.0,,,,,,
40,2019-11-12,128:142,109:169,private_transport,,,,,,,,10.0,,,,,,
40,2019-11-12,129:141,9:509,private_transport,,,,,,15.0,,,,,,,,
40,2019-11-12,130:140,9:509,private_transport,,,,,,25.0,,,,,,,,
40,2019-11-12,136:150,76:314,bus,,,,,14.0,,,,,,,,,
40,2019-11-12,140:146,76:314,bus,,,,,16.0,,,,,,,,,
40,2019-11-12,140:146,76:314,private_transport,,,,,11.0,,,,,,,,,
