ProjectID,Date,Origin,Destination,Modo,0000_0059,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259,2300_2359
40,2019-11-13,102:204,66:316,private_transport,,,,,,,,,12.0,,,,,,,,,,,,,,
40,2019-11-13,103:203,45:319,bus,,,,,,70.0,,,,,,,,,,,,,,,,,
40,2019-11-13,103:203,45:319,private_transport,,,,,,41.0,,,,,,,,,,,,,,,,,
40,2019-11-13,103:203,58:303,bus,,,,,,11.0,,,,,,,,,,,,,,,,,
40,2019-11-13,103:203,58:303,private_transport,,,,,,10.0,,,,,,,,,,,,,,,,,
40,2019-11-13,104:202,45:319,bus,,,,,,,,,,,,,,,,,,,,11.0,,,
40,2019-11-13,104:202,45:319,private_transport,,,,,,,,,,,,,,,,,,,,11.0,,,
40,2019-11-13,104:202,103:203,private_transport,,,,,,,,,,,,,,,,20.0,,,,,,,
40,2019-11-13,104:202,158:128,bus,,,,,,,,,,,,,,,10.0,,,,,,,,
40,2019-11-13,104:202,158:128,private_transport,,,,,,,,,,,,,,,13.0,,,,,,,,
40,2019-11-13,104:202,33:533,private_transport,,,,,,,,,,,,,,,,,,,,,11.0,,
40,2019-11-13,104:202,48:301,private_transport,10.0,,,,,,,,,,,,,,,,,,,,,,
40,2019-11-13,104:202,56:416,private_transport,,,,,22.0,,,,,,,,,,,,,,,,,,
40,2019-11-13,104:202,57:310,bus,,,,14.0,,,,,,,,,,,,,,,,,,,
40,2019-11-13,104:202,75:313,bus,,,,,,,,,,,,,,,,,,,34.0,,,,
40,2019-11-13,104:202,75:313,private_transport,,16.0,,,,,,,,,,,,,,,,66.0,33.0,,,,
40,2019-11-13,104:202,84:107,private_transport,,,,,,,,,,,,,,,12.0,,,,,,,,
40,2019-11-13,105:201,66:316,private_transport,,,,,,,,,,,57.0,,,,,,,,,,,,
40,2019-11-13,105:201,45:319,bus,,,,,,,,,,,,,,,,,,,,63.0,,,
40,2019-11-13,105:201,45:319,private_transport,28.0,,,,,,,,,,,,,,,,,,,58.0,,,
40,2019-11-13,105:201,58:303,private_transport,,,,,,,,,,,,,,,,24.0,,,,,,,
40,2019-11-13,105:201,103:203,private_transport,,,,,,,,,,,,,,,,39.0,,,,,,,
40,2019-11-13,105:201,158:128,private_transport,,,,,,,,,,,,,,,14.0,,,,,,,,
40,2019-11-13,105:201,33:533,private_transport,,,,,,,,,,,,,,,,,,,,,98.0,,
40,2019-11-13,105:201,48:301,private_transport,29.0,,,,,,,,,,,,,,,,,,,,,,
40,2019-11-13,105:201,56:416,private_transport,,,,,71.0,,,,,,,,,,,,,,,,,,
40,2019-11-13,105:201,57:310,bus,,,,75.0,,,,,,,,,,,,,,,,,,,
40,2019-11-13,105:201,57:310,private_transport,,,,65.0,,,,,,,,,,,,,,,,,,,
40,2019-11-13,105:201,75:313,bus,,,,,,,,,,,,,,,31.0,,,,,,,,
40,2019-11-13,105:201,75:313,private_transport,,,,,,,,,,,,,,,53.0,,,,,,,,
40,2019-11-13,105:201,84:107,bus,,,,,,,,,,,,,,,21.0,,,,,,,,
