ProjectID,Date,Origin,Destination,Modo,0000_0059,0300_0359,0400_0459,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1700_1759,2000_2059
40,2019-11-12,101:205,89:118,bus,,,,,10.0,,,,,,,,,,
40,2019-11-12,103:203,110:168,bus,,,,,,,,,,17.0,,,,,
40,2019-11-12,103:203,110:168,private_transport,,,,,,,,,,25.0,,,,,
40,2019-11-12,104:202,45:319,private_transport,,,,,,,,,,,,,,16.0,
40,2019-11-12,104:202,48:301,private_transport,,,,,,,,,,,,,,32.0,
40,2019-11-12,104:202,68:315,private_transport,,,,,,,,,,,,,,10.0,
40,2019-11-12,104:202,77:312,private_transport,,,,,,,,,,,,,,16.0,
40,2019-11-12,108:170,89:118,bus,,,,,31.0,,,,,,,,,,
40,2019-11-12,108:170,89:118,private_transport,,,,,12.0,,,,,,,,,,
40,2019-11-12,108:170,152:134,bus,,,,,14.0,,,,,,,,,,
40,2019-11-12,108:170,154:132,bus,,,,,30.0,,,,,,,,,,
40,2019-11-12,110:168,45:319,private_transport,,,,,,,,,,,,,,29.0,
40,2019-11-12,110:168,48:301,private_transport,,,,,,,,,,,,,,27.0,
40,2019-11-12,110:168,77:312,private_transport,,,,,,,,,,,,,,39.0,
40,2019-11-12,111:167,45:319,private_transport,,,,,,,,,,,,,,10.0,
40,2019-11-12,111:167,77:312,private_transport,,,,,,,,,,,,,,17.0,
40,2019-11-12,111:167,118:152,bus,,,,,,,,,,,,,,,12.0
40,2019-11-12,111:167,118:152,private_transport,,,,,,,,,,,,,,,12.0
40,2019-11-12,113:157,70:318,private_transport,,,46.0,,,,,,,,,,,,
40,2019-11-12,115:155,68:315,private_transport,,,,,,,,,13.0,,,,,,
40,2019-11-12,116:154,68:315,bus,,,,,,,,,15.0,,,,,,
40,2019-11-12,116:154,68:315,private_transport,,,,,,,,,28.0,,,,,,
40,2019-11-12,116:154,118:152,bus,,,,,,,,13.0,,,,14.0,,,
40,2019-11-12,116:154,118:152,private_transport,,,,,,,,14.0,,,,,,,
40,2019-11-12,116:154,115:155,bus,,,,,,,,,,,,10.0,,,
40,2019-11-12,116:154,116:154,private_transport,,,,,,,,,,,,15.0,,,
40,2019-11-12,116:154,139:147,bus,,,,,,,,,,,,14.0,,,
40,2019-11-12,116:154,83:108,bus,,12.0,,,,,,,,,,,,,
40,2019-11-12,116:154,95:112,bus,,,,,,,,,,,,10.0,,,
40,2019-11-12,116:154,95:112,private_transport,,,,,,,,,,,,13.0,,,
40,2019-11-12,117:153,83:108,bus,,10.0,,,,,,,,,,,,,
40,2019-11-12,117:153,109:169,bus,,10.0,,,,,,,,,,,,,
40,2019-11-12,117:153,143:143,bus,,10.0,,,,,,,,,,,,,
40,2019-11-12,118:152,68:315,private_transport,,,,,,,,,48.0,,,,,,
40,2019-11-12,118:152,118:152,bus,,,,,,,,,,,,19.0,,,
40,2019-11-12,118:152,116:154,bus,,,,,,,,12.0,,,,19.0,,,
40,2019-11-12,118:152,139:147,private_transport,,,,,,,,,,,,11.0,,,
40,2019-11-12,118:152,83:108,bus,,10.0,,,,,,,,,,,,,
40,2019-11-12,118:152,83:108,private_transport,,11.0,,,,,,,,,,,,,
40,2019-11-12,118:152,109:169,bus,,11.0,,,,,,,,,,,,,
40,2019-11-12,118:152,117:153,private_transport,,,,,,,,,,,,12.0,,,
40,2019-11-12,120:166,45:319,private_transport,,,,,,,,,,,,,12.0,,
40,2019-11-12,121:165,118:152,bus,,,,25.0,,,,,,,,,,,
40,2019-11-12,121:165,116:154,bus,,,,19.0,,,,,,,,,,,
40,2019-11-12,121:165,139:147,private_transport,,,,12.0,,,,,,,,,,,
40,2019-11-12,124:162,110:168,private_transport,,,,,,,,,,14.0,,,,,
40,2019-11-12,131:139,110:168,bus,,,,,,,,,,16.0,,,,,
40,2019-11-12,131:139,110:168,private_transport,,,,,,,,,,10.0,,,,,
40,2019-11-12,131:139,95:112,bus,,,,,,,,,,,12.0,,,,
40,2019-11-12,131:139,109:169,bus,,,,,,,,,,11.0,,,,,
40,2019-11-12,132:138,70:318,private_transport,,,21.0,,,,,,,,,,,,
40,2019-11-12,132:138,95:112,private_transport,,,,,,,,,,,12.0,,,,
40,2019-11-12,133:137,101:205,bus,,,,,,17.0,,,,,,,,,
40,2019-11-12,133:137,101:205,private_transport,,,,,,18.0,,,,,,,,,
40,2019-11-12,133:137,146:124,bus,,,,,,27.0,,,,,,,,,
40,2019-11-12,133:137,146:124,private_transport,,,,,,30.0,,,,,,,,,
40,2019-11-12,134:136,145:125,private_transport,,,,,,,11.0,,,,,,,,
40,2019-11-12,134:136,92:115,private_transport,,,,,,,,,,,,,,19.0,
40,2019-11-12,134:136,99:101,private_transport,,,,,12.0,,,,,,,,,,
40,2019-11-12,137:149,118:152,bus,,,,10.0,,,,,,,,,,,
40,2019-11-12,139:147,45:319,bus,,,,,11.0,,,,,,,,,,
40,2019-11-12,139:147,68:315,private_transport,,,,,,,,,26.0,,,,,,
40,2019-11-12,139:147,118:152,bus,,,,,,,,,,,,20.0,,,
40,2019-11-12,139:147,118:152,private_transport,,,,,,,,,,,,11.0,,,
40,2019-11-12,139:147,139:147,bus,,,,,,,,,,,,13.0,,,
40,2019-11-12,139:147,83:108,bus,,11.0,,,,,,,,,,,,,
40,2019-11-12,139:147,109:169,private_transport,,10.0,,,,,,,,,,,,,
40,2019-11-12,139:147,128:142,bus,,10.0,,,,,,,,,,,,,
40,2019-11-12,140:146,45:319,bus,,,,,33.0,,,,,,,,,,
40,2019-11-12,140:146,45:319,private_transport,,,,,26.0,,,,,,,,,,
40,2019-11-12,140:146,139:147,private_transport,,,,,,,,,,,,12.0,,,
40,2019-11-12,140:146,140:146,bus,,,,,,,,,,,,10.0,,,
40,2019-11-12,140:146,141:145,bus,,,,,,,,,,,,19.0,,,
40,2019-11-12,141:145,45:319,bus,,,,,42.0,,,,,,,,12.0,,
40,2019-11-12,141:145,45:319,private_transport,,,,,21.0,,,,,,,,16.0,,
40,2019-11-12,141:145,140:146,bus,,,,,,,,,,,,16.0,,,
40,2019-11-12,141:145,141:145,bus,,,,,,,,,,,,16.0,,,
40,2019-11-12,144:126,101:205,bus,,,,,,15.0,,,,,,,,,
40,2019-11-12,144:126,101:205,private_transport,,,,,,16.0,,,,,,,,,
40,2019-11-12,144:126,146:124,bus,,,,,,13.0,,,,,,,,,
40,2019-11-12,144:126,146:124,private_transport,,,,,,17.0,,,,,,,,,
40,2019-11-12,145:125,145:125,bus,,,,,,,10.0,,,,,,,,
40,2019-11-12,145:125,145:125,private_transport,,,,,,,34.0,,,,,,,,
40,2019-11-12,145:125,92:115,private_transport,,,,,,,,,,,,,,64.0,
40,2019-11-12,145:125,160:110,private_transport,,,,,,,,,,,,,,17.0,
40,2019-11-12,145:125,91:116,private_transport,,,,,,,,,,,,,,27.0,
40,2019-11-12,147:123,77:312,private_transport,,,,,,,,,,,,,,12.0,
40,2019-11-12,149:121,118:152,bus,,,,,,,,,,,,,,,20.0
40,2019-11-12,149:121,118:152,private_transport,,,,,,,,,,,,,,,20.0
40,2019-11-12,149:121,139:147,bus,,,,,,,,,,,,,,,12.0
40,2019-11-12,149:121,139:147,private_transport,,,,,,,,,,,,,,,12.0
40,2019-11-12,149:121,95:112,bus,,,,,,,,,,,,,,,13.0
40,2019-11-12,149:121,95:112,private_transport,,,,,,,,,,,,,,,13.0
40,2019-11-12,152:134,154:132,bus,,,,,20.0,,,,,,,,,,
40,2019-11-12,155:131,145:125,private_transport,,,,,,,21.0,,,,,,,,
40,2019-11-12,155:131,92:115,private_transport,,,,,,,,,,,,,,23.0,
40,2019-11-12,155:131,99:101,bus,,,,,13.0,,,,,,,,,,
40,2019-11-12,155:131,99:101,private_transport,,,,,10.0,,,,,,,,,,
40,2019-11-12,155:131,91:116,private_transport,,,,,,,,,,,,,,10.0,
40,2019-11-12,155:131,155:131,bus,,,,,,,10.0,,,,,,,,
40,2019-11-12,156:130,145:125,bus,,,,,19.0,,,,,,,,,,
40,2019-11-12,156:130,99:101,bus,,,,,53.0,,,,,,,,,,
40,2019-11-12,156:130,99:101,private_transport,,,,,23.0,,,,,,,,,,
40,2019-11-12,156:130,120:166,bus,,,,,13.0,,,,,,,,,,
40,2019-11-12,158:128,121:165,private_transport,12.0,,,,,,,,,,,,,,
40,2019-11-12,158:128,157:129,private_transport,17.0,,,,,,,,,,,,,,
40,2019-11-12,45:319,45:319,bus,,,,,,,102.0,,,,,,,,
40,2019-11-12,45:319,45:319,private_transport,,,,,,,47.0,,,,,,,,
40,2019-11-12,45:319,115:155,bus,,,,,,,,,23.0,,,,,,
40,2019-11-12,45:319,115:155,private_transport,,,,,,,,,42.0,,,,,,
40,2019-11-12,45:319,125:161,private_transport,,,,,,,,,13.0,,,,,,
40,2019-11-12,45:319,159:127,private_transport,,,,,,,,,18.0,,,,,,
40,2019-11-12,50:412,118:152,private_transport,,,,,,,,,,,,,,32.0,
