ProjectID,Date,Origin,Destination,Modo,0000_0059,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,1000_1059,1100_1159,1200_1259,1400_1459,1600_1659,1700_1759,1900_1959
40,2020-03-03,113:157,104:202,bus,,,,,,,,15.0,,,,,
40,2020-03-03,113:157,104:202,private_transport,,,,,,,,13.0,,,,,
40,2020-03-03,113:157,110:168,bus,,,,,,,,15.0,,,,,
40,2020-03-03,113:157,110:168,private_transport,,,,,,,,13.0,,,,,
40,2020-03-03,113:157,139:147,private_transport,,,,,,13.0,,,,,,,
40,2020-03-03,113:157,140:146,private_transport,,,,,,22.0,,,,,,,
40,2020-03-03,113:157,141:145,private_transport,,,,,,31.0,,,,,,,
40,2020-03-03,113:157,147:123,bus,,,,,,,,12.0,,,,,
40,2020-03-03,113:157,147:123,private_transport,,,,,,,,11.0,,,,,
40,2020-03-03,117:153,139:147,private_transport,,,,,,10.0,,,,,,,
40,2020-03-03,118:152,140:146,bus,,,,,,,,10.0,,,,,
40,2020-03-03,118:152,118:152,bus,,,,,,,,12.0,,,,,
40,2020-03-03,118:152,119:151,private_transport,,,,,,,,15.0,,,,,
40,2020-03-03,118:152,95:112,private_transport,,,,,,,,,,,,12.0,
40,2020-03-03,119:151,140:146,bus,,,,,,,,11.0,,,,,
40,2020-03-03,119:151,140:146,private_transport,,,,,,,,10.0,,,,,
40,2020-03-03,119:151,118:152,bus,,,,,,,,,,,,16.0,
40,2020-03-03,119:151,118:152,private_transport,,,,,,,,,,,,11.0,
40,2020-03-03,119:151,95:112,private_transport,,,,,,,,,,,,16.0,
40,2020-03-03,119:151,117:153,private_transport,,,,,,,,10.0,,,,,
40,2020-03-03,119:151,136:150,bus,,,,,,,,14.0,,,,,
40,2020-03-03,120:166,140:146,private_transport,,,,,,,10.0,,,,,,
40,2020-03-03,120:166,141:145,bus,,,,,,,11.0,,,,,,
40,2020-03-03,120:166,120:166,private_transport,,,,,,,31.0,,,,,,
40,2020-03-03,122:164,140:146,private_transport,,,,,,,,,,,,,13.0
40,2020-03-03,122:164,141:145,bus,,,,,,,,,,,,,18.0
40,2020-03-03,122:164,141:145,private_transport,,,,,,,,,,,,,25.0
40,2020-03-03,122:164,134:136,bus,,,,,,,,,,,,,11.0
40,2020-03-03,122:164,134:136,private_transport,,,,,,,,,,,,,11.0
40,2020-03-03,126:160,87:104,bus,,,,,,,,,,,32.0,,
40,2020-03-03,126:160,87:104,private_transport,,,,,,,,,,,12.0,,
40,2020-03-03,126:160,92:115,bus,,,,,,,,,,,17.0,,
40,2020-03-03,127:159,141:145,private_transport,,,,,,,,,,,,,10.0
40,2020-03-03,129:141,118:152,private_transport,,,,,,,,,,14.0,,,
40,2020-03-03,130:140,118:152,bus,,,,,,,,,,15.0,,,
40,2020-03-03,130:140,118:152,private_transport,,,,,,,,,,16.0,,,
40,2020-03-03,130:140,119:151,bus,,,,,,,,,,11.0,,,
40,2020-03-03,130:140,119:151,private_transport,,,,,,,,,,13.0,,,
40,2020-03-03,131:139,139:147,private_transport,,,,,,11.0,,,,,,,
40,2020-03-03,131:139,141:145,private_transport,,,,,,11.0,,,,,,,
40,2020-03-03,132:138,140:146,bus,,,,,,,,,,10.0,,,
40,2020-03-03,132:138,141:145,private_transport,,,,,,14.0,,,,10.0,,,
40,2020-03-03,134:136,155:131,bus,,,,,,,,10.0,,,,,
40,2020-03-03,134:136,156:130,private_transport,,,,,,,,10.0,,,,,
40,2020-03-03,136:150,118:152,private_transport,,,,,,,,,,,,14.0,
40,2020-03-03,136:150,119:151,bus,,,,,,,,14.0,,,,,
40,2020-03-03,136:150,95:112,bus,,,,,,,,,,,,12.0,
40,2020-03-03,136:150,136:150,private_transport,,,,,,,,10.0,,,,,
40,2020-03-03,136:150,120:166,private_transport,,,,,,,13.0,,,,,,
40,2020-03-03,140:146,120:166,bus,,,,,,,10.0,,,,,,
40,2020-03-03,140:146,120:166,private_transport,,,,,,,10.0,,,,,,
40,2020-03-03,144:126,159:127,private_transport,17.0,,,,,,,,,,,,
