ProjectID,Date,Origin,Destination,Modo,0000_0059,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,1000_1059,1100_1159,1200_1259,1400_1459,1600_1659,1700_1759,1900_1959
40,2020-03-03,155:131,155:131,bus,,,,,,,,12.0,,,,,
40,2020-03-03,155:131,156:130,bus,,,,,,,,21.0,,,,,
40,2020-03-03,155:131,91:116,bus,,,,,,,,11.0,,,,,
40,2020-03-03,156:130,134:136,bus,,,,,,,,11.0,,,,,
40,2020-03-03,156:130,134:136,private_transport,,,,,,,,10.0,,,,,
40,2020-03-03,156:130,92:115,bus,,,,,,,,10.0,,,,,
40,2020-03-03,156:130,156:130,bus,,,,,,,,46.0,,,,,
40,2020-03-03,156:130,156:130,private_transport,,,,,,,,29.0,,,,,
40,2020-03-03,156:130,91:116,bus,,,,,,,,14.0,,,,,
40,2020-03-03,156:130,91:116,private_transport,,,,,,,,13.0,,,,,
40,2020-03-03,156:130,145:125,bus,,,,,,,,11.0,,,,,
40,2020-03-03,159:127,110:168,bus,,,,,,,75.0,,,,,,
40,2020-03-03,159:127,110:168,private_transport,,,,,,,28.0,,,,,,
40,2020-03-03,159:127,159:127,private_transport,84.0,,,,,,,,,,,,
40,2020-03-03,159:127,109:169,bus,,,,,,,14.0,,,,,,
40,2020-03-03,159:127,144:126,private_transport,26.0,,,,,,,,,,,,
40,2020-03-03,160:110,92:115,bus,,,,,,,,,,,10.0,,
40,2020-03-03,45:319,140:146,bus,,,,,,,,,,20.0,,,
40,2020-03-03,45:319,118:152,bus,,,,,,,,,,32.0,,,
40,2020-03-03,45:319,118:152,private_transport,,,,,,,,,,20.0,,,
40,2020-03-03,45:319,119:151,bus,,,,,,,,,,49.0,,,
40,2020-03-03,45:319,119:151,private_transport,,,,,,,,,,37.0,,,
40,2020-03-03,45:319,117:153,bus,,,,,,,,,,10.0,,,
40,2020-03-03,45:319,136:150,bus,,,,,,,,,,22.0,,,
40,2020-03-03,45:319,136:150,private_transport,,,,,,,,,,19.0,,,
40,2020-03-03,45:319,45:319,bus,,,78.0,,,102.0,,,,13.0,,,
40,2020-03-03,45:319,45:319,private_transport,,,69.0,,,46.0,,,,11.0,,,
40,2020-03-03,45:319,47:320,bus,,,,,,10.0,,,,,,,
40,2020-03-03,45:319,76:314,bus,,,,,,11.0,,,,,,,
40,2020-03-03,50:412,76:314,bus,,38.0,,,,,,,,,,,
40,2020-03-03,50:412,76:314,private_transport,,88.0,,,,,,,,,,,
40,2020-03-03,56:416,118:152,private_transport,,,,,,19.0,,,,,,,
40,2020-03-03,56:416,119:151,private_transport,,,,,,46.0,,,,,,,
40,2020-03-03,56:416,117:153,private_transport,,,,,,16.0,,,,,,,
40,2020-03-03,56:416,136:150,private_transport,,,,,,33.0,,,,,,,
40,2020-03-03,61:413,76:314,bus,,,,85.0,,,,,,,,,
40,2020-03-03,61:413,76:314,private_transport,,,,42.0,,,,,,,,,
40,2020-03-03,64:306,45:319,bus,,,,,,,,,,41.0,,,
40,2020-03-03,64:306,45:319,private_transport,,,,,,,,,,98.0,,,
40,2020-03-03,64:306,103:203,bus,,,,,,,,,,10.0,,,
40,2020-03-03,64:306,103:203,private_transport,,,,,,,,,,12.0,,,
40,2020-03-03,64:306,124:162,bus,,,,,,,,,17.0,,,,
40,2020-03-03,64:306,124:162,private_transport,,,,,,,,,18.0,,,,
40,2020-03-03,64:306,137:149,bus,,,,,,,,,19.0,,,,
40,2020-03-03,64:306,137:149,private_transport,,,,,,,,,21.0,,,,
40,2020-03-03,64:306,58:303,private_transport,,,,,,,,,,11.0,,,
40,2020-03-03,76:314,95:112,bus,,,,,,,,,27.0,,,,
40,2020-03-03,76:314,95:112,private_transport,,,,,,,,,50.0,,,,
40,2020-03-03,76:314,45:319,bus,,,,,,10.0,,,,,,,
40,2020-03-03,76:314,58:303,private_transport,,,,,113.0,,,,,,,,
40,2020-03-03,76:314,113:157,private_transport,,,,,,,,,25.0,,,,
40,2020-03-03,76:314,131:139,private_transport,,,,,,,,,16.0,,,,
40,2020-03-03,76:314,132:138,private_transport,,,,,,,,,17.0,,,,
40,2020-03-03,78:302,159:127,bus,,,,,,,,,26.0,,,,
40,2020-03-03,78:302,159:127,private_transport,,,,,,,,,26.0,,,,
40,2020-03-03,78:302,124:162,bus,,,,,,,,,16.0,,,,
40,2020-03-03,78:302,124:162,private_transport,,,,,,,,,19.0,,,,
40,2020-03-03,78:302,137:149,bus,,,,,,,,,30.0,,,,
40,2020-03-03,78:302,137:149,private_transport,,,,,,,,,38.0,,,,
40,2020-03-03,83:108,140:146,bus,,,,,,,,,,10.0,,,
40,2020-03-03,83:108,119:151,bus,,,,,,,,,,17.0,,,
40,2020-03-03,83:108,136:150,bus,,,,,,,,,,13.0,,,
40,2020-03-03,90:117,87:104,private_transport,,,,,,,,,,,12.0,,
40,2020-03-03,91:116,155:131,private_transport,,,,,,,,11.0,,,,,
40,2020-03-03,91:116,156:130,bus,,,,,,,,14.0,,,,,
40,2020-03-03,95:112,104:202,bus,,,,,,,,17.0,,,,,
40,2020-03-03,95:112,104:202,private_transport,,,,,,,,23.0,,,,,
40,2020-03-03,95:112,110:168,bus,,,,,,,,35.0,,,,,
40,2020-03-03,95:112,110:168,private_transport,,,,,,,,15.0,,,,,
40,2020-03-03,95:112,139:147,bus,,,,,,,,,,14.0,,,
40,2020-03-03,95:112,139:147,private_transport,,,,,,15.0,,,,,,,
40,2020-03-03,95:112,140:146,private_transport,,,,,,38.0,,,,11.0,,,
40,2020-03-03,95:112,141:145,bus,,,,,,,,,,20.0,,,
40,2020-03-03,95:112,141:145,private_transport,,,,,,46.0,,,,23.0,,,
40,2020-03-03,95:112,118:152,private_transport,,,,,,,,,,10.0,,,
40,2020-03-03,95:112,134:136,private_transport,,,,,,12.0,,,,10.0,,,
40,2020-03-03,95:112,145:125,private_transport,,,,,,11.0,,,,,,,
40,2020-03-03,97:102,140:146,bus,,,,,,,,,,,,,12.0
40,2020-03-03,97:102,140:146,private_transport,,,,,,,,,,,,,18.0
40,2020-03-03,97:102,141:145,bus,,,,,,,,,,,,,12.0
