ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
40,2019-11-13,101:205,48:301,private_transport,,,,,,,,,,53.0,,,,,,,,,,,,,
40,2019-11-13,101:205,58:303,private_transport,,,,,,,,,,10.0,,,,,,,,,,,,,
40,2019-11-13,101:205,61:413,private_transport,,,,,,,,,,,,,,,,,46.0,,,,,,
40,2019-11-13,101:205,76:314,private_transport,,,,,,,,10.0,,,,,,,,,,,,,,,
40,2019-11-13,101:205,83:108,bus,,,,,,,,,24.0,,,16.0,,,,,,,,,,,
40,2019-11-13,101:205,83:108,private_transport,,,,,,,,,10.0,,,11.0,,,,,,,,,,,
40,2019-11-13,101:205,98:217,bus,,,,,,,,,,,,15.0,,,,,,,,,,,
40,2019-11-13,101:205,98:217,private_transport,,,,,,,,,,,,10.0,,,,,,,,,,,
40,2019-11-13,101:205,99:101,bus,,,,,,,,,,,17.0,,,,,,,,,,,,
40,2019-11-13,101:205,99:101,private_transport,,,,,,,,,,,11.0,,,,,,,,,,,,
40,2019-11-13,102:204,48:301,private_transport,,,,,,,,,,31.0,,,,,,,,,,,,,
40,2019-11-13,102:204,83:108,bus,,,,,,,,,,,,10.0,,,,,,,,,,,
40,2019-11-13,102:204,99:101,bus,,,,,,,,,,,11.0,,,,,,,,,,,,
40,2019-11-13,102:204,145:125,bus,,,,,,,,,,,10.0,,,,,,,,,,,,
40,2019-11-13,102:204,152:134,private_transport,,,,,,,,,,,,,,,,10.0,,,,,,,
40,2019-11-13,102:204,156:130,bus,,,,,,,,,,,,,,,,11.0,,,,,,,
40,2019-11-13,102:204,160:110,bus,,,,,,,,,,,,,,,,10.0,,,,,,,
40,2019-11-13,102:204,96:111,bus,,,,,,,,,,,,,,,,12.0,,,,,,,
40,2019-11-13,103:203,160:110,private_transport,,,,,,,,,,,,,,,,,,,,,11.0,,
40,2019-11-13,103:203,103:203,bus,,,,,,,,,,,,,,,,,,,,,,,14.0
40,2019-11-13,103:203,103:203,private_transport,,,,,,,,,,,,,,,,,,,,,,,11.0
40,2019-11-13,103:203,137:149,private_transport,,,12.0,,,,,,,,,,,,,,,,,,,,
40,2019-11-13,103:203,138:148,bus,,,,,,,,,,,,,,,,,,,,,,,19.0
40,2019-11-13,103:203,138:148,private_transport,,,,,,,,,,,,,,,,,,,,,,,25.0
40,2019-11-13,104:202,48:301,private_transport,,,,,,,,,,,,,,,,,17.0,,,,,,
40,2019-11-13,104:202,61:413,private_transport,,,,,,,,,,,,,,,101.0,,,,,,,,
40,2019-11-13,104:202,145:125,private_transport,,,,,,,,,,,,,,,,,,,,,14.0,,
