ProjectID,Date,Origin,Destination,Modo,0600_0659,0700_0759,0800_0859,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
40,2020-03-11,100:206,100:206,bus,,,,10.0,,,,,,,,,,
40,2020-03-11,100:206,101:205,private_transport,,,,,,,,,10.0,,,,,
40,2020-03-11,100:206,107:207,bus,,,,,,,,,10.0,,,,,
40,2020-03-11,100:206,143:143,private_transport,,,,,,,,,11.0,,,,,
40,2020-03-11,100:206,50:412,private_transport,,,,,,,48.0,,,,,,,
40,2020-03-11,107:207,100:206,private_transport,,,,,,,,,13.0,,,,,
40,2020-03-11,107:207,50:412,private_transport,,,,,,,41.0,,,,,,,
40,2020-03-11,108:170,143:143,private_transport,,,,,,,,11.0,,,,,,
40,2020-03-11,108:170,109:169,private_transport,,,,,,,,13.0,,,,,,
40,2020-03-11,108:170,128:142,bus,,,,,,,,10.0,,,,,,
40,2020-03-11,108:170,128:142,private_transport,,,,,,,,17.0,,,,,,
40,2020-03-11,109:169,50:412,private_transport,,,,,,,13.0,,,,,,,
40,2020-03-11,109:169,109:169,bus,,,,,10.0,,,,,,,,,
40,2020-03-11,109:169,109:169,private_transport,,,,,12.0,,,,,,,,,
40,2020-03-11,109:169,83:108,bus,,,,,11.0,11.0,,,,,11.0,,,
40,2020-03-11,109:169,83:108,private_transport,,,,,13.0,12.0,,,,,,,,
40,2020-03-11,111:167,148:122,bus,13.0,,,,,,,,,,,,,
40,2020-03-11,128:142,107:207,bus,,,,10.0,,,,,,,,,,
40,2020-03-11,128:142,143:143,private_transport,,,,,10.0,,,,,,,,,
40,2020-03-11,128:142,50:412,private_transport,,,,,,,20.0,,,,,,,
40,2020-03-11,128:142,109:169,private_transport,,,,,10.0,,,,,,,,,
40,2020-03-11,128:142,128:142,private_transport,,,,,10.0,,,,,,,,,
40,2020-03-11,128:142,83:108,bus,,,,,,10.0,,,,,,,,
40,2020-03-11,128:142,83:108,private_transport,,,,,,10.0,,,,,,,,
40,2020-03-11,136:150,117:153,bus,,,10.0,,,,,,,,,,,
40,2020-03-11,136:150,118:152,bus,,,24.0,,,,,,,,,,,
40,2020-03-11,136:150,119:151,bus,,,36.0,,,,,,,,,,,
40,2020-03-11,136:150,119:151,private_transport,,,23.0,,,,,,,,,,,
40,2020-03-11,136:150,136:150,private_transport,,,13.0,,,,,,,,,,,
40,2020-03-11,136:150,76:314,bus,,85.0,,,,,,,,,,,,
40,2020-03-11,136:150,76:314,private_transport,,58.0,,,,,,,,,,,,
40,2020-03-11,143:143,100:206,private_transport,,,,,,,,,11.0,,,,,
40,2020-03-11,143:143,143:143,private_transport,,,,,,,,,15.0,,,,,
40,2020-03-11,143:143,50:412,private_transport,,,,,,,39.0,,,,,,,
40,2020-03-11,145:125,100:206,private_transport,,,,,,,,,,,,,,12.0
40,2020-03-11,145:125,107:207,bus,,,,,,,,,,,,,,11.0
40,2020-03-11,148:122,148:122,bus,71.0,,,,,,,,,,,,,
40,2020-03-11,148:122,111:167,bus,12.0,,,,,,,,,,,,,
40,2020-03-11,148:122,150:120,bus,13.0,,,,,,,,,,,,,
40,2020-03-11,148:122,150:120,private_transport,12.0,,,,,,,,,,,,,
