ProjectID,Date,Origin,Destination,Modo,0100_0159,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
40,2020-03-11,100:206,100:206,bus,,14.0,,,,,,,,,,,,,,,,
40,2020-03-11,100:206,76:314,bus,,10.0,,,,,,,,,,,,,,,,
40,2020-03-11,101:205,109:169,private_transport,,,,,,,,,,,,,,10.0,,,,
40,2020-03-11,101:205,146:124,bus,,,,,,,,,,,,31.0,,,,,,
40,2020-03-11,101:205,154:132,private_transport,,,,,,,,,,11.0,,,,,,,,
40,2020-03-11,101:205,160:110,bus,,,,,10.0,,,,,,,,,,,,,
40,2020-03-11,101:205,75:313,private_transport,,,,,,,,,,,,,,,,31.0,,
40,2020-03-11,101:205,83:108,bus,,,,,,33.0,,,,,,,,,,,,
40,2020-03-11,101:205,96:111,bus,,,,,11.0,,,,,,,,,,,,,
40,2020-03-11,101:205,97:102,bus,,,,,,,,,,,,,25.0,,,,,
40,2020-03-11,101:205,9:509,private_transport,,,,,,,,,,11.0,,,,,,,,
40,2020-03-11,102:204,146:124,bus,,,,,,,,,,,,13.0,,,,,,
40,2020-03-11,102:204,146:124,private_transport,,,,,,,,,,,,11.0,,,,,,
40,2020-03-11,102:204,75:313,private_transport,,,,,,,,,,,,,,,,24.0,,
40,2020-03-11,102:204,135:135,bus,,,,,,,,,,,,,,,,11.0,,
40,2020-03-11,103:203,103:203,bus,,,,,,41.0,,,,,,,,,,,,
40,2020-03-11,103:203,103:203,private_transport,,,,,,19.0,,,,,,,,,,,,
40,2020-03-11,103:203,124:162,bus,,,,,,13.0,,,,,,,,,,,,
40,2020-03-11,103:203,131:139,bus,,,,,,18.0,,,,,,,,,,,,
40,2020-03-11,103:203,131:139,private_transport,,,,,,12.0,,,,,,,,,,,,
40,2020-03-11,103:203,58:303,bus,,,,,,15.0,,,,,,,,,,,,
40,2020-03-11,103:203,58:303,private_transport,,,,,,12.0,,,,,,,,,,,,
