ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
40,2019-11-12,100:206,107:207,bus,,,,,,,,,,,,,,,11.0,,,,,,,
40,2019-11-12,101:205,104:202,bus,,,,,,,,,,,,,10.0,,,,,,,,,
40,2019-11-12,101:205,110:168,private_transport,,,,,,,,,,,,,10.0,,,,,,,,,
40,2019-11-12,101:205,96:111,bus,,,,,,,,,,,,,,,,,,,,,,10.0
40,2019-11-12,103:203,110:168,bus,,,,,,,,,,,,28.0,,,,,,,,,,
40,2019-11-12,103:203,110:168,private_transport,,,,,,,,,,,,37.0,,,,,,,,,,
40,2019-11-12,103:203,148:122,bus,,,,,,,,,,,,,,,,,,,18.0,,,
40,2019-11-12,103:203,148:122,private_transport,,,,,,,,,,,,,,,,,,,17.0,,,
40,2019-11-12,103:203,75:313,private_transport,,,,,,,,,,,,,,,91.0,,,,,,,
40,2019-11-12,103:203,87:104,private_transport,,,,,,,,,,,,,,,,,,11.0,,,,
40,2019-11-12,103:203,93:114,private_transport,,,,,,,,,,,,10.0,,,,,,,,,,
40,2019-11-12,103:203,95:112,bus,,,,,,,,,,,,,,,,,,11.0,,,,
40,2019-11-12,104:202,95:112,bus,,,,,,,,,,,,,,,,,,22.0,,,,
40,2019-11-12,104:202,95:112,private_transport,,,,,,,,,,,,,,,,,,10.0,,,,
40,2019-11-12,104:202,116:154,bus,,,,,,,,,,,,,,,,,,11.0,,,,
40,2019-11-12,104:202,118:152,private_transport,,,,,,,,,,,,,,,,,,24.0,,,,
40,2019-11-12,104:202,121:165,bus,,,,,,,,,13.0,,,,,,,,,,,,,
40,2019-11-12,104:202,124:162,bus,,,,,,,,,,,,,,,,,,10.0,,,,
40,2019-11-12,104:202,132:138,bus,,,,,,,,,,,,,,,,,,12.0,,,,
40,2019-11-12,104:202,139:147,bus,,,,,,,,,,,,,,,,,,12.0,,,,
40,2019-11-12,104:202,139:147,private_transport,,,,,,,,,,,,,,,,,,16.0,,,,
40,2019-11-12,104:202,276:144,bus,,,,,,,,,,,,,,,,,,11.0,,,,
40,2019-11-12,104:202,276:144,private_transport,,,,,,,,,,,,,,,,,,16.0,,,,
40,2019-11-12,104:202,98:217,private_transport,,,,,,,,,,,,,,,,,,14.0,,,,
40,2019-11-12,105:201,150:120,bus,,,,,,,,,32.0,,,,,,,,,,,,,
40,2019-11-12,105:201,158:128,bus,,,,,,,,,15.0,,,,,,,,,,,,,
40,2019-11-12,105:201,97:102,bus,,,,,,,,,13.0,,,,,,,,,,,,,
