ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159
40,2020-03-05,101:205,58:303,bus,,,,,,11.0,,,,,,,,,,,,,,,,
40,2020-03-05,102:204,138:148,private_transport,,,,,,,,,,,,,,,,,,10.0,,,,
40,2020-03-05,103:203,58:303,bus,,,,,,,,,,,,14.0,,,,,,,,,,
40,2020-03-05,103:203,58:303,private_transport,,,,,,,,,,,,19.0,,,,,,,,,,
40,2020-03-05,103:203,138:148,bus,,,,,,,14.0,,18.0,24.0,,,,22.0,,,20.0,,27.0,,,
40,2020-03-05,103:203,138:148,private_transport,,,,,,,12.0,,21.0,15.0,,,,24.0,,,18.0,,17.0,,,
40,2020-03-05,103:203,103:203,bus,,,,,,,,,,,,22.0,,17.0,,,,,13.0,,,
40,2020-03-05,103:203,103:203,private_transport,,,,,,,,,12.0,,,31.0,,18.0,,,,,,,,
40,2020-03-05,103:203,104:202,private_transport,,,12.0,,,,,,,,,,,,,,,,,,,
40,2020-03-05,103:203,109:169,bus,,,,,,,,,,,,,,,,14.0,,,,,,
40,2020-03-05,103:203,109:169,private_transport,,,,,,,,,,,,,,,,13.0,,,,,,
40,2020-03-05,103:203,110:168,bus,,,,,,,,,,,,,,,,67.0,,,,,,
40,2020-03-05,103:203,110:168,private_transport,,,10.0,,,,,,,,,,,,,45.0,,,,,,
40,2020-03-05,103:203,114:156,bus,,,,,,,,,,,,,,,,10.0,,,,,,
40,2020-03-05,103:203,114:156,private_transport,,,,,,,,,,,,,,,,13.0,,,,,,
40,2020-03-05,103:203,121:165,bus,,,,,,,,,,15.0,,,,,,,,,,,,
40,2020-03-05,103:203,121:165,private_transport,,,,,,,,,,23.0,,,,,,,,,,,,
40,2020-03-05,103:203,122:164,bus,,,,,,12.0,,,,,,,,,,,,,,,,
40,2020-03-05,103:203,125:161,bus,,,,,,,,,,,,,,,,,,11.0,,,,
40,2020-03-05,103:203,125:161,private_transport,,,,,,,,,,,,,,,,,,11.0,,,,
40,2020-03-05,103:203,131:139,bus,,,,,,,,,,,,18.0,,,,,,,,,,
40,2020-03-05,103:203,131:139,private_transport,,,,,,,,,,,,22.0,,,,,,,,,,
40,2020-03-05,103:203,137:149,bus,,,,,13.0,,,,,,,,,17.0,,10.0,,33.0,,,,
40,2020-03-05,103:203,137:149,private_transport,,,,,15.0,,,,,,,,,13.0,16.0,,,37.0,,,,
40,2020-03-05,103:203,144:126,bus,,,,,,14.0,,,27.0,,,,,,,,,,,,,
40,2020-03-05,103:203,144:126,private_transport,,,,,,11.0,17.0,,17.0,,,,,,,,,,,,,
40,2020-03-05,103:203,149:121,private_transport,,,,,,15.0,,,,,,,,,,,,,,,,
40,2020-03-05,103:203,150:120,private_transport,,,,,,11.0,,,,,,,,,,,,,,,,
40,2020-03-05,103:203,25:525,private_transport,,,,,,,,,,,,10.0,,,,,,,,,,
40,2020-03-05,103:203,32:532,private_transport,,,,,,,,,17.0,,15.0,,,,,,,,,,,
40,2020-03-05,103:203,45:319,bus,,,,,,,,18.0,,,,,,,,,,,,,,
40,2020-03-05,103:203,45:319,private_transport,,,,,,,,48.0,,12.0,,,,,,,,,,,,
40,2020-03-05,103:203,50:412,private_transport,,,,,,,,,,61.0,,,,,,56.0,,,,,,
40,2020-03-05,103:203,56:416,bus,,,,,,,,,,,,,,,,,58.0,,,,,
40,2020-03-05,103:203,56:416,private_transport,,,,,,,,,,,,,,,,,28.0,,,,,
40,2020-03-05,103:203,84:107,private_transport,,,,,,,,,,,,,,,,,,,,,,10.0
40,2020-03-05,103:203,86:105,bus,,,,,,13.0,,,15.0,,,,,,,,,,,,,
40,2020-03-05,103:203,86:105,private_transport,,,,,,,15.0,,,17.0,,,,,,,,,,,,
40,2020-03-05,103:203,87:104,private_transport,,,,,,,,,11.0,,,,,,,,,,,,,
40,2020-03-05,103:203,97:102,bus,,,,,,,,,,,,,,25.0,,,,,,,,
40,2020-03-05,103:203,97:102,private_transport,,,,,,,,,,,,,,27.0,,,,,,,,
40,2020-03-05,103:203,99:101,private_transport,,,,,,,,,,11.0,,,,,,,,,,,,
40,2020-03-05,103:203,9:509,private_transport,,,,,,,,,,,105.0,,,,,,,,,,,
40,2020-03-05,104:202,58:303,bus,,,,,,,,,,,,,,,,,17.0,,,,,
40,2020-03-05,104:202,58:303,private_transport,,,,,,,,,,,,,,,,,29.0,,,,,
40,2020-03-05,104:202,138:148,bus,,,,,,,,,,12.0,,,,,,,,,,,,
40,2020-03-05,104:202,103:203,bus,,,,,,,,,11.0,,,,10.0,,,,,,,,,
40,2020-03-05,104:202,103:203,private_transport,,,,,,,,,,,,,17.0,,,,,,,,,
40,2020-03-05,104:202,121:165,private_transport,,,,,,,,,,11.0,,,,,,,,,,,,
40,2020-03-05,104:202,144:126,private_transport,,,,,,,,,10.0,,,,,,,,,,,,,
40,2020-03-05,104:202,150:120,bus,,,,,,,,,,,,,,,,,,16.0,,,,
40,2020-03-05,104:202,150:120,private_transport,,,,,,,,,,,,,,,,,,22.0,,,,
40,2020-03-05,104:202,86:105,bus,,,,,,,,,11.0,,,,,,,,,,,,,
40,2020-03-05,104:202,97:102,bus,,,,,,,,,,,,,,,,,,12.0,,,,
40,2020-03-05,104:202,99:101,bus,,,,,,,,,,,21.0,,,,,,,,,,,
40,2020-03-05,104:202,99:101,private_transport,,,,,,,,,,,12.0,,,,,,,,,,,
40,2020-03-05,104:202,9:509,bus,,,,,,,12.0,,,,,,,,,,,,,,,
40,2020-03-05,104:202,9:509,private_transport,,,,,,,44.0,,,,,,,,,,,,,,,
40,2020-03-05,104:202,124:162,private_transport,,,,,,,,,,,,,10.0,,,,,,,,,
40,2020-03-05,104:202,126:160,bus,,,,,,,,,,18.0,,,,,,,,,,,,
40,2020-03-05,104:202,126:160,private_transport,,,,,,,,,,25.0,,,,,,,,,,,,
40,2020-03-05,104:202,141:145,bus,,,,,,,,,,,15.0,,,,,,,,,,,
40,2020-03-05,104:202,141:145,private_transport,,,,,,,,,,,13.0,,,,,,,,,,,
40,2020-03-05,104:202,64:306,private_transport,,,,,,,,,,,18.0,,,,,,,,,,,
40,2020-03-05,104:202,78:302,private_transport,,,,,,,,,,,22.0,,,,,,,,,,,
40,2020-03-05,107:207,110:168,bus,,,,,,,,,,,,,,,,,20.0,,,,,
40,2020-03-05,107:207,110:168,private_transport,,,,,,,,,,,,,,,,,15.0,,,,,
40,2020-03-05,108:170,58:303,bus,,,,,,24.0,,,,,,,,,,,,,,,,
40,2020-03-05,108:170,58:303,private_transport,,,,,,28.0,,,,,,,,,,13.0,,,,,,
40,2020-03-05,108:170,138:148,bus,,,,,,23.0,,,,,,,,,,,,,,,,
40,2020-03-05,108:170,138:148,private_transport,,,,,,41.0,,,,,,,,,,,,,,,,
40,2020-03-05,108:170,103:203,bus,,,,,,,,,,,,,,,,11.0,,,,,,
40,2020-03-05,108:170,103:203,private_transport,,,,,,25.0,,,,,,,,,,25.0,,,,,,
40,2020-03-05,108:170,131:139,private_transport,,,,,,,,,,,,,,,,17.0,,,,,,
40,2020-03-05,108:170,124:162,bus,,,,,,,,,,,,,,,,11.0,,,,,,
40,2020-03-05,108:170,113:157,private_transport,,,,,,,,,,,,,,,,11.0,,,,,,
40,2020-03-05,108:170,68:315,private_transport,,,,,,,,,,,,,,,72.0,,,,,,,
40,2020-03-05,109:169,45:319,bus,,,,,,,,,,,,,,,,19.0,,,,,,
40,2020-03-05,109:169,45:319,private_transport,,,,,,,,,,,,,,,,12.0,,,,,,
40,2020-03-05,109:169,124:162,private_transport,13.0,,,,,,,,,,,,,,,,,,,,,
40,2020-03-05,10:510,76:314,private_transport,10.0,,,,,,,,,,,,,,,,,,,,,
40,2020-03-05,110:168,58:303,bus,,,,,,,,,,,,,,,,,39.0,,,,,
40,2020-03-05,110:168,58:303,private_transport,,,,,,,,,,,15.0,,,,,,44.0,,,,,
40,2020-03-05,110:168,103:203,bus,,,,,,,,,,,,,10.0,,,,,,,,,
40,2020-03-05,110:168,103:203,private_transport,,,,,,,,,,,,,21.0,,,,,,,,,
40,2020-03-05,110:168,122:164,private_transport,,,,,,,,,,,,,,,,,,13.0,,,,
40,2020-03-05,110:168,131:139,bus,,,,,,,,,,,,,13.0,,,,,,,,,
40,2020-03-05,110:168,131:139,private_transport,,,,,,,,,,,,,16.0,,,,,,,,,
40,2020-03-05,110:168,150:120,bus,,,,,,,,,,,,,,,,,,13.0,,,,
40,2020-03-05,110:168,150:120,private_transport,,,,,,,,,,,,,,,,,,21.0,,,,
40,2020-03-05,110:168,45:319,bus,,,,,,,,,,,,,,,,93.0,,,,,,
40,2020-03-05,110:168,45:319,private_transport,,,,,,,,,,,,,,,,51.0,,,,,,
40,2020-03-05,110:168,97:102,bus,,,,,,,,,,,,,,,,,,13.0,,,,
40,2020-03-05,110:168,99:101,bus,,,,,,,,,,,37.0,,,,,,,,,,,
40,2020-03-05,110:168,99:101,private_transport,,,,,,,,,,,40.0,,,,,,,,,,,
40,2020-03-05,110:168,9:509,bus,,,,,,,40.0,,,,,,,,,,,,,,,
40,2020-03-05,110:168,9:509,private_transport,,,,,,,50.0,,,,,,,,,,,,,,,
40,2020-03-05,110:168,64:306,private_transport,,,,,,,,,,,22.0,,,,,,,,,,,
40,2020-03-05,110:168,78:302,private_transport,,,,,,,,,,,45.0,,,,,,,,,,,
40,2020-03-05,110:168,102:204,bus,,,,,,,,,,,10.0,,,,,,,,,,,
40,2020-03-05,110:168,148:122,bus,,,,,,,,,,,,,,,,,,10.0,,,,
40,2020-03-05,111:167,58:303,private_transport,,,,,,,,,,,,,,,,,10.0,,,,,
40,2020-03-05,111:167,103:203,private_transport,,,,,,,,,,,,,11.0,,,,,,,,,
40,2020-03-05,111:167,144:126,private_transport,,,,,,18.0,,,,,,,,,,,,,,,,
40,2020-03-05,111:167,87:104,bus,,,,,,33.0,,,,,,,,,,,,,,,,
40,2020-03-05,111:167,87:104,private_transport,,,,,,66.0,,,13.0,,,,,,,,,,,,,
40,2020-03-05,111:167,99:101,bus,,,,,,,,,,,15.0,,,,,,,,,,,
40,2020-03-05,111:167,9:509,bus,,,,,,,16.0,,,,,,,,,,,,,,,
40,2020-03-05,111:167,9:509,private_transport,,,,,,,11.0,,,,,,,,,,,,,,,
40,2020-03-05,111:167,126:160,bus,,,,,,,,,,30.0,,,,,,,,,,,,
40,2020-03-05,111:167,126:160,private_transport,,,,,,,,,,24.0,,,,,,,,,,,,
40,2020-03-05,111:167,78:302,private_transport,,,,,,,,,,,16.0,,,,,,,,,,,
40,2020-03-05,111:167,145:125,bus,,,,,,,,,,,10.0,,,,,,,,,,,
40,2020-03-05,111:167,160:110,private_transport,,,,,,,,,,12.0,,,,,,,,,,,,
40,2020-03-05,111:167,90:117,private_transport,,,,,,,,,,19.0,,,,,,,,,,,,
40,2020-03-05,111:167,91:116,bus,,,,,,22.0,,,,,,,,,,,,,,,,
40,2020-03-05,111:167,91:116,private_transport,,,,,,21.0,,,11.0,,,,,,,,,,,,,
40,2020-03-05,112:158,110:168,bus,,,,,,,,,,,,,,,,,16.0,,,,,
40,2020-03-05,112:158,110:168,private_transport,,,,,,,,,,,,,,,,,20.0,,,,,
40,2020-03-05,113:157,58:303,bus,,,,,,,,,,10.0,14.0,,,,,,,,,,,
40,2020-03-05,113:157,58:303,private_transport,,,,,,,,,,12.0,39.0,,,,,,,,,,,
40,2020-03-05,113:157,103:203,bus,,,,,,,,,,17.0,,,,,,,,,,,,
40,2020-03-05,113:157,103:203,private_transport,,,,,,,,,,15.0,,11.0,,,,,,11.0,,,,
40,2020-03-05,113:157,110:168,private_transport,,,,,,,,,,,,,,,,,33.0,,,,,
40,2020-03-05,113:157,137:149,bus,,,,,,,,,,,,,,,,,,16.0,30.0,,,
40,2020-03-05,113:157,137:149,private_transport,,,,,,,,,,,,,,,,,,16.0,21.0,,,
40,2020-03-05,113:157,144:126,bus,,,,,,,,,,,,,,,,,,,13.0,,,
40,2020-03-05,113:157,113:157,private_transport,,,,,,,,,,,14.0,,,,,,,,,,,
40,2020-03-05,113:157,117:153,bus,,,,,,,,,,,10.0,,,,,,,,,,,
40,2020-03-05,113:157,132:138,bus,,,,,,,,,,,11.0,,,,,,,,,,,
40,2020-03-05,113:157,159:127,private_transport,,,,,,,,,,,,,,,,,,,10.0,,,
40,2020-03-05,113:157,95:112,bus,,,,,,,,,,,,,12.0,,,,,,,,,
40,2020-03-05,113:157,95:112,private_transport,,,,,,,,,,,19.0,,,,,11.0,,,,,,
40,2020-03-05,115:155,159:127,private_transport,,,,,,,10.0,,,,,,,,,,,,,,,
40,2020-03-05,115:155,115:155,private_transport,,,,,,,34.0,,,,,,,,,,,,,,,
40,2020-03-05,115:155,116:154,private_transport,,,,,,,11.0,,,,,,,,,,,,,,,
40,2020-03-05,116:154,115:155,private_transport,,,,,,,11.0,,,,,,,,,,,,,,,
40,2020-03-05,117:153,58:303,bus,,,,,,,,,,11.0,15.0,,,,,,,,,,,
40,2020-03-05,117:153,103:203,private_transport,,,,,,,,,,11.0,,,,,,,,,,,,
40,2020-03-05,117:153,110:168,private_transport,,,,,,,,,,,,,,,,,16.0,,,,,
40,2020-03-05,117:153,131:139,bus,,,,,,,,,,12.0,,,,,,,,,,,,
40,2020-03-05,117:153,137:149,bus,,,,,,,,,,,,,,,,,,12.0,,,,
40,2020-03-05,119:151,159:127,bus,,,,,,,,,,,,,,,,,,31.0,,,,
40,2020-03-05,119:151,159:127,private_transport,,,,,,,,,,,,,,,,,,29.0,,,,
40,2020-03-05,120:166,138:148,private_transport,,,,,,,,,,,,,,,,,,15.0,,,,
40,2020-03-05,121:165,138:148,bus,,,,,,,,,,,21.0,,,,,,,,,,,
40,2020-03-05,121:165,138:148,private_transport,,,,,,,10.0,,,,42.0,,,,,,,,,,,
40,2020-03-05,121:165,103:203,private_transport,,,,,,,,,,,27.0,,,,,,,,,,,
40,2020-03-05,121:165,121:165,bus,,,,,,,,,,,34.0,,,,,,,,,,,
40,2020-03-05,121:165,121:165,private_transport,,,,,,,,,,,41.0,,,,,,,,,,,
40,2020-03-05,121:165,137:149,bus,,,,,,,,,,,14.0,,,,,,,10.0,,,,
40,2020-03-05,121:165,45:319,bus,,,,,,,,,,,,70.0,,,,,,,,,,
40,2020-03-05,121:165,45:319,private_transport,,,,,,,,,,,,29.0,,,,,,,,,,
40,2020-03-05,121:165,84:107,bus,,,,,,,,,,,22.0,,,,,,,,,,,
40,2020-03-05,121:165,84:107,private_transport,,,,,,,,,,,20.0,,,,,,,,,,,
40,2020-03-05,121:165,86:105,bus,,,,,,,,,,,11.0,,,,,,,,,,,
40,2020-03-05,121:165,86:105,private_transport,,,,,,,,,,,12.0,,,,,,,,,,,
40,2020-03-05,121:165,87:104,bus,,,,,,,,,13.0,,,12.0,,,,,,,,,,
40,2020-03-05,121:165,87:104,private_transport,,,,,,,,,24.0,,,,,10.0,,,,,,,,
40,2020-03-05,121:165,99:101,private_transport,,,,,,,,,,13.0,,,,,,,,,,,,
40,2020-03-05,121:165,68:315,private_transport,,,,,,,,87.0,,,,,,,,,,,,,,
40,2020-03-05,121:165,90:117,bus,,,,,,,,,,,,,,22.0,,,,,,,,
