ProjectID,Date,Origin,Destination,Modo,0000_0059,0600_0659,0700_0759,0800_0859,1000_1059,1100_1159,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1900_1959,2000_2059
40,2020-03-03,100:206,103:203,private_transport,,,,,,,,25.0,,,,,
40,2020-03-03,100:206,107:207,bus,,,,,,,,,,,14.0,,11.0
40,2020-03-03,100:206,107:207,private_transport,,,,,10.0,,,,,,12.0,,
40,2020-03-03,100:206,131:139,private_transport,,,,,,,,19.0,,,,,
40,2020-03-03,100:206,143:143,bus,,,,,,,,,,,,,12.0
40,2020-03-03,100:206,143:143,private_transport,,,,,,,,,,,,,10.0
40,2020-03-03,100:206,58:303,private_transport,,,,,,,,12.0,,,,,
40,2020-03-03,100:206,83:108,bus,,,36.0,,,,,,,,,,
40,2020-03-03,101:205,83:108,bus,,14.0,,12.0,,,,,,,,,
40,2020-03-03,101:205,83:108,private_transport,,12.0,,12.0,,,,,,,,,
40,2020-03-03,101:205,114:156,bus,,,10.0,,,,,,,,,,
40,2020-03-03,101:205,130:140,bus,,14.0,,,,,,,,,,,
40,2020-03-03,101:205,130:140,private_transport,,11.0,,,,,,,,,,,
40,2020-03-03,107:207,103:203,bus,,,,,,,,13.0,,,,,
40,2020-03-03,107:207,103:203,private_transport,,,,,,,,16.0,,,,,
40,2020-03-03,107:207,107:207,bus,,,,,,,,,,,,,12.0
40,2020-03-03,107:207,107:207,private_transport,,,,,10.0,,,,,,,,11.0
40,2020-03-03,107:207,58:303,private_transport,,,,,,,,12.0,,,,,
40,2020-03-03,107:207,83:108,bus,,,24.0,,,,,,,,,,
40,2020-03-03,107:207,128:142,bus,,,,,10.0,,,,,,,,
40,2020-03-03,107:207,128:142,private_transport,,,,,10.0,,,,,,,,
40,2020-03-03,108:170,143:143,bus,,,,,,,,,,,,13.0,
40,2020-03-03,108:170,143:143,private_transport,,,,,,,,,,,,15.0,
40,2020-03-03,109:169,143:143,private_transport,13.0,,,,,,,12.0,,,,,
40,2020-03-03,109:169,83:108,private_transport,,,,,,,,13.0,,,,,
40,2020-03-03,109:169,128:142,private_transport,,,,,,,,11.0,,,,,
40,2020-03-03,109:169,100:206,private_transport,10.0,,,,,,,,,,,,
40,2020-03-03,109:169,76:314,private_transport,11.0,,,,,,,,,,,,
40,2020-03-03,109:169,92:115,private_transport,,,15.0,,,,,,,,,,
40,2020-03-03,111:167,109:169,bus,,,,,,,,,,11.0,,,
40,2020-03-03,111:167,109:169,private_transport,,,,,,,,,,11.0,,,
40,2020-03-03,111:167,87:104,bus,,,,15.0,,,,,,,,,
40,2020-03-03,111:167,87:104,private_transport,,,,11.0,,,,,,,,,
40,2020-03-03,113:157,143:143,bus,,,,,,,,,11.0,,,,
40,2020-03-03,113:157,143:143,private_transport,,,,,,,,,11.0,,,,
40,2020-03-03,116:154,127:159,bus,,,,,12.0,,,,,,,,
40,2020-03-03,116:154,152:134,bus,,,,,17.0,,,,,,,,
40,2020-03-03,116:154,153:133,bus,,,,,10.0,,,,,,,,
40,2020-03-03,116:154,154:132,bus,,,,,15.0,,,,,,,,
40,2020-03-03,117:153,154:132,bus,,,,,10.0,,,,,,,,
40,2020-03-03,118:152,152:134,bus,,,,,24.0,,,,,,,,
40,2020-03-03,118:152,152:134,private_transport,,,,,13.0,,,,,,,,
40,2020-03-03,118:152,153:133,bus,,,,,12.0,,,,,,,,
40,2020-03-03,121:165,87:104,bus,,,,17.0,,,,,,,,,
40,2020-03-03,121:165,91:116,bus,,,,13.0,,,,,,,,,
40,2020-03-03,121:165,91:116,private_transport,,,,13.0,,,,,,,,,
40,2020-03-03,128:142,103:203,private_transport,,,,,,,,15.0,,,,,
40,2020-03-03,128:142,131:139,private_transport,,,,,,,,12.0,,,,,
40,2020-03-03,128:142,143:143,private_transport,10.0,,,,10.0,,,,,,,,
40,2020-03-03,128:142,83:108,bus,,,10.0,,,12.0,,,,,,,
