ProjectID,Date,Origin,Destination,Modo,0000_0059,0400_0459,0500_0559,0700_0759,0900_0959,1100_1159,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,2300_2359
40,2020-03-12,103:203,45:319,private_transport,13.0,,,,,,11.0,,,,,,
40,2020-03-12,113:157,134:136,bus,,10.0,,,,,,,,,,,
40,2020-03-12,113:157,140:146,bus,,21.0,,,,,,,,,,,
40,2020-03-12,113:157,140:146,private_transport,,12.0,,,,,,,,,,,
40,2020-03-12,113:157,141:145,bus,,12.0,,,,,,,,,,,
40,2020-03-12,117:153,141:145,bus,,13.0,,,,,,,,,,,
40,2020-03-12,118:152,47:320,private_transport,,,30.0,,,,,,,,,,
40,2020-03-12,118:152,76:314,private_transport,,,18.0,,,,,,,,,,
40,2020-03-12,119:151,47:320,private_transport,,,38.0,,,,,,,,,,
40,2020-03-12,119:151,76:314,private_transport,,,32.0,,,,,,,,,,
40,2020-03-12,120:166,140:146,private_transport,,,,,,,,,,,,,10.0
40,2020-03-12,120:166,141:145,private_transport,,,,,,,,,,,,,16.0
40,2020-03-12,120:166,120:166,bus,,,,,,,,,,,,,13.0
40,2020-03-12,120:166,120:166,private_transport,,,,,,,,,,,,,22.0
40,2020-03-12,120:166,136:150,private_transport,,,,,,,,,,,,,15.0
40,2020-03-12,120:166,99:101,bus,,,,,,,14.0,,,,,,
40,2020-03-12,120:166,99:101,private_transport,,,,,,,11.0,,,,,,
40,2020-03-12,121:165,121:165,bus,,,,,,,,17.0,,,,,
40,2020-03-12,121:165,121:165,private_transport,,,,,,,,21.0,,,,,
40,2020-03-12,121:165,84:107,bus,,,,,,,,16.0,,,,,
40,2020-03-12,121:165,84:107,private_transport,,,,,,,,17.0,,,,,
40,2020-03-12,131:139,141:145,bus,,11.0,,,,,,,,,,,
40,2020-03-12,131:139,139:147,bus,,10.0,,,,,,,,,,,
40,2020-03-12,132:138,140:146,private_transport,,10.0,,,,,,,,,,,
40,2020-03-12,134:136,136:150,private_transport,,,,10.0,,,,,,,,,
40,2020-03-12,134:136,113:157,private_transport,,,,,,,,,10.0,,,,
40,2020-03-12,136:150,47:320,private_transport,,,11.0,,,,,,,,,,
40,2020-03-12,136:150,76:314,private_transport,,,10.0,,,,,,,,,,
40,2020-03-12,136:150,97:102,bus,,,,,,,,49.0,,,,,
40,2020-03-12,136:150,97:102,private_transport,,,,,,,,67.0,,,,,
40,2020-03-12,139:147,95:112,bus,,,,,,,,,12.0,,,,
40,2020-03-12,140:146,113:157,private_transport,,,,,,,,,10.0,,,,
40,2020-03-12,140:146,95:112,bus,,,,,,,,,11.0,,,,
40,2020-03-12,140:146,95:112,private_transport,,,,,,,,,21.0,,,,
40,2020-03-12,140:146,131:139,private_transport,,,,,,,,,10.0,,,,
40,2020-03-12,141:145,141:145,private_transport,,,,,,,,,,,,,15.0
40,2020-03-12,141:145,120:166,bus,,,,,,,,,,,,,10.0
40,2020-03-12,141:145,113:157,private_transport,,,,,,,,,10.0,,,,
40,2020-03-12,141:145,95:112,private_transport,,,,,,,,,19.0,,,,
40,2020-03-12,141:145,132:138,bus,,,,,,,,,10.0,,,,
40,2020-03-12,144:126,159:127,private_transport,,,,,,13.0,,,,,,,
40,2020-03-12,155:131,140:146,private_transport,,,,11.0,,,,,,,,,
40,2020-03-12,155:131,132:138,private_transport,,,,,,,,,,10.0,,,
40,2020-03-12,155:131,119:151,bus,,,,10.0,,,,,,,,,
40,2020-03-12,156:130,140:146,private_transport,,,,11.0,,,,,,,,,
40,2020-03-12,156:130,113:157,bus,,,,,,,,,,13.0,,,
40,2020-03-12,156:130,113:157,private_transport,,,,,,,,,,17.0,,,
40,2020-03-12,156:130,95:112,bus,,,,,,,,,,15.0,,,
40,2020-03-12,156:130,95:112,private_transport,,,,,,,,,,27.0,,,
40,2020-03-12,156:130,132:138,bus,,,,,,,,,,12.0,,,
40,2020-03-12,156:130,132:138,private_transport,,,,,,,,,,12.0,,,
40,2020-03-12,156:130,119:151,private_transport,,,,29.0,,,,,,,,,
40,2020-03-12,156:130,117:153,bus,,,,,,,,,,10.0,,,
40,2020-03-12,156:130,118:152,private_transport,,,,22.0,,,,,,,,,
40,2020-03-12,159:127,159:127,bus,,,,,,32.0,,,,,,,
40,2020-03-12,159:127,159:127,private_transport,,,,,,49.0,,,,,,,
40,2020-03-12,159:127,144:126,bus,,,,,,11.0,,,,,,,
40,2020-03-12,45:319,45:319,private_transport,198.0,,,,,,144.0,,,,,,
40,2020-03-12,45:319,140:146,private_transport,,,,,,,,,,12.0,,,
40,2020-03-12,45:319,136:150,private_transport,,,,,,,,,,32.0,,,
40,2020-03-12,45:319,97:102,bus,,,,,,,,14.0,,,,,
40,2020-03-12,45:319,97:102,private_transport,,,,,,,,16.0,,,,,
40,2020-03-12,45:319,119:151,private_transport,,,,,,,,,,64.0,,,
40,2020-03-12,45:319,117:153,private_transport,,,,,,,,,,11.0,,,
40,2020-03-12,45:319,118:152,private_transport,,,,,,,,,,28.0,,,
40,2020-03-12,45:319,126:160,private_transport,,,,,,,,10.0,,,,,
