ProjectID,Date,Origin,Destination,Modo,0000_0059,0200_0259,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
40,2019-11-20,100:206,111:167,bus,,,,,,,,,,,,,,,,,,,,,15.0
40,2019-11-20,100:206,111:167,private_transport,,,,,,,,,,,,,,,,,,,,,30.0
40,2019-11-20,100:206,138:148,private_transport,,,,,,,,,,,,,,,,,,,,,11.0
40,2019-11-20,100:206,58:303,private_transport,,,,,,,,52.0,,,,,,,,,,,,,
40,2019-11-20,101:205,111:167,bus,,,,,,,,,,,,,,,,,,,,,11.0
40,2019-11-20,101:205,108:170,bus,,,,,,10.0,,,,,,,,,,,,,,,
40,2019-11-20,101:205,52:325,private_transport,,,,,24.0,,,,,,,,,,,,,,,,
40,2019-11-20,102:204,96:111,bus,,,,,,10.0,,,,,,,,,,,,,,,
40,2019-11-20,102:204,9:509,private_transport,,,,,,,,,,,,,,,,,,,,12.0,
40,2019-11-20,103:203,110:168,private_transport,,,,,,,,,,,,,,,,,,,,,11.0
40,2019-11-20,104:202,111:167,private_transport,,,,,,,,10.0,,,,,,,,,,,,,
40,2019-11-20,104:202,110:168,bus,,,,,,,,16.0,,,,,,12.0,,,,,,,
40,2019-11-20,104:202,110:168,private_transport,,,,,,,,15.0,,27.0,,,,25.0,,,,,,,
40,2019-11-20,104:202,104:202,bus,,,,,,,,,,,,,,10.0,,,,,,,
40,2019-11-20,104:202,104:202,private_transport,,,,,,,,,,25.0,,,,19.0,,,,,,,
40,2019-11-20,104:202,107:207,private_transport,,,,,,,,,,,,,,,10.0,,,,,,
40,2019-11-20,104:202,147:123,private_transport,,,,,,,,11.0,,,,,,,,,,,,,
40,2019-11-20,104:202,45:319,bus,,,,40.0,,,,,,,,,,,,,,,,,
40,2019-11-20,104:202,45:319,private_transport,,,,43.0,,,,,,,,,,,,,,,,,
40,2019-11-20,104:202,75:313,bus,27.0,,,,,,,,,,,,,,,,,,,,
40,2019-11-20,104:202,75:313,private_transport,26.0,,,,,,,,,,,,,,,,,,,,
40,2019-11-20,104:202,94:113,bus,,,,,10.0,,,,,,,,,,,,,,,,
40,2019-11-20,104:202,98:217,bus,,,,,31.0,,,,,,,,,,11.0,,,,,,
40,2019-11-20,104:202,98:217,private_transport,,,,,16.0,,,,,,,,,,,,,,,,
40,2019-11-20,106:208,104:202,private_transport,,,,,,13.0,,,,,,,,,,,,,,,
40,2019-11-20,106:208,147:123,private_transport,,,,,,10.0,,,,,,,,,,,,,,,
40,2019-11-20,106:208,129:141,private_transport,,,,,,,,,,,,,11.0,,,,,,,,
40,2019-11-20,107:207,111:167,bus,,,,,,,,,,,,,,,,,,,,,13.0
40,2019-11-20,107:207,111:167,private_transport,,,,,,,,,,,,,,,,,,,,,12.0
40,2019-11-20,107:207,138:148,private_transport,,,,,,,,,,,,,,,,,,,,,10.0
40,2019-11-20,107:207,58:303,private_transport,,,,,,,,35.0,,,,,,,,,,,,,
40,2019-11-20,107:207,110:168,bus,,,,,,18.0,,,,,,,,,,,,,,,
40,2019-11-20,107:207,104:202,bus,,,,,,17.0,,,,,,,,,,,,,,,
40,2019-11-20,107:207,147:123,private_transport,,,,,,11.0,,,,,,,,,,,,,,,
40,2019-11-20,107:207,129:141,bus,,,,,,,,,,,,,15.0,,,,,,,,
40,2019-11-20,107:207,129:141,private_transport,,,,,,,,,,,,,14.0,,,,,,,,
40,2019-11-20,107:207,130:140,bus,,,,,,,,,,,,,10.0,,,,,,,,
40,2019-11-20,107:207,130:140,private_transport,,,,,,,,,,,,,17.0,,,,,,,,
40,2019-11-20,108:170,96:111,bus,,,,,,11.0,,,,,,,,,,,,,,,
40,2019-11-20,108:170,9:509,private_transport,,,,,,,59.0,,,,,,,,,,,,,52.0,
40,2019-11-20,108:170,110:168,bus,,,,,,,,,,,61.0,,,,,,,,,,
40,2019-11-20,108:170,110:168,private_transport,,,,,,,,,,,21.0,,,,,,,,,,
40,2019-11-20,108:170,98:217,bus,,,,,,,,,,,16.0,,,,,,,,,,
40,2019-11-20,108:170,98:217,private_transport,,,,,,,,,,,15.0,,,,,,,,,,
40,2019-11-20,108:170,105:201,bus,,,,,,,,,,,,,,,,,13.0,,,,
40,2019-11-20,108:170,105:201,private_transport,,,,,,,,,,,,,,,,,12.0,,,,
40,2019-11-20,108:170,121:165,bus,,,,,,,,,,,,,,,,,11.0,,,,
40,2019-11-20,108:170,121:165,private_transport,,,,,,,,,,,,,,,,,14.0,,,,
40,2019-11-20,108:170,126:160,bus,,,,,,10.0,,,,,,,,,,,,,,,
40,2019-11-20,108:170,62:307,private_transport,,,74.0,,,,,,,,,,,,,,,,,,
40,2019-11-20,108:170,76:314,private_transport,,,12.0,,,,,,,,,,,,,,,,,,
40,2019-11-20,108:170,86:105,bus,,,,,,,,,,,,,,,,,12.0,,,,
40,2019-11-20,109:169,111:167,bus,,,,,,,,13.0,,,12.0,,,,,,,,,,
40,2019-11-20,109:169,96:111,bus,,,,,,,,,,,,,,,,,,10.0,,,
40,2019-11-20,109:169,9:509,private_transport,,,,,,21.0,,,,,,,,,,35.0,,,,,
40,2019-11-20,109:169,110:168,bus,,,,,,,,12.0,,,15.0,,,,,,,,,,
40,2019-11-20,109:169,104:202,bus,,,,,,,,,,,15.0,,,,,,,,,,
40,2019-11-20,109:169,45:319,bus,,,,,13.0,,,,,,,,,,,,,,,,
40,2019-11-20,109:169,75:313,private_transport,,,,,,,26.0,,,,,,,,,,,,,,
40,2019-11-20,109:169,98:217,bus,,,,,,,,,,13.0,12.0,,,11.0,,,,,,,
40,2019-11-20,109:169,98:217,private_transport,,,,,,,,,,20.0,,,,29.0,,,,,,,
40,2019-11-20,109:169,109:169,bus,,,,,,,,,,,10.0,,,,,,,,,,
40,2019-11-20,109:169,109:169,private_transport,,,,,,,,,,,,,,29.0,,,,,,,
40,2019-11-20,109:169,120:166,private_transport,,,,,,,,,,,,13.0,,,,,,,,,
40,2019-11-20,109:169,135:135,bus,,,,,,,,,11.0,,,,,,,,,,,,
40,2019-11-20,109:169,135:135,private_transport,,,,,,,,,,,,,,11.0,,,,,,,
40,2019-11-20,109:169,137:149,bus,,,,,,,,,,,,,,,,,,13.0,,,
40,2019-11-20,109:169,141:145,private_transport,,,,,,,,,,,,12.0,,,,,,,,,
40,2019-11-20,109:169,143:143,private_transport,,,,,,10.0,,,,,,,,,,,,,,,
40,2019-11-20,109:169,144:126,private_transport,,,,,,,,,,,,,,,,,,10.0,,,
40,2019-11-20,109:169,148:122,bus,,,,,,,,,,,,,,,,,,,,10.0,
40,2019-11-20,109:169,148:122,private_transport,,,,,,,,11.0,,,,,,,,,,,,,
40,2019-11-20,109:169,159:127,bus,,,,,,,,,,,,,,,,,,48.0,,,
40,2019-11-20,109:169,25:525,private_transport,,,,,,23.0,,,,,,,,,,,,,,,
40,2019-11-20,109:169,276:144,bus,,,,,,,,,,,,,,10.0,,,,,,,
40,2019-11-20,109:169,276:144,private_transport,,,,,,,,,,11.0,10.0,,,15.0,,,,,,,
40,2019-11-20,109:169,32:532,private_transport,,,,,,,,,,,,,,,12.0,,,,,,
40,2019-11-20,109:169,56:416,private_transport,,,36.0,,,,,,,,,,,,,,,,,,
40,2019-11-20,109:169,61:413,private_transport,,,,,,,,,,,,,,,,,32.0,,,,
40,2019-11-20,109:169,64:306,bus,,,,,,,,20.0,,,,,,,,,,,,,
40,2019-11-20,109:169,64:306,private_transport,,,,,,,,16.0,22.0,,,,,,,,,,,,
40,2019-11-20,109:169,66:316,private_transport,,,,,,,,,,,,,,71.0,,,,,,,
40,2019-11-20,109:169,6:506,private_transport,,,,,,27.0,,,,,,,,,,,,,,,
40,2019-11-20,109:169,83:108,bus,,,,,,,,,,,,,,15.0,10.0,,,,,,
40,2019-11-20,109:169,83:108,private_transport,,,,,,,,,,,,,,15.0,,,,,,,
40,2019-11-20,110:168,111:167,bus,,,,,,,,,,,,,,,,,,,,,11.0
40,2019-11-20,110:168,111:167,private_transport,,,,,,,,11.0,,11.0,,,,,,,,,,,
40,2019-11-20,110:168,108:170,bus,,,,,,,,,,,,,,,,,,21.0,,,
40,2019-11-20,110:168,108:170,private_transport,,,,,,,,,,,,,,,,,,15.0,,,
40,2019-11-20,110:168,96:111,bus,,,,,,,,,,,,,,,,,,26.0,,,
40,2019-11-20,110:168,110:168,bus,,,,,,,51.0,28.0,,,,,,21.0,,,,,,,
40,2019-11-20,110:168,110:168,private_transport,,,,,,,16.0,15.0,,50.0,,,,41.0,,,,,,,
40,2019-11-20,110:168,104:202,bus,,,,,,,,13.0,,,,,,11.0,,,,,,,
40,2019-11-20,110:168,104:202,private_transport,,,,,,,,,,22.0,,,,14.0,,,,,,,
40,2019-11-20,110:168,107:207,bus,,,,,,,,,,,,,,,,,,13.0,,,
40,2019-11-20,110:168,107:207,private_transport,,,,,,,,,,,,,,,,,,15.0,,,
40,2019-11-20,110:168,147:123,private_transport,,,,,,,,,,16.0,,,,,,,,,,,
40,2019-11-20,110:168,75:313,bus,26.0,,,,,,,,,,,,,,,,,,,,
