ProjectID,Date,Origin,Destination,Modo,0400_0459,0600_0659,0700_0759,0900_0959,1000_1059,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859
40,2020-03-04,100:206,61:413,private_transport,,,,,,,,,,,,55.0
40,2020-03-04,100:206,83:108,bus,,,,,,,,,,,38.0,
40,2020-03-04,100:206,83:108,private_transport,,,,,,,,,,,21.0,
40,2020-03-04,101:205,83:108,private_transport,,,,,,,,,,,10.0,
40,2020-03-04,101:205,76:314,bus,,,,30.0,,,,,,,,
40,2020-03-04,101:205,76:314,private_transport,,,,20.0,,,,,,,,
40,2020-03-04,103:203,137:149,bus,11.0,,,,,,,,,,,
40,2020-03-04,107:207,61:413,private_transport,,,,,,,,,,,,36.0
40,2020-03-04,107:207,83:108,bus,,,,,,,11.0,,,,28.0,
40,2020-03-04,107:207,107:207,bus,,,,,,,11.0,,,,,
40,2020-03-04,109:169,107:207,bus,,,,,,14.0,,,,,,
40,2020-03-04,109:169,107:207,private_transport,,,,,,11.0,,,,,,
40,2020-03-04,109:169,100:206,bus,,,,,,13.0,,,,,,
40,2020-03-04,109:169,100:206,private_transport,,,,,,10.0,,,,,,
40,2020-03-04,110:168,149:121,private_transport,,,,,,10.0,,,,,,
40,2020-03-04,111:167,149:121,bus,,,,,,18.0,,,,,,
40,2020-03-04,113:157,83:108,private_transport,,,,,,,11.0,,,,,
40,2020-03-04,113:157,143:143,private_transport,,,,,,,10.0,,,,,
40,2020-03-04,115:155,25:525,private_transport,,,,,,,,,81.0,,,
40,2020-03-04,117:153,83:108,private_transport,,,,,,,10.0,,,,,
40,2020-03-04,117:153,156:130,bus,,,10.0,,,,,,,,,
40,2020-03-04,118:152,156:130,bus,,,15.0,,,,,,,,,
40,2020-03-04,118:152,156:130,private_transport,,,11.0,,,,,,,,,
40,2020-03-04,118:152,155:131,bus,,,10.0,,,,,,,,,
40,2020-03-04,119:151,156:130,bus,,,28.0,,,,,,,,,
40,2020-03-04,121:165,137:149,bus,11.0,,,,,,,,,,,
40,2020-03-04,125:161,25:525,private_transport,,,,,,,,,25.0,,,
40,2020-03-04,128:142,61:413,private_transport,,,,,,,,,,,,10.0
40,2020-03-04,128:142,83:108,bus,,,,,,,,,,,10.0,
40,2020-03-04,128:142,83:108,private_transport,,,,,,,,,,,11.0,
40,2020-03-04,128:142,76:314,bus,,,,,,10.0,,,,,,
40,2020-03-04,128:142,107:207,private_transport,,,,,,10.0,,,,,,
40,2020-03-04,128:142,100:206,bus,,,,,,10.0,,,,,,
40,2020-03-04,128:142,128:142,bus,,,,,,11.0,,,,,,
40,2020-03-04,129:141,76:314,bus,,,,56.0,,,,,,,,
40,2020-03-04,129:141,76:314,private_transport,,,,27.0,,,,,,,,
40,2020-03-04,132:138,107:207,private_transport,,,,,,,10.0,,,,,
40,2020-03-04,136:150,76:314,private_transport,,,,,,,,,,,,136.0
40,2020-03-04,136:150,156:130,bus,,,10.0,,,,,,,,,
40,2020-03-04,137:149,83:108,bus,,,,33.0,,,,,,,,
40,2020-03-04,137:149,83:108,private_transport,,,,13.0,,,,,,,,
40,2020-03-04,137:149,137:149,bus,112.0,,,,,,,,,,,
40,2020-03-04,137:149,128:142,bus,,,,11.0,,,,,,,,
40,2020-03-04,137:149,109:169,bus,,,,19.0,,,,,,,,
40,2020-03-04,137:149,276:144,bus,,,,11.0,,,,,,,,
40,2020-03-04,137:149,98:217,bus,,,,31.0,,,,,,,,
40,2020-03-04,138:148,137:149,bus,10.0,,,,,,,,,,,
40,2020-03-04,140:146,156:130,bus,,,12.0,,,,,,,,,
40,2020-03-04,140:146,91:116,bus,,,11.0,,,,,,,,,
40,2020-03-04,143:143,61:413,private_transport,,,,,,,,,,,,43.0
40,2020-03-04,143:143,83:108,bus,,,,,,,,,,,20.0,
40,2020-03-04,143:143,83:108,private_transport,,,,,,,,,,,18.0,
40,2020-03-04,143:143,107:207,private_transport,,,,,,11.0,,,,,,
40,2020-03-04,143:143,100:206,bus,,,,,,,14.0,,,,,
40,2020-03-04,143:143,101:205,bus,,,,,,,,,,,11.0,
40,2020-03-04,148:122,149:121,bus,,,,,,15.0,,,,,,
40,2020-03-04,148:122,110:168,private_transport,,,,,,10.0,,,,,,
40,2020-03-04,149:121,149:121,bus,,,,,,28.0,,,,,,
40,2020-03-04,149:121,149:121,private_transport,,,,,,24.0,,,,,,
40,2020-03-04,149:121,110:168,private_transport,,,,,,10.0,,,,,,
40,2020-03-04,149:121,111:167,bus,,,,,,13.0,,,,,,
40,2020-03-04,149:121,148:122,bus,,,,,,11.0,,,,,,
40,2020-03-04,159:127,25:525,private_transport,,,,,,,,,18.0,,,
40,2020-03-04,45:319,76:314,private_transport,,,,,,,,,,,,15.0
40,2020-03-04,62:307,83:108,bus,,,,17.0,,,,,,,,
40,2020-03-04,62:307,129:141,bus,,,,14.0,,,,,,,,
40,2020-03-04,62:307,130:140,bus,,,,17.0,,,,,,,,
40,2020-03-04,62:307,153:133,bus,,,,32.0,,,,,,,,
40,2020-03-04,62:307,154:132,bus,,,,71.0,,,,,,,,
40,2020-03-04,6:506,45:319,private_transport,,,,13.0,,,,,,,,
40,2020-03-04,76:314,76:314,bus,,,,,,,,45.0,,135.0,,
40,2020-03-04,76:314,76:314,private_transport,,,,212.0,162.0,,,181.0,,77.0,,
40,2020-03-04,76:314,103:203,bus,,,31.0,,,,,,,,,
40,2020-03-04,76:314,103:203,private_transport,,,66.0,,,,,,,,,
40,2020-03-04,76:314,131:139,bus,,,21.0,,,,,,,,,
40,2020-03-04,76:314,131:139,private_transport,,,28.0,,,,,,,,,
40,2020-03-04,76:314,51:308,bus,,149.0,,,,,,,,,,
40,2020-03-04,76:314,51:308,private_transport,,66.0,,,,,,,,,,
40,2020-03-04,76:314,58:303,bus,,,17.0,,,,,,,,,
40,2020-03-04,76:314,58:303,private_transport,,,20.0,,,,,,,,,
40,2020-03-04,83:108,61:413,private_transport,,,,,,,,,,,,20.0
40,2020-03-04,83:108,83:108,bus,,,,,,,,,,,12.0,
40,2020-03-04,83:108,107:207,bus,,,,,,,11.0,,,,,
40,2020-03-04,83:108,100:206,bus,,,,,,,11.0,,,,,
40,2020-03-04,83:108,143:143,bus,,,,,,15.0,,,,,,
40,2020-03-04,83:108,128:142,bus,,,,,,11.0,,,,,,
40,2020-03-04,87:104,83:108,bus,,,,,,,,19.0,,,,
40,2020-03-04,87:104,109:169,bus,,,,,,,,11.0,,,,
40,2020-03-04,87:104,276:144,bus,,,,,,,,10.0,,,,
40,2020-03-04,87:104,98:217,bus,,,,,,,,17.0,,,,
40,2020-03-04,89:118,76:314,bus,,,,13.0,,,,,,,,
40,2020-03-04,89:118,76:314,private_transport,,,,14.0,,,,,,,,
40,2020-03-04,91:116,128:142,bus,,,,,,,,11.0,,,,
40,2020-03-04,91:116,128:142,private_transport,,,,,,,,10.0,,,,
40,2020-03-04,91:116,109:169,bus,,,,,,,,15.0,,,,
40,2020-03-04,91:116,98:217,private_transport,,,,,,,,11.0,,,,
40,2020-03-04,95:112,83:108,private_transport,,,,,,,15.0,,,,,
