ProjectID,Date,Origin,Destination,Modo,0400_0459,0600_0659,0700_0759,0900_0959,1000_1059,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859
40,2020-03-04,95:112,76:314,private_transport,,,,,,,10.0,,,,,
40,2020-03-04,95:112,107:207,private_transport,,,,,,,23.0,,,,,
40,2020-03-04,95:112,100:206,private_transport,,,,,,,28.0,,,,,
40,2020-03-04,95:112,143:143,private_transport,,,,,,,16.0,,,,,
40,2020-03-04,95:112,109:169,private_transport,,,,,,,10.0,,,,,
40,2020-03-04,98:217,83:108,private_transport,,,,,,10.0,,,,,11.0,
40,2020-03-04,98:217,143:143,bus,,,,,,12.0,,,,,,
40,2020-03-04,9:509,45:319,private_transport,,,,195.0,,,,,,,,
40,2020-03-04,9:509,103:203,private_transport,,,,11.0,,,,,,,,
40,2020-03-04,9:509,77:312,private_transport,,,,10.0,,,,,,,,
