ProjectID,Date,Origin,Destination,Modo,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059
40,2019-11-13,103:203,104:202,bus,,,,,,,12.0,,,,,,,,
40,2019-11-13,103:203,110:168,bus,,,,,,,26.0,,,,,,,,
40,2019-11-13,103:203,110:168,private_transport,,,,,,,18.0,,,,,,,,
40,2019-11-13,103:203,144:126,bus,,34.0,,,,,,,,,,,,,
40,2019-11-13,103:203,144:126,private_transport,,19.0,,,,,,,,,,,,,
40,2019-11-13,103:203,25:525,private_transport,,,48.0,,,,,,,,,,,,
40,2019-11-13,103:203,32:532,private_transport,,,18.0,,,,,,,,,,,,
40,2019-11-13,103:203,86:105,bus,,10.0,,,,,,,,,,,,,
40,2019-11-13,103:203,87:104,bus,,10.0,,,,,,,,,,,,,
40,2019-11-13,104:202,25:525,private_transport,,,12.0,,,,,,,,,,,,
40,2019-11-13,104:202,32:532,private_transport,,,11.0,,,,,,,,,,,,
40,2019-11-13,104:202,139:147,bus,,,,,,,,,,,16.0,,,,
40,2019-11-13,104:202,139:147,private_transport,,,,,,,,,,,13.0,,,,
40,2019-11-13,104:202,141:145,bus,,,,,,,,,,,11.0,,,,
40,2019-11-13,106:208,141:145,private_transport,,,,,,,,11.0,,,,,,,
40,2019-11-13,107:207,141:145,private_transport,,,,,,,,13.0,,,,,,,
40,2019-11-13,107:207,120:166,private_transport,,,,,,,,24.0,,,,,,,
40,2019-11-13,109:169,83:108,bus,,,,16.0,,,,,,,,,,,
40,2019-11-13,109:169,83:108,private_transport,,,,11.0,,,,,,,,,,,
40,2019-11-13,110:168,86:105,bus,,,,,,,,16.0,,,,,,,
40,2019-11-13,110:168,139:147,bus,,,,,,,,,,,13.0,,,,
40,2019-11-13,110:168,141:145,bus,,,,,,,,,,,32.0,,,,
40,2019-11-13,110:168,141:145,private_transport,,,,,,,,,,,19.0,,,,
40,2019-11-13,110:168,121:165,bus,,,,,,,,34.0,,,,,,,
40,2019-11-13,110:168,121:165,private_transport,,,,,,,,31.0,,,,,,,
40,2019-11-13,110:168,134:136,bus,,,,,,,,,,,10.0,,,,
40,2019-11-13,110:168,140:146,bus,,,,,,,,,,,22.0,,,,
40,2019-11-13,110:168,140:146,private_transport,,,,,,,,,,,13.0,,,,
40,2019-11-13,111:167,141:145,bus,,,,,,,,,,,10.0,,,,
40,2019-11-13,111:167,140:146,private_transport,,,,,,,,,,,10.0,,,,
40,2019-11-13,112:158,141:145,private_transport,,,,,,,,23.0,,,,,,,
40,2019-11-13,112:158,120:166,private_transport,,,,,,,,35.0,,,,,,,
40,2019-11-13,112:158,136:150,bus,,,,,,,,11.0,,,,,,,
40,2019-11-13,112:158,136:150,private_transport,,,,,,,,12.0,,,,,,,
40,2019-11-13,113:157,110:168,bus,,,,22.0,,,,,,,,,,,
40,2019-11-13,113:157,110:168,private_transport,,,,13.0,,,,,,,,,,,
40,2019-11-13,117:153,110:168,bus,,,,12.0,,,,,,,,,,,
40,2019-11-13,121:165,144:126,private_transport,,,,,21.0,,,,,,,,,,
40,2019-11-13,121:165,86:105,bus,,,,,,,,,,,,,,15.0,
40,2019-11-13,121:165,121:165,bus,,,,,,,,,,,,,,39.0,
40,2019-11-13,121:165,121:165,private_transport,,,,,,,,,,,,,,17.0,
40,2019-11-13,121:165,109:169,bus,,,,17.0,,,,,,,,,,,
40,2019-11-13,121:165,109:169,private_transport,,,,15.0,,,,,,,,,,,
40,2019-11-13,121:165,115:155,private_transport,,,,,11.0,,,,,,,,,,
40,2019-11-13,121:165,128:142,bus,,,,10.0,,,,,,,,,,,
40,2019-11-13,121:165,137:149,bus,,,,,11.0,,,,,,,,,,
40,2019-11-13,121:165,137:149,private_transport,,,,,11.0,,,,,,,,,,
40,2019-11-13,121:165,143:143,bus,,,,14.0,,,,,,,,,,,
40,2019-11-13,121:165,143:143,private_transport,,,,13.0,,,,,,,,,,,
40,2019-11-13,121:165,159:127,bus,,,,,13.0,,,,,,,,,,
40,2019-11-13,121:165,159:127,private_transport,,,,,83.0,,,,,,,,,,
40,2019-11-13,121:165,84:107,bus,,,,,,,,,,,,,,25.0,
40,2019-11-13,121:165,84:107,private_transport,,,,,,,,,,,,,,16.0,
40,2019-11-13,122:164,122:164,bus,,,,,,,15.0,,,,,,,,
40,2019-11-13,122:164,127:159,private_transport,,,,,,,10.0,,,,,,,,
40,2019-11-13,122:164,150:120,private_transport,,,,,,,,,,,,,10.0,,
40,2019-11-13,122:164,97:102,bus,,,,,,,11.0,,,,,,,,
40,2019-11-13,122:164,97:102,private_transport,,,,,,,13.0,,,,,,10.0,,
40,2019-11-13,124:162,110:168,bus,,,,11.0,,,,,,,,,,,
40,2019-11-13,124:162,110:168,private_transport,,,,10.0,,,,,,,,,,,
40,2019-11-13,124:162,137:149,bus,,,,,19.0,,,,,,,,,,
40,2019-11-13,124:162,159:127,bus,,,,,11.0,,,,,,,,,,
40,2019-11-13,124:162,159:127,private_transport,,,,,10.0,,,,,,,,,,
40,2019-11-13,124:162,124:162,bus,,,,,11.0,,,,,,,,,,
40,2019-11-13,124:162,124:162,private_transport,,,,,14.0,,,,,,,,,,
40,2019-11-13,124:162,95:112,bus,,,,,,10.0,,,,,,,,,
40,2019-11-13,126:160,134:136,bus,16.0,,,,,,,,,,,,,,
40,2019-11-13,126:160,116:154,bus,16.0,,,,,,,,,,,,,,
40,2019-11-13,126:160,116:154,private_transport,10.0,,,,,,,,,,,,,,
40,2019-11-13,126:160,135:135,bus,42.0,,,,,,,,,,,21.0,,,
40,2019-11-13,126:160,135:135,private_transport,19.0,,,,,,,,,,,30.0,,,
40,2019-11-13,126:160,156:130,bus,,,15.0,,,,,,,,,,,,
40,2019-11-13,126:160,58:303,private_transport,,,19.0,,,,,,,,,,,,
40,2019-11-13,126:160,91:116,bus,,,11.0,,,,,,,,,,,,
40,2019-11-13,128:142,109:169,bus,,,,11.0,,,,,,,,,,,
40,2019-11-13,132:138,110:168,bus,,,,16.0,,,,,,,,,,,
40,2019-11-13,132:138,131:139,bus,,,,,,11.0,,,,,,,,,
40,2019-11-13,133:137,135:135,bus,,,,,,,,,,,,,,11.0,
40,2019-11-13,133:137,135:135,private_transport,,,,,,,,,,,,,,11.0,
40,2019-11-13,134:136,97:102,bus,,,,,,,16.0,,,,,,,,
40,2019-11-13,134:136,116:154,bus,,,,,,,,,,,,,,12.0,
40,2019-11-13,134:136,116:154,private_transport,,,,,,,,,,,,,,12.0,
40,2019-11-13,134:136,135:135,bus,,,,,,,,,,,,,,16.0,
40,2019-11-13,134:136,135:135,private_transport,,,,,,,,,,,,,,14.0,
40,2019-11-13,135:135,139:147,bus,,,,,,,,,,,,,,11.0,
40,2019-11-13,135:135,139:147,private_transport,,,,,,,,,,,,,,11.0,
40,2019-11-13,135:135,134:136,bus,,,,,,,,,,,,,,18.0,
40,2019-11-13,135:135,134:136,private_transport,,,,,,,,,,,,,,17.0,
40,2019-11-13,135:135,135:135,bus,,,,,,,,,,,,,,24.0,
40,2019-11-13,135:135,135:135,private_transport,,,,,,,,,,,,,,21.0,
40,2019-11-13,137:149,25:525,private_transport,,,12.0,,,,,,,,,,,,
40,2019-11-13,137:149,137:149,bus,,,,,24.0,,,,,,,,,,
40,2019-11-13,137:149,137:149,private_transport,,,,,28.0,,,,,,,,,,
40,2019-11-13,137:149,159:127,bus,,,,,18.0,,,,,,,,,,
40,2019-11-13,137:149,159:127,private_transport,,,,,15.0,,,,,,,,,,
40,2019-11-13,137:149,124:162,private_transport,,,,,16.0,,,,,,,,,,
40,2019-11-13,137:149,48:301,bus,,,10.0,,,,,,,,,,,,
40,2019-11-13,138:148,104:202,bus,,,,,,,28.0,,,,,,,,
40,2019-11-13,138:148,104:202,private_transport,,,,,,,12.0,,,,,,,,
40,2019-11-13,138:148,110:168,bus,,,,,,,30.0,,,,,,,,
40,2019-11-13,138:148,110:168,private_transport,,,,,,,27.0,,,,,,,,
40,2019-11-13,138:148,144:126,bus,,53.0,,,,,,,,,,,,,
40,2019-11-13,138:148,144:126,private_transport,,20.0,,,,,,,,,,,,,
40,2019-11-13,138:148,25:525,private_transport,,,84.0,,,,,,,,,,,,
40,2019-11-13,138:148,32:532,private_transport,,,24.0,,,,,,,,,,,,
40,2019-11-13,138:148,86:105,bus,,27.0,,,,,,,,,,,,,
40,2019-11-13,138:148,111:167,private_transport,,,,,,,11.0,,,,,,,,
40,2019-11-13,138:148,147:123,bus,,,,,,,15.0,,,,,,,,
40,2019-11-13,139:147,121:165,bus,,,,,,,,,10.0,,,,,,
40,2019-11-13,139:147,121:165,private_transport,,,,,,,,,10.0,,,,,,
40,2019-11-13,140:146,121:165,bus,,,,,,,,,13.0,,,,,,
40,2019-11-13,140:146,121:165,private_transport,,,,,,,,,12.0,,,,,,
40,2019-11-13,140:146,84:107,bus,,,,,,,,,11.0,,,,,,
40,2019-11-13,140:146,84:107,private_transport,,,,,,,,,11.0,,,,,,
40,2019-11-13,140:146,157:129,bus,,,,,,,,,21.0,,,,,,
40,2019-11-13,140:146,157:129,private_transport,,,,,,,,,20.0,,,,,,
40,2019-11-13,141:145,121:165,bus,,,,,,,,,10.0,,,,,,
40,2019-11-13,141:145,157:129,bus,,,,,,,,,21.0,,,,,,
40,2019-11-13,141:145,157:129,private_transport,,,,,,,,,13.0,,,,,,
40,2019-11-13,143:143,109:169,bus,,,,11.0,,,,,,,,,,,
40,2019-11-13,144:126,86:105,bus,12.0,,,,,,,,,,,,,,
40,2019-11-13,144:126,86:105,private_transport,11.0,,,,,,,,,,,,,,
40,2019-11-13,144:126,84:107,bus,12.0,,,,,,,,,,,,,,
40,2019-11-13,144:126,84:107,private_transport,10.0,,,,,,,,,,,,,,
40,2019-11-13,144:126,111:167,bus,18.0,,,,,,,,,,,,,,
40,2019-11-13,144:126,111:167,private_transport,17.0,,,,,,,,,,,,,,
40,2019-11-13,144:126,77:312,bus,,,18.0,,,,,,,,,,,,
40,2019-11-13,144:126,77:312,private_transport,,,11.0,,,,,,,,,,,,
40,2019-11-13,145:125,126:160,bus,,,,,,,,11.0,,,,,,,
40,2019-11-13,150:120,144:126,bus,,,,,,,,,,,,,,,16.0
40,2019-11-13,150:120,137:149,bus,,,,,,,,,,,,,,,13.0
40,2019-11-13,150:120,159:127,bus,,,,,,,,,,,,,,,39.0
40,2019-11-13,150:120,159:127,private_transport,,,,,,,,,,,,,,,16.0
40,2019-11-13,150:120,150:120,bus,,,,,,,,,,,,,11.0,,
40,2019-11-13,150:120,150:120,private_transport,,,,,,,,,,,,,38.0,,
40,2019-11-13,150:120,124:162,bus,,,,,,,,11.0,,,,,,,
40,2019-11-13,150:120,58:303,bus,,,,,,,,14.0,,,,,,,
40,2019-11-13,150:120,131:139,private_transport,,,,,,,,16.0,,,,,,,
40,2019-11-13,150:120,103:203,bus,,,,,,,,29.0,,,,,,,
40,2019-11-13,150:120,103:203,private_transport,,,,,,,,17.0,,,,,,,
40,2019-11-13,155:131,97:102,bus,,,,,,,18.0,,,,,,,,
40,2019-11-13,155:131,126:160,private_transport,,,,,,,,18.0,,,,,,,
40,2019-11-13,156:130,104:202,bus,,,,,,,,,20.0,,,,,,
40,2019-11-13,156:130,110:168,bus,,,,,,,,,23.0,,,,,,
40,2019-11-13,156:130,127:159,bus,,,,,,,10.0,,,,,,,,
40,2019-11-13,156:130,97:102,bus,,,,,,,34.0,,,,,,,,
40,2019-11-13,156:130,97:102,private_transport,,,,,,,31.0,,,,,,,,
40,2019-11-13,156:130,126:160,bus,,,,,,,,41.0,,,,,,,
40,2019-11-13,156:130,126:160,private_transport,,,,,,,17.0,21.0,,,,,,,
40,2019-11-13,156:130,160:110,private_transport,,,,,,,,11.0,,,,,,,
40,2019-11-13,156:130,92:115,bus,,,,,,,,10.0,,,,,,,
40,2019-11-13,158:128,86:105,private_transport,,,,,,,,13.0,,,,,,,
40,2019-11-13,158:128,121:165,private_transport,,,,,,,,23.0,,,,,,,
40,2019-11-13,158:128,159:127,private_transport,,,,,,,,,,,,,,,12.0
40,2019-11-13,158:128,84:107,private_transport,,,,,,,,10.0,,,,,,,
40,2019-11-13,158:128,124:162,private_transport,,,10.0,,,,,,,,,,,,
40,2019-11-13,158:128,131:139,bus,,,,,,,,10.0,,,,,,,
40,2019-11-13,158:128,103:203,private_transport,,,19.0,,,,,,,,,,,,
40,2019-11-13,158:128,61:413,private_transport,,,,,,,,,,,,27.0,,,
40,2019-11-13,158:128,76:314,private_transport,,38.0,,,,,,,,,,,,,
40,2019-11-13,159:127,137:149,private_transport,,,,,12.0,,,,,,,,,,
40,2019-11-13,159:127,159:127,private_transport,,,,,10.0,,,,,,,,,,
40,2019-11-13,159:127,124:162,bus,,,,,15.0,,,,,,,,,,
40,2019-11-13,159:127,48:301,bus,,,48.0,,,,,,,,,,,,
40,2019-11-13,159:127,48:301,private_transport,,,29.0,,,,,,,,,,,,
40,2019-11-13,159:127,77:312,bus,,,39.0,,,,,,,,,,,,
40,2019-11-13,159:127,77:312,private_transport,,,23.0,,,,,,,,,,,,
40,2019-11-13,159:127,45:319,bus,,,19.0,,,,,,,,,,,,
40,2019-11-13,159:127,45:319,private_transport,,,13.0,,,,,,,,,,,,
40,2019-11-13,159:127,50:412,bus,,,10.0,,,,,,,,,,,,
40,2019-11-13,29:529,58:303,private_transport,,,222.0,,,,,,,,,,,,
40,2019-11-13,29:529,78:302,private_transport,,,11.0,,,,,,,,,,,,
40,2019-11-13,50:412,126:160,private_transport,,,,,,,10.0,,,,,,,,
40,2019-11-13,50:412,92:115,bus,,,,,,,30.0,,,,,,,,
40,2019-11-13,50:412,90:117,bus,,,,,,,135.0,,,,,,,,
40,2019-11-13,50:412,90:117,private_transport,,,,,,,73.0,,,,,,,,
40,2019-11-13,57:310,120:166,private_transport,,,,,,,,11.0,,,,,,,
40,2019-11-13,61:413,58:303,bus,,,59.0,,,,,,,,,,,,
40,2019-11-13,61:413,58:303,private_transport,,,107.0,,,,,,,,,,,,
40,2019-11-13,61:413,45:319,private_transport,,,17.0,,,,,,,,,,,,
40,2019-11-13,83:108,83:108,private_transport,,,,13.0,,,,,,,,,,,
40,2019-11-13,84:107,144:126,private_transport,,,,,14.0,,,,,,,,,,
40,2019-11-13,84:107,86:105,private_transport,,,,,,,,12.0,,,,,,,
40,2019-11-13,84:107,121:165,bus,,,,,,,,11.0,,,,,,,
40,2019-11-13,84:107,121:165,private_transport,,,,,,,,29.0,,,,,,,
40,2019-11-13,84:107,159:127,private_transport,,,,,41.0,,,,,,,,,,
40,2019-11-13,84:107,84:107,private_transport,,,,,,,,10.0,,,,,,,
40,2019-11-13,84:107,103:203,private_transport,,,41.0,,,,,,,,,,,,
40,2019-11-13,84:107,61:413,private_transport,,,,,,,,,,,,41.0,,,
40,2019-11-13,84:107,76:314,private_transport,,58.0,,,,,,,,,,,,,
40,2019-11-13,84:107,98:217,bus,,,,13.0,,,,,,,,,,,
40,2019-11-13,85:106,110:168,bus,,,,,,,35.0,,,,,,,,
40,2019-11-13,85:106,110:168,private_transport,,,,,,,26.0,,,,,,,,
40,2019-11-13,85:106,86:105,bus,,,,,,,,12.0,,,,,,,
40,2019-11-13,85:106,86:105,private_transport,,,,,,,,20.0,,,,,,,
40,2019-11-13,85:106,141:145,bus,,,,,,,,12.0,,,,,,,
40,2019-11-13,85:106,121:165,bus,,,,,,,,22.0,,,,11.0,,,
40,2019-11-13,85:106,121:165,private_transport,,,,,,,,40.0,,,,14.0,,,
40,2019-11-13,85:106,84:107,bus,,,,,,,,,,,,13.0,,,
40,2019-11-13,85:106,84:107,private_transport,,,,,,,,14.0,,,,15.0,,,
40,2019-11-13,85:106,124:162,private_transport,,,13.0,,,,,,,,,,,,
40,2019-11-13,85:106,131:139,private_transport,,,13.0,,,,,,,,,,,,
40,2019-11-13,85:106,103:203,private_transport,,,22.0,,,,,,,,,,,,
40,2019-11-13,85:106,61:413,private_transport,,,,,,,,,,63.0,,30.0,,,
40,2019-11-13,85:106,76:314,private_transport,,58.0,,,,,,,,,,,47.0,,
40,2019-11-13,85:106,50:412,private_transport,,,,,,,,76.0,,,79.0,,,,
40,2019-11-13,85:106,90:117,bus,,,,,,,,,,15.0,,,,,
40,2019-11-13,85:106,90:117,private_transport,,,,,,,,,,15.0,,,,,
40,2019-11-13,85:106,88:103,bus,,,,,,,,,,11.0,,,,,
40,2019-11-13,86:105,144:126,private_transport,,,,,14.0,,,,,,,,,,
40,2019-11-13,86:105,86:105,bus,,,,,,,,,,,,,,12.0,
40,2019-11-13,86:105,121:165,bus,,,,,,,,,,,,,,19.0,
40,2019-11-13,86:105,121:165,private_transport,,,,,,,,,,,,,,14.0,
40,2019-11-13,86:105,128:142,bus,,,,11.0,,,,,,,,,,,
40,2019-11-13,86:105,159:127,private_transport,,,,,28.0,,,,,,,,,,
40,2019-11-13,87:104,110:168,bus,,,,,,,,,,14.0,,,,,
40,2019-11-13,87:104,86:105,bus,14.0,,,,,,,,,,,,,,
40,2019-11-13,87:104,86:105,private_transport,16.0,,,,,,,,,,,,,,
40,2019-11-13,87:104,121:165,bus,27.0,,,,,,,,,,,,,,
40,2019-11-13,87:104,121:165,private_transport,16.0,,,,,,,12.0,,,,,,,
40,2019-11-13,87:104,109:169,bus,,,,,,,,,,25.0,,,,,
40,2019-11-13,87:104,109:169,private_transport,,,,,,,,,,29.0,,,,,
40,2019-11-13,87:104,137:149,bus,12.0,,,,,,,,,,,,,,
40,2019-11-13,87:104,111:167,bus,57.0,,,,,,,,,,,,,,
40,2019-11-13,87:104,111:167,private_transport,42.0,,,,,,,,,,,,,,
40,2019-11-13,87:104,103:203,private_transport,,,13.0,,,,,,,,,,,,
40,2019-11-13,87:104,61:413,private_transport,,,,,,,,,,15.0,,,,,
40,2019-11-13,87:104,76:314,private_transport,,,,,,,,,,,,,13.0,,
40,2019-11-13,87:104,50:412,private_transport,,,12.0,,,,,17.0,,,,,,,
40,2019-11-13,87:104,98:217,bus,,,,,,,,,,22.0,,,,,
40,2019-11-13,87:104,98:217,private_transport,,,,,,,,,,23.0,,,,,
40,2019-11-13,87:104,138:148,private_transport,11.0,,,,,,,,,,,,,,
40,2019-11-13,87:104,276:144,bus,,,,,,,,,,11.0,,,,,
40,2019-11-13,87:104,93:114,bus,,,,,,,,,,11.0,,,,,
40,2019-11-13,87:104,93:114,private_transport,,,,,,,,,,12.0,,,,,
40,2019-11-13,87:104,94:113,private_transport,,,,,,,,,,10.0,,,,,
40,2019-11-13,88:103,110:168,private_transport,,,,,,,14.0,,,,,,,,
40,2019-11-13,88:103,121:165,bus,,,,,,,,,,,,12.0,,,
40,2019-11-13,88:103,121:165,private_transport,,,,,,,,,,,,28.0,,,
40,2019-11-13,88:103,84:107,bus,,,,,,,,,,,,15.0,,,
40,2019-11-13,88:103,61:413,private_transport,,,,,,,,,,14.0,,,,,
40,2019-11-13,88:103,76:314,private_transport,,,,,,,,,,,,,18.0,,
40,2019-11-13,88:103,50:412,private_transport,,,,,,,,26.0,,,10.0,,,,
40,2019-11-13,88:103,90:117,bus,,,,,,,,,,13.0,,,,,
40,2019-11-13,88:103,85:106,bus,,,,,,,,,,10.0,,,,,
40,2019-11-13,90:117,110:168,bus,,,,,,,56.0,,,,,,,,
40,2019-11-13,90:117,110:168,private_transport,,,,,,,51.0,,,,,,,,
40,2019-11-13,90:117,139:147,bus,,,,,,,,14.0,,,,,,,
40,2019-11-13,90:117,141:145,bus,,,,,,,,40.0,,,,,,,
40,2019-11-13,90:117,141:145,private_transport,,,,,,,,21.0,,,,,,,
40,2019-11-13,90:117,121:165,bus,,,,,,,,,,,,11.0,,,
40,2019-11-13,90:117,134:136,bus,11.0,,,,,,,12.0,,,,,,,
