ProjectID,Date,Origin,Destination,Modo,0600_0659,0700_0759,0800_0859,0900_0959,1100_1159,1200_1259,1300_1359,1500_1559,1700_1759,1800_1859,1900_1959,2100_2159,2200_2259
40,2020-03-04,114:156,98:217,private_transport,,,,,,,,,10.0,,,,
40,2020-03-04,115:155,118:152,bus,,,,,10.0,,,,,,,,
40,2020-03-04,116:154,118:152,bus,,,,,12.0,,,14.0,,,,,
40,2020-03-04,116:154,139:147,private_transport,,,,,10.0,,,,,,,,
40,2020-03-04,117:153,107:207,bus,,,,,,,,,,,10.0,,
40,2020-03-04,117:153,100:206,private_transport,,,,,,,,,,,10.0,,
40,2020-03-04,118:152,116:154,bus,,,,,,,,16.0,,,,,
40,2020-03-04,118:152,95:112,bus,,,,,12.0,,,15.0,,,,,
40,2020-03-04,121:165,143:143,bus,,,,10.0,,,,,,,,,
40,2020-03-04,121:165,102:204,private_transport,,,,,,,,10.0,,,,,
40,2020-03-04,121:165,108:170,private_transport,,,,,,,,13.0,,,,,
40,2020-03-04,121:165,160:110,bus,,,,,,,,10.0,,,,,
40,2020-03-04,121:165,160:110,private_transport,,,,,,,,11.0,,,,,
40,2020-03-04,121:165,96:111,bus,,,,,,,,19.0,,,,,
40,2020-03-04,121:165,96:111,private_transport,,,,,,,,26.0,,,,,
40,2020-03-04,127:159,128:142,private_transport,,,,,,,,,10.0,,,,
40,2020-03-04,127:159,98:217,bus,,,,,,,,,13.0,,,,
40,2020-03-04,128:142,83:108,bus,,,11.0,,,,10.0,,15.0,,,,
40,2020-03-04,128:142,83:108,private_transport,,,,,,,11.0,,,,,,
40,2020-03-04,128:142,109:169,bus,,,11.0,,,,,,,,,,
40,2020-03-04,128:142,109:169,private_transport,,,,,,,,,,,,,10.0
40,2020-03-04,128:142,98:217,bus,,,12.0,,,,,,,,,,
40,2020-03-04,128:142,45:319,private_transport,,,,,,,,,,,,,22.0
40,2020-03-04,129:141,109:169,private_transport,,,,,,,,,,,,,16.0
40,2020-03-04,129:141,128:142,private_transport,,,,,,,,,,,,,10.0
40,2020-03-04,129:141,98:217,private_transport,,12.0,,,,,,,,,,,17.0
40,2020-03-04,129:141,143:143,private_transport,,11.0,,,,,,,,,,,15.0
40,2020-03-04,129:141,153:133,private_transport,,,10.0,,,,,,,,,,
40,2020-03-04,129:141,154:132,bus,,,10.0,,,,,,,,,,
40,2020-03-04,130:140,83:108,private_transport,,,,,,,,,,,,,12.0
40,2020-03-04,130:140,109:169,private_transport,,,,,,,,,,,,,19.0
40,2020-03-04,130:140,128:142,private_transport,,,,,,,,,,,,,16.0
40,2020-03-04,130:140,98:217,private_transport,,,,,,,,,,,,,19.0
40,2020-03-04,130:140,276:144,private_transport,,,,,,,,,,,,,10.0
40,2020-03-04,131:139,107:207,bus,,,,,,,,,,,12.0,,
40,2020-03-04,131:139,107:207,private_transport,,,,,,,,,,,13.0,,
40,2020-03-04,131:139,143:143,bus,,,,,,,,,,,16.0,,
40,2020-03-04,132:138,107:207,bus,,,,,,,,,,,10.0,,
40,2020-03-04,132:138,107:207,private_transport,,,,,,,,,,,10.0,,
40,2020-03-04,132:138,100:206,bus,,,,,,,,,,,10.0,,
40,2020-03-04,132:138,100:206,private_transport,,,,,,,,,,,10.0,,
40,2020-03-04,137:149,83:108,bus,,,,36.0,,,,,,,,,
40,2020-03-04,137:149,83:108,private_transport,,,,15.0,,,,,,,,,
40,2020-03-04,137:149,109:169,bus,,,,24.0,,,,,,,,,
40,2020-03-04,137:149,109:169,private_transport,,,,13.0,,,,,,,,,
40,2020-03-04,137:149,128:142,bus,,,,17.0,,,,,,,,,
40,2020-03-04,137:149,128:142,private_transport,,,,12.0,,,,,,,,,
40,2020-03-04,137:149,98:217,bus,,,,20.0,,,,,,,,,
40,2020-03-04,137:149,98:217,private_transport,,,,13.0,,,,,,,,,
40,2020-03-04,137:149,143:143,bus,,,,17.0,,,,,,,,,
40,2020-03-04,139:147,139:147,bus,,,,,10.0,,,,,,,,
40,2020-03-04,139:147,95:112,bus,,,,,12.0,,,10.0,,,,,
40,2020-03-04,143:143,83:108,bus,,,12.0,,,,18.0,,28.0,,,,
40,2020-03-04,143:143,83:108,private_transport,,,,,,,20.0,,,,,,16.0
40,2020-03-04,143:143,98:217,bus,,,10.0,,,,,,,,,,
40,2020-03-04,143:143,98:217,private_transport,,,,,,,,,,,,,14.0
40,2020-03-04,143:143,143:143,bus,,,10.0,,,,,,,,,,
40,2020-03-04,143:143,45:319,private_transport,,,,,,,,,,,,,13.0
40,2020-03-04,147:123,109:169,private_transport,,,,,,,,,13.0,,,,
40,2020-03-04,147:123,98:217,bus,,,,,,,,,15.0,,,,
40,2020-03-04,147:123,98:217,private_transport,,,,,,,,,17.0,,,,
40,2020-03-04,149:121,110:168,bus,,,,,,14.0,,,,,,,
40,2020-03-04,149:121,111:167,bus,,,,,,15.0,,,,,,,
40,2020-03-04,149:121,111:167,private_transport,,,,,,10.0,,,,,,,
40,2020-03-04,149:121,148:122,bus,,,,,,17.0,,,,,,,
40,2020-03-04,149:121,148:122,private_transport,,,,,,11.0,,,,,,,
40,2020-03-04,149:121,149:121,bus,,,,,,32.0,,,,,,,
40,2020-03-04,149:121,149:121,private_transport,,,,,,13.0,,,,,,,
40,2020-03-04,151:119,109:169,private_transport,,10.0,,,,,,,,,,,
40,2020-03-04,151:119,127:159,private_transport,,,10.0,,,,,,,,,,
40,2020-03-04,152:134,83:108,private_transport,,11.0,,,,,,,,,,,
40,2020-03-04,152:134,109:169,private_transport,,,,,,,,,13.0,,,,
40,2020-03-04,152:134,128:142,bus,,,,,,,,,13.0,,,,
40,2020-03-04,153:133,83:108,bus,,,,,,,,,14.0,,,,
40,2020-03-04,153:133,98:217,bus,,,,,,,,,15.0,,,,
40,2020-03-04,153:133,98:217,private_transport,,,,,,,,,10.0,,,,
40,2020-03-04,153:133,143:143,private_transport,,,,,,,,,11.0,,,,
40,2020-03-04,154:132,83:108,private_transport,,27.0,,,,,,,,,,,
40,2020-03-04,154:132,109:169,private_transport,,10.0,,,,,,,,,,,
40,2020-03-04,154:132,128:142,bus,,,,,,,,,10.0,,,,
40,2020-03-04,154:132,128:142,private_transport,,10.0,,,,,,,,,,,
40,2020-03-04,154:132,98:217,bus,,12.0,,,,,,,,,,,
40,2020-03-04,154:132,98:217,private_transport,,10.0,,,,,,,,,,,
40,2020-03-04,154:132,143:143,bus,,11.0,,,,,,,,,,,
40,2020-03-04,154:132,143:143,private_transport,,13.0,,,,,,,,,,,
40,2020-03-04,154:132,153:133,private_transport,,,12.0,,,,,,,,,,
40,2020-03-04,154:132,154:132,private_transport,,,12.0,,,,,,,,,,
40,2020-03-04,154:132,127:159,bus,,,17.0,,,,,,,,,,
40,2020-03-04,154:132,152:134,bus,,,18.0,,,,,,,,,,
40,2020-03-04,154:132,152:134,private_transport,,,19.0,,,,,,,,,,
40,2020-03-04,25:525,127:159,private_transport,,,28.0,,,,,,,,,,
40,2020-03-04,25:525,122:164,private_transport,,,22.0,,,,,,,,,,
40,2020-03-04,25:525,97:102,private_transport,,,30.0,,,,,,,,,,
40,2020-03-04,276:144,83:108,bus,,,,,,,,,,16.0,,,
40,2020-03-04,276:144,98:217,bus,,,,,,,,,,12.0,,,
40,2020-03-04,276:144,98:217,private_transport,,,,,,,,,,10.0,,,
40,2020-03-04,276:144,143:143,bus,,,,,10.0,,,,,,,,
40,2020-03-04,45:319,100:206,bus,,,,,,,,,,,10.0,,
40,2020-03-04,6:506,127:159,private_transport,,,22.0,,,,,,,,,,
40,2020-03-04,6:506,122:164,private_transport,,,33.0,,,,,,,,,,
40,2020-03-04,6:506,97:102,private_transport,,,12.0,,,,,,,,,,
40,2020-03-04,6:506,123:163,private_transport,,,11.0,,,,,,,,,,
40,2020-03-04,76:314,83:108,bus,,,,,,,14.0,,,,,,
40,2020-03-04,76:314,83:108,private_transport,,,,,,,15.0,,11.0,,,,12.0
40,2020-03-04,83:108,83:108,bus,,,10.0,,24.0,,,,13.0,,,,
40,2020-03-04,83:108,83:108,private_transport,,,,,,,,,,,,133.0,
40,2020-03-04,83:108,109:169,private_transport,11.0,,,,,,,,,,,,
40,2020-03-04,83:108,128:142,bus,,,16.0,,19.0,,,,,,,,
40,2020-03-04,83:108,98:217,private_transport,,,,,,,,,,,,,14.0
40,2020-03-04,83:108,107:207,bus,,,,,36.0,,,,,,,,
40,2020-03-04,83:108,110:168,bus,29.0,,,,,,,,,,,,
40,2020-03-04,83:108,110:168,private_transport,61.0,,,,,,,,,,,,
40,2020-03-04,83:108,143:143,bus,,,,,27.0,,,,,,,,
40,2020-03-04,83:108,45:319,bus,,,,,,,,,,,,,20.0
40,2020-03-04,83:108,45:319,private_transport,,,,,,,,,,,,,18.0
40,2020-03-04,83:108,100:206,bus,,,,,32.0,,,,,,,,
40,2020-03-04,83:108,101:205,bus,,,,,11.0,,,,,,,,
40,2020-03-04,84:107,108:170,private_transport,,,,,,,,10.0,,,,,
40,2020-03-04,84:107,96:111,bus,,,,,,,,16.0,,,,,
40,2020-03-04,86:105,108:170,private_transport,,,,,,,,11.0,,,,,
40,2020-03-04,86:105,160:110,bus,,,,,,,,11.0,,,,,
40,2020-03-04,86:105,96:111,bus,,,,,,,,10.0,,,,,
40,2020-03-04,88:103,83:108,private_transport,,,,,18.0,,,,,,,,
40,2020-03-04,88:103,98:217,private_transport,,,,,16.0,,,,,,,,
40,2020-03-04,88:103,143:143,bus,,,,,10.0,,,,,,,,
40,2020-03-04,88:103,143:143,private_transport,,,,,11.0,,,,,,,,
40,2020-03-04,89:118,83:108,private_transport,,18.0,,,,,,,,,,,
40,2020-03-04,89:118,109:169,private_transport,,12.0,,,,,,,,,,,
40,2020-03-04,89:118,128:142,private_transport,,12.0,,,,,,,,,,,
40,2020-03-04,89:118,153:133,bus,,,13.0,,,,,,,,,,
40,2020-03-04,89:118,153:133,private_transport,,,14.0,,,,,,,,,,
40,2020-03-04,89:118,152:134,bus,,,17.0,,,,,,,,,,
40,2020-03-04,89:118,94:113,bus,,,10.0,,,,,,,,,,
40,2020-03-04,93:114,128:142,private_transport,,,,,10.0,,,,,,,,
40,2020-03-04,94:113,98:217,bus,,,,,,,,,11.0,,,,
40,2020-03-04,95:112,118:152,private_transport,,,,,,,,11.0,,,,,
40,2020-03-04,97:102,109:169,private_transport,,,,,19.0,,,,,,,,
40,2020-03-04,97:102,98:217,bus,,,,,18.0,,,,,,,,
40,2020-03-04,97:102,98:217,private_transport,,,,,24.0,,,,,,,,
40,2020-03-04,97:102,143:143,private_transport,,,,,15.0,,,,,,,,
40,2020-03-04,98:217,83:108,bus,,,16.0,,,,,,,17.0,,,
40,2020-03-04,98:217,83:108,private_transport,,,,,13.0,,,,,,,,
40,2020-03-04,98:217,109:169,bus,,,,,10.0,,,,,14.0,,,
40,2020-03-04,98:217,109:169,private_transport,,,,,,,,,13.0,,,,
40,2020-03-04,98:217,128:142,bus,,,11.0,,12.0,,,,,,,,
40,2020-03-04,98:217,98:217,bus,,,,,,,,,,19.0,,,
40,2020-03-04,98:217,45:319,private_transport,,,,,,,,,,,,,23.0
40,2020-03-04,9:509,127:159,private_transport,,,12.0,,,,,,,,,,
40,2020-03-04,9:509,122:164,private_transport,,,29.0,,,,,,,,,,
40,2020-03-04,9:509,97:102,private_transport,,,29.0,,,,,,,,,,
40,2020-03-04,9:509,123:163,private_transport,,,11.0,,,,,,,,,,
