ProjectID,Date,Origin,Destination,Modo,0600_0659,0700_0759,0800_0859,0900_0959,1100_1159,1200_1259,1300_1359,1400_1459,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059
40,2019-11-21,100:206,107:207,bus,,,,,,,11.0,,,,,,
40,2019-11-21,100:206,107:207,private_transport,,,,,,,15.0,,,,,,
40,2019-11-21,100:206,109:169,bus,,,,,,,,,,,,,17.0
40,2019-11-21,100:206,109:169,private_transport,,,,,,,,,,,,,15.0
40,2019-11-21,100:206,83:108,bus,,11.0,,,,,,,,,,,22.0
40,2019-11-21,100:206,83:108,private_transport,,10.0,,,,,,,,,,,19.0
40,2019-11-21,100:206,98:217,bus,,11.0,,,,,,,,,,,15.0
40,2019-11-21,100:206,98:217,private_transport,,10.0,,,,,,,,,,,12.0
40,2019-11-21,101:205,112:158,bus,,,,10.0,,,,,,,,,
40,2019-11-21,101:205,112:158,private_transport,,,,11.0,,,,,,,,,
40,2019-11-21,101:205,134:136,bus,,10.0,,,,,,,,,,,
40,2019-11-21,101:205,155:131,bus,,11.0,,,,,,,,,,,
40,2019-11-21,107:207,109:169,private_transport,,12.0,,,,,,,,,,,
40,2019-11-21,107:207,83:108,bus,,14.0,,,,,,,,,,,
40,2019-11-21,107:207,98:217,private_transport,,11.0,,,,,,,,,,,
40,2019-11-21,107:207,128:142,private_transport,,11.0,,,,,,,,,,,
40,2019-11-21,108:170,109:169,bus,,,,,10.0,,,,,,,,
40,2019-11-21,108:170,83:108,private_transport,,,,,11.0,,,,,,,,
40,2019-11-21,108:170,128:142,bus,,,,,14.0,,,,,,,,
40,2019-11-21,108:170,128:142,private_transport,,,,,12.0,,,,,,,,
40,2019-11-21,108:170,143:143,bus,,,,,10.0,,,,,,,,
40,2019-11-21,108:170,156:130,bus,,17.0,,,,,,,,,,,
40,2019-11-21,108:170,91:116,bus,,11.0,,,,,,,,,,,
40,2019-11-21,109:169,109:169,bus,,,,17.0,,,,,,,,,
40,2019-11-21,109:169,83:108,bus,,,,,,15.0,,,,,,,
40,2019-11-21,109:169,98:217,private_transport,,11.0,,,,,,,,,,,
40,2019-11-21,109:169,128:142,bus,,,,,,,,,,,,10.0,
40,2019-11-21,109:169,143:143,bus,,,,14.0,,,,,,,,,
40,2019-11-21,109:169,114:156,bus,,,,,,,,,11.0,,,,
40,2019-11-21,109:169,114:156,private_transport,,,,,,,,,10.0,,,,
40,2019-11-21,109:169,130:140,bus,,,,,,15.0,,,,,,,
40,2019-11-21,109:169,140:146,private_transport,,,,,,,,10.0,,,,,
40,2019-11-21,109:169,159:127,bus,,,,,,,,,,,,18.0,
40,2019-11-21,109:169,159:127,private_transport,,,,,,,,,,,,21.0,
40,2019-11-21,116:154,121:165,bus,,,14.0,,,,,,,,,,
40,2019-11-21,116:154,137:149,bus,,,10.0,,,,,,,,,,
40,2019-11-21,116:154,86:105,bus,,,18.0,,,,,,,,,,
40,2019-11-21,118:152,121:165,bus,,,26.0,,,,,,,,,,
40,2019-11-21,118:152,86:105,bus,,,12.0,,,,,,,,,,
40,2019-11-21,118:152,84:107,bus,,,22.0,,,,,,,,,,
40,2019-11-21,121:165,122:164,bus,,13.0,,,,,,,,,,,
40,2019-11-21,121:165,150:120,bus,,25.0,,,,,,,,,,,
40,2019-11-21,121:165,150:120,private_transport,,12.0,,,,,,,,,,,
40,2019-11-21,121:165,97:102,bus,,20.0,,,,,,,,,,,
40,2019-11-21,124:162,159:127,bus,,,,14.0,,,,,,,,,
40,2019-11-21,124:162,144:126,bus,,,,11.0,,,,,,,,,
40,2019-11-21,124:162,144:126,private_transport,,,,11.0,,,,,,,,,
40,2019-11-21,125:161,159:127,bus,,,,13.0,,,,,,,,,
40,2019-11-21,125:161,159:127,private_transport,,,,10.0,,,,,,,,,
40,2019-11-21,126:160,83:108,bus,,,,,,,,,,,92.0,,
40,2019-11-21,126:160,83:108,private_transport,,,,,,,,,,,50.0,,
40,2019-11-21,126:160,101:205,bus,,,,,,,,,,,11.0,,
40,2019-11-21,126:160,129:141,bus,,,,,,,,,,,10.0,,
40,2019-11-21,127:159,98:217,bus,,,,,,,,,,,,14.0,
40,2019-11-21,127:159,98:217,private_transport,,,,,,,,,,,,12.0,
40,2019-11-21,128:142,107:207,bus,,,,,,,,,10.0,,,,
40,2019-11-21,128:142,109:169,bus,,,,13.0,,,,,,,,11.0,
40,2019-11-21,128:142,83:108,bus,,,,13.0,,,,,,,,,
40,2019-11-21,128:142,83:108,private_transport,,,,,,11.0,,,,,,,12.0
40,2019-11-21,128:142,98:217,bus,,,,,,,,,,,,14.0,12.0
40,2019-11-21,128:142,98:217,private_transport,,,,,,,,,,,,11.0,
40,2019-11-21,128:142,128:142,bus,,,,,,,,,,,,,11.0
40,2019-11-21,128:142,143:143,bus,,,,13.0,,,,,,,,,11.0
40,2019-11-21,128:142,143:143,private_transport,,,,,,,,,,,,,11.0
40,2019-11-21,128:142,130:140,bus,,,,,,15.0,,,,,,,
40,2019-11-21,128:142,159:127,private_transport,,,,,,,,,,,,10.0,
