ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
40,2020-03-12,0:500,76:314,private_transport,,,,,,185.0,,,,,,,,,,,,,,,,,
40,2020-03-12,100:206,121:165,bus,,,,,,,,,,,,,,,22.0,,,,,,,,
40,2020-03-12,100:206,50:412,private_transport,,,,,,,,,,,,57.0,,,,,,,,,,,
40,2020-03-12,100:206,61:413,private_transport,,,,,,,,,37.0,,,,,,,,,,,,,,
40,2020-03-12,100:206,84:107,bus,,,,,,,,,,,,,,,12.0,,,,,,,,
40,2020-03-12,100:206,86:105,bus,,,,,,,,,,,,,,,19.0,,,,,,,,
40,2020-03-12,101:205,50:412,private_transport,,,,,,,,20.0,,,,,,,,,,,,,,,
40,2020-03-12,102:204,50:412,private_transport,,,,,,,,10.0,,,,,,,,,,,,,,,
40,2020-03-12,102:204,58:303,private_transport,,,,,,10.0,,,,,,,,,,,,,,,,,
40,2020-03-12,103:203,121:165,bus,,,,,,,,,,,,,,,20.0,,,,,,,,
40,2020-03-12,103:203,121:165,private_transport,,,,,,,,,,,,,,,26.0,,,,,,,,
40,2020-03-12,103:203,50:412,private_transport,,,,,,,,,,13.0,,,,,,,,,,,,,
40,2020-03-12,103:203,61:413,bus,,,,,,,,34.0,,,,,,,,,,,,,,,
40,2020-03-12,103:203,61:413,private_transport,,,,,,,,32.0,,,,,,,,,,,,,,,
40,2020-03-12,103:203,86:105,bus,,,,,,,,,,,,,,,11.0,,,,,,,,
40,2020-03-12,103:203,58:303,bus,,,,,,,,,,,,,,,,34.0,,,,,,,
40,2020-03-12,103:203,58:303,private_transport,,,,,,,,,,,,,,,,42.0,,,,,,,
40,2020-03-12,103:203,103:203,bus,,,,,,,22.0,,,,,,,,,,,,,,,,
40,2020-03-12,103:203,107:207,bus,,,,,,,,,,,,,,19.0,,,,,,,,,
40,2020-03-12,103:203,112:158,bus,,,,,,,,,,,,,,22.0,,,,,,,,,
40,2020-03-12,103:203,113:157,bus,,,,,,,,,,,,,,,,,,,18.0,17.0,,,
