ProjectID,Date,Origin,Destination,Modo,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059
40,2020-03-12,100:206,110:168,bus,,,25.0,,,,,,,,,,,,,,,,
40,2020-03-12,100:206,110:168,private_transport,,,25.0,,,,,,,,,,,,,,,,
40,2020-03-12,100:206,128:142,bus,,,,,,,,,,,,11.0,,,,,,,
40,2020-03-12,100:206,128:142,private_transport,,,,,,,,,,,,10.0,,,,,,,
40,2020-03-12,100:206,149:121,bus,,,12.0,,,,,,,,,,,,,,,,
40,2020-03-12,100:206,149:121,private_transport,,,12.0,,,,,,,,,,,,,,,,
40,2020-03-12,101:205,101:205,bus,,,,,,,13.0,,,,,,,,12.0,,,,
40,2020-03-12,101:205,101:205,private_transport,,,,,,,,,,,,,,,12.0,,,,
40,2020-03-12,101:205,111:167,bus,,,,,,,,,,,,,37.0,,,,,,
40,2020-03-12,101:205,111:167,private_transport,,,,,,,,,,,,,14.0,,,,,,
40,2020-03-12,101:205,123:163,bus,,,,,,,,,,,,,,12.0,,,,,
40,2020-03-12,101:205,123:163,private_transport,,,,,,,,,,,,,,12.0,,,,,
40,2020-03-12,101:205,129:141,bus,,,,,,,,,,,,,11.0,,16.0,,,,
40,2020-03-12,101:205,129:141,private_transport,,,,,,,,,,,,,10.0,,21.0,,,,
40,2020-03-12,101:205,146:124,bus,,,,,,,25.0,,,,,,,,,,,,
40,2020-03-12,101:205,151:119,bus,,,,,,,,,,12.0,,,,,,,,,
40,2020-03-12,101:205,151:119,private_transport,,,,,,,,,,10.0,,,,,,,,,
40,2020-03-12,101:205,154:132,bus,,,,,,,,,,10.0,,,,,,,,,
40,2020-03-12,101:205,83:108,bus,,,,,,,,17.0,,,,,,,,,,,
40,2020-03-12,101:205,83:108,private_transport,,,,,,,,25.0,,,,,,,,,,,
