ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0300_0359,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1200_1259,1300_1359,1400_1459,1500_1559,1700_1759,1800_1859,1900_1959
40,2019-11-21,102:204,136:150,private_transport,,,,,,,,,,,,,10.0,,,
40,2019-11-21,103:203,103:203,bus,,,,,,,22.0,,,,,,,,,
40,2019-11-21,103:203,103:203,private_transport,,,,,,,27.0,,,,,,,,,
40,2019-11-21,106:208,87:104,bus,,,,,,12.0,,,,,,,,,,
40,2019-11-21,107:207,87:104,bus,,,,,,25.0,,,,,,,,,,
40,2019-11-21,107:207,87:104,private_transport,,,,,,13.0,,,,,,,,,,
40,2019-11-21,109:169,45:319,private_transport,,,,,,,,,,,,,,23.0,,
40,2019-11-21,112:158,87:104,private_transport,,,,,,13.0,,,,,,,,,,
40,2019-11-21,113:157,87:104,bus,,,,,,,,,,,,,12.0,,,
40,2019-11-21,116:154,61:413,private_transport,,,,,,31.0,,,,,,,,,,
40,2019-11-21,117:153,45:319,private_transport,,,,,13.0,,,,,,,,,,,
40,2019-11-21,117:153,61:413,private_transport,,,,,,16.0,,,,,,,,,,
40,2019-11-21,117:153,118:152,bus,,,,,,,,,,10.0,,,,,,
40,2019-11-21,117:153,119:151,private_transport,,,,,,,,,,10.0,,,,,,
40,2019-11-21,117:153,131:139,bus,,,,,,,,,,,,11.0,,,,
40,2019-11-21,117:153,131:139,private_transport,,,,,,,,,,,,10.0,,,,
40,2019-11-21,118:152,136:150,bus,,,,,,,,,,,,,,,,11.0
40,2019-11-21,118:152,45:319,private_transport,,,,,35.0,,,,,,,,,,,
40,2019-11-21,118:152,61:413,private_transport,,,,,,55.0,,,,,,,,,,
40,2019-11-21,118:152,119:151,bus,,,,,,,,,,15.0,,,,,,
40,2019-11-21,118:152,132:138,bus,,,,,,,,,,,,13.0,,,,
40,2019-11-21,118:152,144:126,bus,,,,,,,,,,,,,,,10.0,
40,2019-11-21,118:152,159:127,bus,,,,,,,13.0,,,,,,,,17.0,
40,2019-11-21,118:152,159:127,private_transport,,,,,,,13.0,,,,,,,,13.0,
40,2019-11-21,119:151,45:319,private_transport,,,,,58.0,,,,,,,14.0,,,,
40,2019-11-21,119:151,118:152,bus,,,,,,,,,,15.0,,,,,,
40,2019-11-21,119:151,118:152,private_transport,,,,,,,,,,,,,,,,12.0
40,2019-11-21,119:151,119:151,bus,,,,,,,,,,13.0,,,,,,12.0
40,2019-11-21,119:151,119:151,private_transport,,,,,,,,,,12.0,,,,,,
40,2019-11-21,119:151,131:139,bus,,,,,,,,,,,,19.0,,,,
40,2019-11-21,119:151,132:138,private_transport,,,,,,,,,,,,14.0,,,,
40,2019-11-21,119:151,144:126,bus,,,,,,,,,,,,,,,12.0,
40,2019-11-21,119:151,144:126,private_transport,,,,,,,13.0,,,,,,,,,
40,2019-11-21,119:151,159:127,bus,,,,,,,41.0,,,,,,,,24.0,
40,2019-11-21,119:151,159:127,private_transport,,,,,,,18.0,,,,,,,,18.0,
40,2019-11-21,120:166,136:150,private_transport,,17.0,,,,,,,,,,,,,,
40,2019-11-21,120:166,103:203,bus,,,,,,,,,,,,,,,13.0,
40,2019-11-21,120:166,103:203,private_transport,,,,,,,,,,,,,,,20.0,
40,2019-11-21,120:166,159:127,bus,,,,,,18.0,,,,,,,,,,
40,2019-11-21,120:166,120:166,private_transport,,30.0,,,,,,,,,,,,,,
40,2019-11-21,120:166,140:146,private_transport,,12.0,,,,,,,,,,,,,,
40,2019-11-21,120:166,141:145,private_transport,,20.0,,,,,,,,,,,,,,
40,2019-11-21,120:166,58:303,private_transport,,,,,,,,,,,,,,,15.0,
40,2019-11-21,126:160,140:146,private_transport,,,,,,,,,,,,,,,,33.0
40,2019-11-21,126:160,141:145,private_transport,,,,,,,,,,,,,,,,32.0
40,2019-11-21,131:139,103:203,private_transport,,,,,,,11.0,,,,,,,,,
40,2019-11-21,131:139,95:112,bus,,,,,,,,,11.0,,,,,,,
40,2019-11-21,131:139,95:112,private_transport,,,,,,,,,12.0,,,,,,,
40,2019-11-21,132:138,91:116,bus,,,,,,,,,,,,,10.0,,,
40,2019-11-21,134:136,136:150,bus,,,,,,,10.0,,,,,,,,,
