ProjectID,Date,Origin,Destination,Modo,0400_0459,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2100_2159
40,2020-03-12,101:205,101:205,bus,,,,,14.0,,,,,,,,,,,
40,2020-03-12,101:205,146:124,bus,,,,,12.0,,,,,,,,,,,
40,2020-03-12,101:205,158:128,bus,,,,,,,,,,,,,,12.0,,
40,2020-03-12,101:205,158:128,private_transport,,,,,,,,,,,,,,11.0,,
40,2020-03-12,101:205,56:416,private_transport,,,18.0,,,,,,,,,,,,,
40,2020-03-12,101:205,88:103,bus,,,11.0,,,,,,,,,,,,,
40,2020-03-12,101:205,90:117,bus,,,16.0,,,,,,,,,,,,,
40,2020-03-12,103:203,144:126,bus,,,32.0,,,,,,,,,,,,,
40,2020-03-12,103:203,144:126,private_transport,,,15.0,,,,,,,,,,,,,
40,2020-03-12,103:203,86:105,bus,,,16.0,,,,,,,,,,,,,
40,2020-03-12,104:202,110:168,bus,,15.0,,,,,,,,,,,,,,
40,2020-03-12,104:202,110:168,private_transport,,22.0,,,,,,,,,,,,,,
40,2020-03-12,106:208,50:412,private_transport,,,,,,,,,,14.0,,,,,,
40,2020-03-12,107:207,50:412,private_transport,,,,,,,,,,18.0,,,,,,
40,2020-03-12,108:170,158:128,bus,,,,,,,,,,,,,,24.0,,
40,2020-03-12,108:170,158:128,private_transport,,,,,,,,,,,,,,17.0,,
40,2020-03-12,110:168,110:168,bus,,12.0,,,,,,,,,,,,,,
40,2020-03-12,110:168,110:168,private_transport,,23.0,,,,,,,,,,,,,,
40,2020-03-12,110:168,111:167,bus,,,,,,,,,,,,,,,11.0,
40,2020-03-12,110:168,111:167,private_transport,,,,,,,,,,,,,,,12.0,
40,2020-03-12,111:167,86:105,bus,,,,10.0,,,,,,,,,,,,
40,2020-03-12,111:167,121:165,bus,,,,15.0,,,,,,,,,,,,
40,2020-03-12,111:167,148:122,private_transport,,,,,,,,,,,,,,,15.0,
40,2020-03-12,111:167,84:107,bus,,,,10.0,,,,,,,,,,,,
40,2020-03-12,111:167,84:107,private_transport,,,,10.0,,,,,,,,,,,,
40,2020-03-12,114:156,50:412,private_transport,,,,,,,,,,47.0,,,,,,
40,2020-03-12,116:154,121:165,bus,,20.0,,,,,,,,,,,,,,
40,2020-03-12,116:154,121:165,private_transport,,17.0,,,,,,,,,,,,,,
40,2020-03-12,116:154,137:149,bus,,10.0,,,,,,,,,,,,,,
40,2020-03-12,116:154,137:149,private_transport,,10.0,,,,,,,,,,,,,,
40,2020-03-12,118:152,86:105,bus,,21.0,,,,,,,,,,,,,,
40,2020-03-12,118:152,86:105,private_transport,,19.0,,,,,,,,,,,,,,
40,2020-03-12,118:152,121:165,bus,,32.0,,,,,,,,,,,,,,
40,2020-03-12,118:152,121:165,private_transport,,27.0,,,,,,,,,,,,,,
40,2020-03-12,118:152,84:107,bus,,18.0,,,,,,,,,,,,,,
40,2020-03-12,118:152,137:149,bus,,12.0,,,,,,,,,,,,,,
40,2020-03-12,121:165,86:105,private_transport,,,,10.0,,,,,,,,,,,,
40,2020-03-12,121:165,121:165,bus,,,,17.0,,,,,,28.0,,,,,,
40,2020-03-12,121:165,121:165,private_transport,,,,15.0,,,,,,15.0,,,,,,
40,2020-03-12,121:165,84:107,bus,,,,15.0,,,,,,13.0,,,,,,
40,2020-03-12,121:165,137:149,private_transport,,,,,,,,,,10.0,,,,,,
40,2020-03-12,123:163,97:102,private_transport,,,,,,,,,,,,,,,,21.0
40,2020-03-12,126:160,97:102,bus,,,,,,,44.0,,,,,,,,,
40,2020-03-12,126:160,97:102,private_transport,,,,,,,30.0,,,,,,,,,
40,2020-03-12,126:160,126:160,bus,,,,,,,18.0,,,,,,,,,
40,2020-03-12,126:160,126:160,private_transport,,,,,,,15.0,,,,,,,,,
40,2020-03-12,126:160,141:145,bus,,,,,,,,,,12.0,,,,,,
40,2020-03-12,126:160,87:104,bus,,,,,33.0,,,,,,,,,,,
40,2020-03-12,126:160,87:104,private_transport,,,,,16.0,,,,,,,,,,,
40,2020-03-12,126:160,91:116,bus,,,,,13.0,,,,,,,,,,,
40,2020-03-12,126:160,91:116,private_transport,,,,,19.0,,,,,,,,,,,
40,2020-03-12,127:159,156:130,bus,,,,,,,,,14.0,,,,,,,
40,2020-03-12,127:159,156:130,private_transport,,,,,,,,,12.0,,,,,,,
40,2020-03-12,131:139,144:126,bus,,,24.0,,,,,,,,,,,,,
40,2020-03-12,137:149,107:207,private_transport,,,,,,,,,,,,,12.0,,,
40,2020-03-12,139:147,121:165,bus,,21.0,,,,,,,,,,,,,,
40,2020-03-12,139:147,121:165,private_transport,,21.0,,,,,,,,,,,,,,
40,2020-03-12,139:147,122:164,private_transport,,11.0,,,,,,,,,,,,,,
40,2020-03-12,140:146,158:128,bus,,,16.0,,,,,,,,,,,,,
40,2020-03-12,140:146,88:103,bus,,,25.0,,,,,,,,,,,,,
40,2020-03-12,140:146,97:102,bus,,14.0,,,,,,,,,,,,,,
40,2020-03-12,140:146,122:164,bus,,13.0,,,,,,,,,,,,,,
40,2020-03-12,140:146,85:106,bus,,,21.0,,,,,,,,,,,,,
40,2020-03-12,140:146,85:106,private_transport,,,14.0,,,,,,,,,,,,,
40,2020-03-12,140:146,94:113,bus,,11.0,,,,,,,,,,,,,,
40,2020-03-12,141:145,158:128,private_transport,,,10.0,,,,,,,,,,,,,
40,2020-03-12,141:145,88:103,bus,,,15.0,,,,,,,,,,,,,
40,2020-03-12,141:145,97:102,private_transport,,11.0,,,,,,,,,,,,,,
40,2020-03-12,141:145,122:164,bus,,15.0,,,,,,,,,,,,,,
40,2020-03-12,141:145,85:106,bus,,,16.0,,,,,,,,,,,,,
40,2020-03-12,141:145,127:159,bus,,20.0,,,,,,,,,,,,,,
40,2020-03-12,141:145,93:114,bus,,10.0,,,,,,,,,,,,,,
40,2020-03-12,144:126,144:126,bus,,,,,,,,45.0,,,,,,,,
40,2020-03-12,144:126,144:126,private_transport,,,,,,,,47.0,,,,,,,,
40,2020-03-12,144:126,86:105,bus,,,,,,,,26.0,,,,,,,,
40,2020-03-12,144:126,86:105,private_transport,,,,,,,,28.0,,,,,,,,
40,2020-03-12,144:126,84:107,bus,,,,,,11.0,,,,,,,,,,
40,2020-03-12,144:126,87:104,private_transport,,,,,,,,10.0,,,,,,,,
40,2020-03-12,144:126,112:158,private_transport,,,,,,,,,,,,,21.0,,,
40,2020-03-12,146:124,101:205,bus,,,,,11.0,,,,,,,,,,,
40,2020-03-12,146:124,146:124,bus,,,,,44.0,,,,,,,,,,,
40,2020-03-12,147:123,110:168,bus,,10.0,,,,,,,,,,,,,,
40,2020-03-12,147:123,50:412,private_transport,,,,,,,,,,36.0,,,,,,
40,2020-03-12,148:122,148:122,private_transport,,,,,,,,,,,,,,,15.0,
40,2020-03-12,149:121,111:167,bus,,,,,,,,,,,,,,,13.0,
40,2020-03-12,149:121,148:122,bus,,,,,,,,,,,,,,,19.0,
40,2020-03-12,149:121,148:122,private_transport,,,,,,,,,,,,,,,30.0,
40,2020-03-12,149:121,157:129,private_transport,,,,,,,,,,,,,,,15.0,
40,2020-03-12,150:120,92:115,private_transport,,,,,,,,,,,,,11.0,,,
40,2020-03-12,151:119,56:416,bus,,,29.0,,,,,,,,,,,,,
40,2020-03-12,151:119,56:416,private_transport,,,82.0,,,,,,,,,,,,,
40,2020-03-12,151:119,88:103,bus,,,21.0,,,,,,,,,,,,,
40,2020-03-12,151:119,88:103,private_transport,,,12.0,,,,,,,,,,,,,
40,2020-03-12,151:119,90:117,bus,,,47.0,,,,,,,,,,,,,
40,2020-03-12,151:119,90:117,private_transport,,,19.0,,,,,,,,,,,,,
40,2020-03-12,152:134,91:116,bus,,,,,,,,,13.0,,,,,,,
40,2020-03-12,152:134,156:130,bus,,,,,,,,,19.0,,,,,,,
40,2020-03-12,152:134,156:130,private_transport,,,,,,,,,10.0,,,,,,,
40,2020-03-12,153:133,134:136,private_transport,,,,,,,,,10.0,,,,,,,
40,2020-03-12,154:132,156:130,bus,,,,,,,,,13.0,,,,,,,
40,2020-03-12,154:132,156:130,private_transport,,,,,,,,,16.0,,,,,,,
40,2020-03-12,154:132,155:131,bus,,,,,,,,,12.0,,,,,,,
40,2020-03-12,157:129,86:105,bus,,,,15.0,,,,,,,,,,,,
40,2020-03-12,157:129,86:105,private_transport,,,,13.0,,,,,,,,,,,,
40,2020-03-12,157:129,121:165,bus,,,,23.0,,,,,,,,,,,,
40,2020-03-12,157:129,137:149,bus,,,,11.0,,,,,,,,,,,,
40,2020-03-12,157:129,126:160,private_transport,,,,,,,,,,,,,10.0,,,
40,2020-03-12,157:129,91:116,private_transport,,,,,,,,,,,,,12.0,,,
40,2020-03-12,157:129,92:115,bus,,,,,,,,,,,,,41.0,,,
40,2020-03-12,157:129,92:115,private_transport,,,,,,,,,,,,,52.0,,,
40,2020-03-12,158:128,121:165,bus,,,,13.0,,,,,,,,,,,,
40,2020-03-12,158:128,92:115,bus,,,,,,,,,,,,,19.0,,,
40,2020-03-12,158:128,104:202,private_transport,,,,,,14.0,,,,,,,,,,
40,2020-03-12,158:128,61:413,private_transport,,,,,,,,,,,,,,,,35.0
40,2020-03-12,158:128,95:112,bus,,,,,,,,,,,,,,15.0,,
40,2020-03-12,159:127,107:207,private_transport,,,,,,,,,,,,,58.0,,,
40,2020-03-12,159:127,112:158,private_transport,,,,,,,,,,,,,48.0,,,
40,2020-03-12,159:127,106:208,bus,,,,,,,,,,,,,11.0,,,
40,2020-03-12,159:127,106:208,private_transport,,,,,,,,,,,,,28.0,,,
40,2020-03-12,160:110,158:128,bus,,,,,,,,,,,,,,32.0,,
40,2020-03-12,160:110,158:128,private_transport,,,,,,,,,,,,,,16.0,,
40,2020-03-12,160:110,97:102,private_transport,,,,,,,,,,,,,,10.0,,
40,2020-03-12,160:110,87:104,bus,,,,,12.0,,,,,,,,,,,
40,2020-03-12,45:319,45:319,bus,,,,,,,,,,,,,,29.0,,
40,2020-03-12,45:319,45:319,private_transport,,,,,,,,,,,,,,155.0,,
40,2020-03-12,45:319,47:320,private_transport,,,,,,,,,,,,,,10.0,,
40,2020-03-12,45:319,77:312,private_transport,,,,,,,,,,,,,,16.0,,
40,2020-03-12,58:303,144:126,bus,,,19.0,,,,,,,,,,,,,
40,2020-03-12,58:303,144:126,private_transport,,,11.0,,,,,,,,,,,,,
40,2020-03-12,77:312,45:319,private_transport,,,,,,,,,,,,,,15.0,,
40,2020-03-12,84:107,110:168,bus,,,,,,25.0,,,,,,,,,,
40,2020-03-12,84:107,110:168,private_transport,,,,,,21.0,,,,,,,,,,
40,2020-03-12,84:107,111:167,private_transport,,,,,,14.0,,,,,,,,,,
40,2020-03-12,84:107,121:165,bus,,,,12.0,,,,,,,,,,,,
40,2020-03-12,84:107,104:202,bus,,,,,,10.0,,,,,,,,,,
40,2020-03-12,84:107,104:202,private_transport,,,,,,21.0,,,,,,,,,,
40,2020-03-12,84:107,61:413,private_transport,,,,,,,,,,,,,,,,55.0
40,2020-03-12,85:106,158:128,bus,,,13.0,,,,,,,,,,,,,
40,2020-03-12,85:106,90:117,bus,,,,,13.0,,,,,,,,,,,
40,2020-03-12,85:106,90:117,private_transport,,,,,24.0,,,,,,14.0,,,,,
40,2020-03-12,85:106,110:168,bus,,,,,,,,,,,13.0,,,,,
40,2020-03-12,85:106,110:168,private_transport,,,,,,21.0,,,,,21.0,,,,,
40,2020-03-12,85:106,97:102,bus,,47.0,21.0,,,,,,,,,,,,,
40,2020-03-12,85:106,97:102,private_transport,,15.0,12.0,,,,,,,,,,,,,
40,2020-03-12,85:106,126:160,bus,15.0,13.0,13.0,,,,,,,,,,,,,
40,2020-03-12,85:106,126:160,private_transport,,12.0,,,,,,,,,,,,,,
40,2020-03-12,85:106,87:104,bus,,,10.0,,,,,,,,,,,,,
40,2020-03-12,85:106,87:104,private_transport,,,,,10.0,,,,,,,,,,,
40,2020-03-12,85:106,85:106,bus,,,,,12.0,,,,,,,,,,,
40,2020-03-12,85:106,85:106,private_transport,,,,,,,,,,,11.0,,,,,
40,2020-03-12,85:106,104:202,bus,,,,,,11.0,,,,,15.0,,,,,
40,2020-03-12,85:106,104:202,private_transport,,,,,,20.0,,,,,20.0,,,,,
40,2020-03-12,85:106,61:413,private_transport,,,,,,,,,,,,,,,,64.0
40,2020-03-12,85:106,95:112,bus,,,,,,,,,,,,,,10.0,,
40,2020-03-12,85:106,109:169,private_transport,,,,,,,,,,,,,,,15.0,
40,2020-03-12,85:106,113:157,bus,,,,,,,,,,,,,,11.0,,
40,2020-03-12,85:106,276:144,bus,,,,,,,,,,,,,,,10.0,
40,2020-03-12,85:106,83:108,bus,,,,,,,,,,,,,,12.0,,
40,2020-03-12,86:105,144:126,bus,,,,,,,,20.0,,,,,,,,
40,2020-03-12,86:105,144:126,private_transport,,,,,,,,21.0,,,,,,,,
40,2020-03-12,86:105,86:105,private_transport,,,,,,,,10.0,,,,,,,,
40,2020-03-12,86:105,121:165,bus,,,,,,,,,,15.0,,,,,,
40,2020-03-12,87:104,158:128,bus,,,,,,27.0,,,,,15.0,,,,,
40,2020-03-12,87:104,158:128,private_transport,,,,,,,,,,,10.0,,,,,
40,2020-03-12,87:104,84:107,bus,,,,,,29.0,,,,,22.0,,,,,
40,2020-03-12,87:104,84:107,private_transport,,,,,,11.0,,,,,11.0,,,,,
40,2020-03-12,87:104,85:106,bus,,,,,,26.0,,,,,20.0,,,,,
40,2020-03-12,87:104,83:108,bus,,,,,,,,,,,,,,83.0,,
40,2020-03-12,88:103,158:128,bus,,,18.0,,,,,,,,,,,,,
40,2020-03-12,88:103,110:168,private_transport,,,11.0,,,,,,,,11.0,,,,,
40,2020-03-12,88:103,84:107,bus,,,14.0,,,,,,,,,,,,,
40,2020-03-12,88:103,84:107,private_transport,,,21.0,,,,,,,,,,,,,
40,2020-03-12,88:103,85:106,bus,,,20.0,,,,,,,,,,,,,
40,2020-03-12,88:103,85:106,private_transport,,,15.0,,,,,,,,,,,,,
40,2020-03-12,88:103,94:113,private_transport,,,11.0,,,,,,,,,,,,,
40,2020-03-12,88:103,95:112,bus,,,,,,,,,,,,,,21.0,,
40,2020-03-12,88:103,95:112,private_transport,,,,,,,,,,,,,,15.0,,
40,2020-03-12,88:103,109:169,private_transport,,,15.0,,,,,,,,,,,,,
40,2020-03-12,88:103,113:157,bus,,,,,,,,,,,,,,12.0,,
40,2020-03-12,88:103,113:157,private_transport,,,,,,,,,,,,,,12.0,,
40,2020-03-12,88:103,131:139,bus,,,,,,,,,,,,,,12.0,,
40,2020-03-12,88:103,98:217,bus,,,12.0,,,,,,,,,,,,,
40,2020-03-12,88:103,98:217,private_transport,,,12.0,,,,,,,,,,,,,
40,2020-03-12,89:118,56:416,private_transport,,,10.0,,,,,,,,,,,,,
40,2020-03-12,89:118,90:117,bus,,,11.0,,,,,,,,,,,,,
40,2020-03-12,89:118,90:117,private_transport,,,10.0,,,,,,,,,,,,,
40,2020-03-12,90:117,90:117,bus,18.0,,,,29.0,,,,,,19.0,,,,,
