ProjectID,Date,Origin,Destination,Modo,0100_0159,0200_0259,0500_0559,0600_0659,0700_0759,0800_0859,1000_1059,1100_1159,1200_1259,1300_1359,1500_1559,1700_1759,1800_1859
40,2019-11-19,101:205,128:142,bus,,,,,14.0,,,,,,,,
40,2019-11-19,101:205,128:142,private_transport,,,,,12.0,,,,,,,,
40,2019-11-19,101:205,143:143,bus,,,,,12.0,,,,,,,,
40,2019-11-19,101:205,143:143,private_transport,,,,,11.0,,,,,,,,
40,2019-11-19,101:205,76:314,bus,,,,,,,,,,,33.0,,
40,2019-11-19,101:205,76:314,private_transport,,,,45.0,,,,,,31.0,29.0,,
40,2019-11-19,109:169,143:143,bus,,,,,,,,,,,,,11.0
40,2019-11-19,109:169,143:143,private_transport,13.0,,,,,,,,,,,,11.0
40,2019-11-19,109:169,109:169,bus,,,,,,,,,16.0,,,,
40,2019-11-19,109:169,109:169,private_transport,,,,,,,,,11.0,,,,
40,2019-11-19,109:169,159:127,bus,,,,,,,,,,,,21.0,
40,2019-11-19,109:169,83:108,private_transport,13.0,,,,,,,,,,,,
40,2019-11-19,109:169,98:217,private_transport,16.0,,,,,,,,,,,,
40,2019-11-19,122:164,143:143,bus,,,,,,,,,,,,12.0,
40,2019-11-19,122:164,83:108,bus,,,,,,,,,,,,11.0,
40,2019-11-19,122:164,98:217,bus,,,,,,,,,,,,12.0,
40,2019-11-19,122:164,98:217,private_transport,,,,,,,,,,,,12.0,
40,2019-11-19,122:164,276:144,bus,,,,,,,,,,,,10.0,
40,2019-11-19,123:163,83:108,private_transport,,,,,,,,,,,,10.0,
40,2019-11-19,126:160,128:142,bus,,,,,,,,,,,10.0,,
40,2019-11-19,126:160,143:143,bus,,,,,,,,,,,16.0,,
40,2019-11-19,126:160,83:108,bus,,,,,,,,,,,10.0,,
40,2019-11-19,126:160,100:206,bus,,,,,,,,,,,30.0,,
40,2019-11-19,126:160,107:207,bus,,,,,,,,,,,26.0,,
40,2019-11-19,126:160,25:525,private_transport,,14.0,,,,,,,,,,,
40,2019-11-19,126:160,57:310,private_transport,,109.0,,,,,,,,,,,
40,2019-11-19,127:159,143:143,bus,,,,,,,,,,,,11.0,
40,2019-11-19,127:159,109:169,bus,,,,,,,,,,,,14.0,
