ProjectID,Date,Origin,Destination,Modo,0100_0159,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2100_2159,2200_2259
40,2020-03-11,101:205,75:313,private_transport,,,,,,,,,,,,,,,,,,,33.0,,
40,2020-03-11,102:204,75:313,private_transport,,,,,,,,,,,,,,,,,,,23.0,,
40,2020-03-11,103:203,75:313,bus,,,,,,,,,24.0,,,,,,,,,,,,
40,2020-03-11,103:203,75:313,private_transport,,,,,,,,,26.0,,,,,,,,,,,,
40,2020-03-11,103:203,32:532,bus,,,,,,,,,,,11.0,,,,,,,,,,
40,2020-03-11,103:203,32:532,private_transport,,,,,,,,,,,10.0,,,,,,,,,,
40,2020-03-11,103:203,66:316,private_transport,,,,,,,,,77.0,10.0,,,,,,,,,,,
40,2020-03-11,103:203,73:311,private_transport,,,,,,,,,,54.0,,,,,,,,,,,
40,2020-03-11,104:202,73:311,private_transport,,,,,,,,,,16.0,,,,,,,,,,,
40,2020-03-11,104:202,37:537,private_transport,,,,,,,,,,,,,,,,,10.0,,,,
40,2020-03-11,104:202,43:403,private_transport,,,,,,,,,,,,,,,58.0,,,,,,
40,2020-03-11,104:202,61:413,private_transport,,,,26.0,,,,,,,,,,,,,,,,,
40,2020-03-11,104:202,82:418,private_transport,,,,,,,,,30.0,,,,,,,,,,,,
40,2020-03-11,105:201,75:313,private_transport,,,,,,,,,10.0,,,,,,,,,,,,
40,2020-03-11,105:201,37:537,private_transport,,,,,,,,,,,,,,,,,86.0,,,,
40,2020-03-11,105:201,61:413,bus,,,,12.0,,,,,,,,,,,,,,,,,
40,2020-03-11,105:201,61:413,private_transport,,,,67.0,,,,,,,,,,,,,,,,,
40,2020-03-11,105:201,82:418,private_transport,,,,,,,,,94.0,,,,,,,,,,,,
40,2020-03-11,105:201,126:160,bus,,,,,,,,,,,,,28.0,34.0,,,,,,,
40,2020-03-11,105:201,148:122,bus,,,,,,,,43.0,,,,,,,,,,,,,
40,2020-03-11,105:201,160:110,bus,,,,,,,,,,,,,,10.0,,,,,,,
40,2020-03-11,105:201,53:309,private_transport,,,,,,,,,45.0,,,,,,,,,,,,
40,2020-03-11,105:201,71:326,private_transport,,,,,,,,,,,,,,,,,17.0,,,,
40,2020-03-11,105:201,90:117,bus,,,,,,,,,,,,,,19.0,,,,,,,
40,2020-03-11,106:208,66:316,private_transport,,,,,20.0,,,,,,,,,,,,,,,,
40,2020-03-11,106:208,37:537,private_transport,,,,,,,,,,,,,,,,,56.0,,,,
40,2020-03-11,106:208,126:160,bus,,,,,,,,,,,,,20.0,24.0,,,,,,,
40,2020-03-11,106:208,126:160,private_transport,,,,,,,,,,,,,,10.0,,,,,,,
40,2020-03-11,106:208,148:122,bus,,,,,,,,34.0,,,,,,,,,,,,,
40,2020-03-11,106:208,53:309,private_transport,,,,,,,,,34.0,,,,,,,,,,,,
40,2020-03-11,106:208,90:117,bus,,,,,,,,,,,,,15.0,15.0,,,,,,,
40,2020-03-11,106:208,105:201,bus,,,,,,,,,,,,,,,,,18.0,,,,
40,2020-03-11,106:208,111:167,bus,,,,,,,,11.0,,,,,,,,,,,,,
40,2020-03-11,106:208,147:123,bus,,,,,,,,11.0,,,,,,,,,,,,,
40,2020-03-11,106:208,51:308,private_transport,,,,,,,,,,,,,,16.0,,,,,,,
40,2020-03-11,106:208,57:310,bus,,,,,,,,,,,,,,,,,17.0,,,,
40,2020-03-11,107:207,66:316,private_transport,,,,,55.0,,,,,,,,,,,,,,,,
40,2020-03-11,107:207,105:201,bus,,,,,,,,,,,,,,,,,23.0,,,,
40,2020-03-11,107:207,51:308,private_transport,,,,,,,,,,,,,,21.0,,,,,,,
40,2020-03-11,107:207,57:310,bus,,,,,,,,,,,,,,,,,23.0,,,,
40,2020-03-11,107:207,106:208,bus,,,,,,,,,,,,,,,,,22.0,,,,
40,2020-03-11,108:170,25:525,private_transport,,,,,,,,,,,,,,,19.0,,,,,,
40,2020-03-11,109:169,75:313,bus,,,,,,,,16.0,,,,,,,,,,,,,
40,2020-03-11,109:169,75:313,private_transport,,,,,,,,27.0,,,,,,,,,,,,,
40,2020-03-11,110:168,43:403,private_transport,,,,,,,,,,,,,,,77.0,,,,,,
40,2020-03-11,110:168,45:319,bus,,,,,,,96.0,,,,,,,,,,,,,,
40,2020-03-11,110:168,45:319,private_transport,,,,,,,41.0,,,,,,,,,,,,,,
40,2020-03-11,110:168,58:303,bus,,,,,,,12.0,,,,,,,,,,,,,,
40,2020-03-11,110:168,58:303,private_transport,,,,,,,10.0,,,,,,,,,,,,,,
40,2020-03-11,111:167,75:313,bus,,,,,,,18.0,,,,,,,,,,,,,,
40,2020-03-11,111:167,75:313,private_transport,,,,,,,,,,,,,,42.0,,,,,,,
40,2020-03-11,111:167,43:403,private_transport,,,,,,,,,,,,,,,10.0,,,,,,
40,2020-03-11,111:167,110:168,bus,,,,,,,,,,,,,,,,,,,13.0,,
40,2020-03-11,111:167,59:324,private_transport,,,,,,,,,,,,,,,,,,,30.0,,
40,2020-03-11,112:158,66:316,private_transport,,,,,62.0,,,,,,,,,,,,,,,,
40,2020-03-11,112:158,105:201,bus,,,,,,,,,,,,,,,,,22.0,,,,
40,2020-03-11,112:158,105:201,private_transport,,,,,,,,,,,,,,,,,11.0,,,,
40,2020-03-11,112:158,51:308,private_transport,,,,,,,,,,,,,,10.0,,,,,,,
40,2020-03-11,112:158,57:310,bus,,,,,,,,,,,,,,,,,18.0,,,,
40,2020-03-11,112:158,106:208,bus,,,,,,,,,,,,,,,,,13.0,,,,
40,2020-03-11,114:156,51:308,private_transport,,,,,,,,,,,,,,42.0,,,,,,,
40,2020-03-11,114:156,106:208,private_transport,,,,,,,,10.0,,,,,,,,,,,,,
40,2020-03-11,114:156,104:202,bus,,,,,,,,11.0,,,,,,,,,,,,,
40,2020-03-11,114:156,114:156,bus,,,,,,,,17.0,,,,,,,,,,,,,
40,2020-03-11,114:156,98:217,bus,,,,,,,,11.0,,,,,,,,,,,,,
40,2020-03-11,117:153,66:316,private_transport,,,,,,,,,,25.0,,,,,,,,,,,
40,2020-03-11,119:151,75:313,private_transport,,,,,,,,,,15.0,,,,,,,,,,,
40,2020-03-11,119:151,51:308,private_transport,,,,,,,,,,10.0,,,,,,,,,,,
40,2020-03-11,121:165,75:313,private_transport,,,,107.0,,,,,,,,,,,,,,,,,
40,2020-03-11,122:164,75:313,private_transport,,,,,,,,,,,12.0,,,,,,,,,,
40,2020-03-11,122:164,32:532,private_transport,,,,,,,,,,37.0,,,,,,,,,,,
40,2020-03-11,123:163,32:532,private_transport,,,,,,,,,,12.0,,,,,,,,,,,
40,2020-03-11,124:162,75:313,bus,,,,,,,,,11.0,,,,,,,,,,,,
40,2020-03-11,124:162,66:316,private_transport,,,,,,,,,20.0,,,,,,,,,,,,
40,2020-03-11,126:160,75:313,private_transport,,,,,,,,30.0,,,,,,,,,,,117.0,,
40,2020-03-11,126:160,66:316,private_transport,,,,,,,,,,107.0,,,,,,,,,,,
40,2020-03-11,128:142,75:313,private_transport,,,,,,,,20.0,,,,,,,,,,,,,
40,2020-03-11,131:139,66:316,private_transport,,,,,,,,,37.0,66.0,,,,,,,,,,,
40,2020-03-11,132:138,66:316,private_transport,,,,,,,,,,76.0,,,,,,,,,,,
40,2020-03-11,136:150,75:313,private_transport,,,,,,,,,,120.0,,,,,,,,,,,
40,2020-03-11,136:150,51:308,private_transport,,,,,,,,,,12.0,,,,,,,,,,,
40,2020-03-11,138:148,73:311,private_transport,,,,,,,,,,89.0,,,,,,,,,,,
40,2020-03-11,143:143,75:313,private_transport,,,,,,,,10.0,,,,,,,,,,,,,
40,2020-03-11,144:126,32:532,private_transport,,,,,,,,,,,,101.0,,,,,,,,,
40,2020-03-11,146:124,75:313,private_transport,,,,,,,,,,,,,,,,,,,103.0,,
40,2020-03-11,146:124,73:311,private_transport,,,,,,,,,,,,,,,,,,,17.0,,
40,2020-03-11,147:123,51:308,private_transport,,,,,,,,,,,,,,38.0,,,,,,,
40,2020-03-11,147:123,114:156,bus,,,,,,,,16.0,,,,,,,,,,,,,
40,2020-03-11,147:123,98:217,private_transport,,,,,,,,12.0,,,,,,,,,,,,,
40,2020-03-11,148:122,75:313,bus,,,,,,,87.0,,,,,,,,,,,,,,
40,2020-03-11,148:122,75:313,private_transport,,,,,,,46.0,,,,,,,104.0,,,,,,,
40,2020-03-11,148:122,37:537,private_transport,,,,,,,,,,,,,,,,,,,13.0,,
40,2020-03-11,148:122,71:326,private_transport,,,,,,,,,,,,,,,,,,,10.0,,
40,2020-03-11,148:122,110:168,bus,,,,,,,,,,,,,,,,,,,57.0,,
40,2020-03-11,148:122,110:168,private_transport,,,,,,,,,,,,,,,,,,,17.0,,
40,2020-03-11,148:122,59:324,private_transport,,,,,,,,,,,,,,,,,,,91.0,,
40,2020-03-11,148:122,109:169,bus,,,,,,,,,,,,,,,,,,,14.0,,
40,2020-03-11,148:122,52:325,private_transport,,,,,,,,,,,,,,,,,,,21.0,,
40,2020-03-11,149:121,32:532,private_transport,,,,,,,,,,65.0,,,,,,,,,,,
40,2020-03-11,150:120,75:313,bus,,,,,,,14.0,,,,,,,,,,,,,,
40,2020-03-11,150:120,75:313,private_transport,,,,,,,13.0,,,,74.0,,,12.0,,,,,,,
40,2020-03-11,150:120,32:532,private_transport,,,,,,,,,,33.0,,,,,,,,,,,
40,2020-03-11,150:120,51:308,private_transport,,,,,,,,,,,21.0,,,,,,,,,,
40,2020-03-11,157:129,75:313,bus,,,,,,,14.0,,,,,,,,,,,,,,
40,2020-03-11,157:129,75:313,private_transport,,,,,,,12.0,,,,,,,15.0,,,,,,,
40,2020-03-11,158:128,75:313,private_transport,,,,,,,,,,,26.0,,,,,,,,,,
40,2020-03-11,158:128,51:308,private_transport,,,,,,,,,25.0,,,,,,,,,,,,
40,2020-03-11,160:110,75:313,private_transport,,,,,,,,,,,,,,,,,,,18.0,,
40,2020-03-11,160:110,25:525,private_transport,,,,,,,,,,,,,,,27.0,,,,,,
40,2020-03-11,24:524,48:301,private_transport,,,,,,,,,,,,,11.0,,,,,,,,
40,2020-03-11,32:532,105:201,private_transport,,,,,,,,,,,,,,,,89.0,,,,,
40,2020-03-11,32:532,57:310,private_transport,,,,,,,,,,,,,,,,,,,,,11.0
40,2020-03-11,32:532,45:319,bus,,,,,75.0,,,,15.0,,,,,,,,,,,,
40,2020-03-11,32:532,45:319,private_transport,,,,,110.0,,,,85.0,,,,,,,,,,,,
40,2020-03-11,32:532,104:202,private_transport,,,,,,,,,,,,,,,,47.0,,,,,
40,2020-03-11,32:532,103:203,private_transport,,,,,13.0,,,,,,,,,,,,,,,,
40,2020-03-11,32:532,144:126,private_transport,,,,,,,,,,,,,,,17.0,,,,,,
40,2020-03-11,32:532,150:120,private_transport,,,,,,,,,,,,,,,,,,,18.0,,
40,2020-03-11,32:532,86:105,private_transport,,,,,,,,,,,,,,,14.0,,,,,,
40,2020-03-11,33:533,57:310,private_transport,,,,,,,18.0,,,,,,,,,,,,,,
40,2020-03-11,33:533,62:307,bus,,,,,,,,,13.0,,,,,,,,,,,,
40,2020-03-11,37:537,105:201,private_transport,,,,,,,,94.0,,,,,,,,,,,,,
40,2020-03-11,37:537,111:167,private_transport,,,,,,,,,,,16.0,,,,,,,,,,
40,2020-03-11,37:537,51:308,private_transport,,,,,,,,14.0,,,,,,,,,,,,,
40,2020-03-11,37:537,57:310,private_transport,,,,,,,,51.0,,,,,,,,,,,,,
40,2020-03-11,37:537,106:208,private_transport,,,,,,,,44.0,,,,,,,,,,,,,
40,2020-03-11,37:537,45:319,private_transport,,,,,,118.0,,,,,,,,,146.0,,,,,,
40,2020-03-11,37:537,58:303,private_transport,,,,,,,,,,,,,,,13.0,,,,,,
40,2020-03-11,37:537,110:168,private_transport,,,,,,,,,,,99.0,,,,,,,,,,
40,2020-03-11,37:537,104:202,private_transport,,,,,,,,,,,77.0,,,,,,,,,,
40,2020-03-11,37:537,48:301,private_transport,,,,,,,,,,,,,100.0,,,,,,,,
40,2020-03-11,37:537,103:203,private_transport,,,,,,12.0,,,,,,,,,,,,,,,
40,2020-03-11,37:537,62:307,private_transport,,,,,,,109.0,,,,,,,,,,,,,,
40,2020-03-11,37:537,124:162,private_transport,,,,,,44.0,,,,,,,,,,,,,,,
40,2020-03-11,37:537,125:161,private_transport,,,,,,14.0,,,,,,,,,,,,,,,
40,2020-03-11,37:537,137:149,private_transport,,,,,,90.0,,,,,,,,,,,,,,,
40,2020-03-11,37:537,159:127,private_transport,,,,,,55.0,,,,,,,,,,,,,,,
40,2020-03-11,41:404,62:307,bus,140.0,,,,,,,,,,,,,,,,,,,,
40,2020-03-11,41:404,62:307,private_transport,98.0,,,,,,13.0,,,,,,,,,,,,,,
40,2020-03-11,45:319,75:313,private_transport,,,,,,,,,,16.0,,,,,,,16.0,,,,
40,2020-03-11,45:319,32:532,bus,,,,,,,,,,,63.0,,,,,,,,,,
40,2020-03-11,45:319,32:532,private_transport,,,,,,,,,,,55.0,18.0,,,13.0,108.0,,,,,
40,2020-03-11,45:319,66:316,private_transport,,,,,,,,,,26.0,,,,,151.0,,,,,,
40,2020-03-11,45:319,73:311,private_transport,,,,,,,,,,,,,,,,,145.0,,,,
40,2020-03-11,45:319,105:201,bus,,,,,,,,,,,,,36.0,,,,,,,,
40,2020-03-11,45:319,105:201,private_transport,,,,,,,,,,,,,24.0,,,,,,,,
40,2020-03-11,45:319,57:310,bus,,,,,,,,,,,,,31.0,,,,,,,,
40,2020-03-11,45:319,57:310,private_transport,,,,,,,,,,,,,14.0,,,,,,,,
40,2020-03-11,45:319,106:208,bus,,,,,,,,,,,,,19.0,,,,,,,,
40,2020-03-11,45:319,106:208,private_transport,,,,,,,,,,,,,12.0,,,,,,,,
40,2020-03-11,45:319,25:525,private_transport,,,,,,,,,,,,214.0,,,,12.0,,,,,
40,2020-03-11,45:319,45:319,bus,,,,,,,,,,81.0,,,,,,62.0,,,,,
40,2020-03-11,45:319,45:319,private_transport,,,,,,,,,,36.0,,,,,,80.0,,,,,
