ProjectID,Date,Origin,Destination,Modo,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1500_1559,1600_1659,1700_1759,1800_1859,2000_2059,2200_2259
40,2019-11-19,101:205,61:413,private_transport,,,,,28.0,,,,,,,,,,
40,2019-11-19,104:202,58:303,bus,,,,,,,,,33.0,,,,,,
40,2019-11-19,104:202,58:303,private_transport,,,,,,,,,17.0,,,,,,
40,2019-11-19,110:168,58:303,bus,,,,,,,,,43.0,,,,,,
40,2019-11-19,110:168,58:303,private_transport,,,,,,,,,19.0,,,,,,
40,2019-11-19,113:157,118:152,bus,,,,,,,,,,,,,12.0,,
40,2019-11-19,115:155,76:314,private_transport,,,,,,,,,,,,11.0,,,
40,2019-11-19,116:154,76:314,private_transport,,,,,,,,,,,,40.0,,,
40,2019-11-19,116:154,45:319,bus,,,17.0,,,,,,,,,,,,
40,2019-11-19,116:154,45:319,private_transport,,,14.0,,,,,,,,,,,,
40,2019-11-19,117:153,61:413,private_transport,,,,16.0,,,,,,,,,,,
40,2019-11-19,117:153,118:152,bus,,,,,,,,,,,,,10.0,,
40,2019-11-19,117:153,119:151,bus,,,,,,,,,,,,,,,11.0
40,2019-11-19,117:153,119:151,private_transport,,,,,,,,,,,,,10.0,,10.0
40,2019-11-19,117:153,136:150,bus,,,,,,,,,,,,,11.0,,
40,2019-11-19,117:153,140:146,bus,,,,,,,,,,,,,10.0,,
40,2019-11-19,118:152,61:413,private_transport,,,,27.0,,,,,,,,,,,
40,2019-11-19,118:152,58:303,bus,,,,,15.0,,,,,,,,,,
40,2019-11-19,118:152,58:303,private_transport,,,,,18.0,,,,,,,,,,
40,2019-11-19,118:152,76:314,private_transport,,,,,,,,,,,,57.0,,,
40,2019-11-19,118:152,140:146,bus,,,10.0,,,,,,,,,,,,
40,2019-11-19,118:152,133:137,bus,,,,,,10.0,,,,,,,,,
40,2019-11-19,118:152,137:149,bus,11.0,,,,,,,,,,,,,,
40,2019-11-19,118:152,141:145,private_transport,,,10.0,,,,,,,,,,,,
40,2019-11-19,118:152,144:126,bus,,,,,,14.0,,,,,,,,,
40,2019-11-19,118:152,159:127,bus,10.0,,,,,10.0,,,,,,,,,
40,2019-11-19,118:152,159:127,private_transport,17.0,,,,,,,,,,,,,,
40,2019-11-19,119:151,61:413,private_transport,,,,71.0,,,,,,,,,,,
40,2019-11-19,119:151,58:303,bus,,,,,35.0,,,,,,,,,,
40,2019-11-19,119:151,58:303,private_transport,,,,,19.0,,,,,,,,,,
40,2019-11-19,119:151,119:151,bus,,,,,,,,,,,,,,,19.0
40,2019-11-19,119:151,140:146,bus,,,11.0,,,,,,,,,,,,
40,2019-11-19,119:151,133:137,bus,,,,,,17.0,,,,,,,,,
40,2019-11-19,119:151,141:145,private_transport,,,12.0,,,,,,,,,,,,
40,2019-11-19,119:151,144:126,bus,14.0,,,,,18.0,,,,,,,,,
40,2019-11-19,119:151,159:127,bus,38.0,,,,,,,,,,,,,,
40,2019-11-19,119:151,159:127,private_transport,10.0,,,,,,,,,,,,,,
40,2019-11-19,119:151,91:116,bus,,,,,,10.0,,,,,,,,,
40,2019-11-19,120:166,118:152,bus,,11.0,,,,,,,,,,,,,
40,2019-11-19,120:166,119:151,bus,,13.0,,,,,,,,,,,,,
40,2019-11-19,120:166,120:166,bus,,,,,,11.0,,,,,,,,,
40,2019-11-19,120:166,120:166,private_transport,,,,,,19.0,,,,,,,,,
40,2019-11-19,120:166,90:117,private_transport,,,,,,,,63.0,,,,,,,
40,2019-11-19,120:166,99:101,bus,,,,,,30.0,,,,,,,,,
40,2019-11-19,120:166,99:101,private_transport,,,,,,40.0,,,,,,,,,
40,2019-11-19,126:160,118:152,bus,,,,,,,,,,,24.0,,,,
40,2019-11-19,126:160,118:152,private_transport,,,,,,,,,,,24.0,,,20.0,
40,2019-11-19,126:160,45:319,bus,,,,,,,,,,22.0,,,,,
40,2019-11-19,126:160,45:319,private_transport,,,,,,,,,,64.0,,,,,
40,2019-11-19,126:160,119:151,bus,,,,,,,,,,,,,,23.0,
40,2019-11-19,126:160,119:151,private_transport,,,,,,,,,,,,,,22.0,
40,2019-11-19,126:160,136:150,private_transport,,,,,,,,,,,,,,19.0,
40,2019-11-19,126:160,141:145,bus,,,,,,,,,,,,12.0,,,
40,2019-11-19,126:160,120:166,private_transport,,,,,,,,,,,,11.0,,,
40,2019-11-19,126:160,99:101,bus,,,,,,,,,,,,39.0,,,
40,2019-11-19,126:160,99:101,private_transport,,,,,,,,,,,,20.0,,,
40,2019-11-19,126:160,116:154,bus,,,,,,,,,,,15.0,,,,
40,2019-11-19,126:160,116:154,private_transport,,,,,,,,,,,14.0,,,,
40,2019-11-19,126:160,117:153,bus,,,,,,,,,,,14.0,,,,
40,2019-11-19,126:160,117:153,private_transport,,,,,,,,,,,13.0,,,,
40,2019-11-19,126:160,139:147,bus,,,,,,,,,,,20.0,,,,
40,2019-11-19,126:160,139:147,private_transport,,,,,,,,,,,20.0,,,,
40,2019-11-19,126:160,145:125,private_transport,,,,,,,,,,,,11.0,,,
40,2019-11-19,126:160,95:112,bus,,,,,,,,,,,17.0,,,,
40,2019-11-19,126:160,95:112,private_transport,,,,,,,,,,,17.0,,,,
40,2019-11-19,127:159,137:149,private_transport,,,,,,,,,,,,,14.0,,
40,2019-11-19,127:159,159:127,private_transport,,,,,,,,,,,,,12.0,,
40,2019-11-19,129:141,61:413,private_transport,,,,,118.0,,,,,,,,,,
40,2019-11-19,131:139,119:151,bus,,,,,,,,,,,,,12.0,,
40,2019-11-19,131:139,140:146,bus,,,,,,,,,,,,,10.0,,
40,2019-11-19,134:136,45:319,bus,,,18.0,,,,,,,,,,,,
40,2019-11-19,134:136,45:319,private_transport,,,18.0,,,,,,,,,,,,
40,2019-11-19,135:135,45:319,bus,,,54.0,,,,,,,,,,,,
