ProjectID,Date,Origin,Destination,Modo,0000_0059,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1500_1559,1700_1759,1800_1859,2000_2059,2200_2259,2300_2359
40,2019-11-13,100:206,100:206,bus,,17.0,,,,,,,,,,,,,
40,2019-11-13,101:205,58:303,private_transport,,,,,,37.0,,,,,,,,,
40,2019-11-13,102:204,58:303,private_transport,,,,,,24.0,,,,,,,,,
40,2019-11-13,103:203,25:525,private_transport,,,,74.0,,,,,,,,,,,
40,2019-11-13,103:203,6:506,private_transport,,,,17.0,,,,,,,,,,,
40,2019-11-13,106:208,76:314,bus,,,,,,,14.0,,,,,,,,
40,2019-11-13,106:208,76:314,private_transport,,,,,,,14.0,,,,,,,,
40,2019-11-13,107:207,107:207,bus,,16.0,,,,,,,,,,,,,
40,2019-11-13,108:170,100:206,bus,,,,,,,,,,,,18.0,,,
40,2019-11-13,108:170,76:314,bus,,,,,,,,,,,,12.0,,,
40,2019-11-13,108:170,107:207,bus,,,,,,,,,,,,16.0,,,
40,2019-11-13,108:170,143:143,bus,,,,,,,,,,,,15.0,,,
40,2019-11-13,108:170,83:108,bus,,,,,,,,,,,,13.0,,,
40,2019-11-13,109:169,25:525,private_transport,,,,,,,,,46.0,,,,,,
40,2019-11-13,109:169,76:314,bus,,,,,60.0,,,11.0,,,,,,,
40,2019-11-13,109:169,76:314,private_transport,,,,,34.0,,,,,,,,,,
40,2019-11-13,109:169,143:143,bus,,,,,,,,13.0,,,,,,,
40,2019-11-13,109:169,118:152,bus,15.0,,,,,,,,,,,,,,
40,2019-11-13,109:169,139:147,private_transport,11.0,,,,,,,,,,,,,,
40,2019-11-13,109:169,150:120,bus,,12.0,,,,,,,,,,,,,
40,2019-11-13,109:169,159:127,bus,,,30.0,,,,,,,,,,,,
40,2019-11-13,109:169,32:532,private_transport,,,,,,,,,18.0,,,,,,
40,2019-11-13,109:169,84:107,bus,,,,,,,,,,,,,,,15.0
40,2019-11-13,109:169,84:107,private_transport,,,,,,,,,,,,,,,12.0
40,2019-11-13,109:169,85:106,bus,,,,,,,,,,,,,,,12.0
40,2019-11-13,110:168,25:525,private_transport,,,,,,,,,19.0,,,,,,
40,2019-11-13,110:168,83:108,bus,,,,,77.0,,,,,,,,,,
40,2019-11-13,110:168,83:108,private_transport,,,,,34.0,,,,,,,,,,
40,2019-11-13,110:168,159:127,bus,,,12.0,,,,,,,,,,,,
40,2019-11-13,111:167,100:206,bus,,,,,,,,,,,11.0,,,,
40,2019-11-13,111:167,100:206,private_transport,,,,,,,,,,,11.0,,,,
40,2019-11-13,111:167,109:169,bus,,,,,10.0,,,,,,,,,,
40,2019-11-13,111:167,98:217,bus,,,,,11.0,,,,,,,,,,
40,2019-11-13,114:156,76:314,bus,,,,,,,40.0,,,,,,,,
40,2019-11-13,114:156,76:314,private_transport,,,,,,,42.0,,,,,,,,
40,2019-11-13,117:153,95:112,bus,,,,,,,,,,,,,,10.0,
40,2019-11-13,118:152,139:147,bus,,,,,,,,,,,,,,10.0,
40,2019-11-13,118:152,116:154,bus,,,,,,,,,,,,,,12.0,
40,2019-11-13,124:162,25:525,private_transport,,,,21.0,,,,,,,,,,,
40,2019-11-13,128:142,100:206,bus,,10.0,,,,,,14.0,,,,,,,
40,2019-11-13,128:142,107:207,private_transport,,,,,,,,10.0,,,,,,,
40,2019-11-13,128:142,150:120,bus,,12.0,,,,,,,,,,,,,
40,2019-11-13,128:142,85:106,bus,,,,,,,,,,,,,,,11.0
40,2019-11-13,128:142,109:169,bus,,10.0,,,,,,,,,,,,,
40,2019-11-13,128:142,149:121,private_transport,,14.0,,,,,,,,,,,,,
40,2019-11-13,131:139,25:525,private_transport,,,,40.0,,,,,,,,,,,
40,2019-11-13,131:139,6:506,private_transport,,,,14.0,,,,,,,,,,,
40,2019-11-13,139:147,118:152,private_transport,,,,,,,,,,,,,,12.0,
40,2019-11-13,139:147,139:147,bus,,,,,,,,,,,,,,11.0,
40,2019-11-13,143:143,100:206,bus,,,,,,,,14.0,,,,,,,
40,2019-11-13,143:143,76:314,bus,,12.0,,,,,,,,,,,,,
40,2019-11-13,143:143,107:207,bus,,12.0,,,,,,,,,,,,,
40,2019-11-13,143:143,143:143,bus,,12.0,,,,,,,,,,,,,
40,2019-11-13,143:143,83:108,bus,,11.0,,,,,,,,,,,,,
40,2019-11-13,143:143,118:152,bus,11.0,,,,,,,,,,,,,,
40,2019-11-13,143:143,150:120,bus,,10.0,,,,,,,,,,,,,
40,2019-11-13,143:143,149:121,bus,,13.0,,,,,,,,,,,,,
40,2019-11-13,146:124,58:303,private_transport,,,,,,108.0,,,,,,,,,
40,2019-11-13,147:123,76:314,bus,,,,,,,29.0,,,,,,,,
40,2019-11-13,147:123,76:314,private_transport,,,,,,,31.0,,,,,,,,
40,2019-11-13,148:122,83:108,bus,,,,,25.0,,,,,,,,,,
40,2019-11-13,148:122,109:169,private_transport,,,,,15.0,,,,,,,,,,
40,2019-11-13,148:122,98:217,bus,,,,,20.0,,,,,,,,,,
40,2019-11-13,150:120,159:127,bus,,,,,,,,,,,,,39.0,,
40,2019-11-13,150:120,159:127,private_transport,,,,,,,,,,,,,16.0,,
40,2019-11-13,150:120,137:149,bus,,,,,,,,,,,,,13.0,,
40,2019-11-13,150:120,144:126,bus,,,,,,,,,,,,,16.0,,
40,2019-11-13,151:119,83:108,bus,,,,,,,,,,,,10.0,,,
40,2019-11-13,152:134,83:108,bus,,,,,,,,,,,,11.0,,,
40,2019-11-13,157:129,143:143,bus,,,,,,,,,,,11.0,,,,
40,2019-11-13,157:129,143:143,private_transport,,,,,,,,,,,11.0,,,,
40,2019-11-13,157:129,98:217,bus,,,,,10.0,,,,,,,,,,
40,2019-11-13,158:128,100:206,bus,,,,,,,,,,,10.0,,,,
40,2019-11-13,158:128,100:206,private_transport,,,,,,,,,,,10.0,,,,
40,2019-11-13,158:128,159:127,private_transport,,,,,,,,,,,,,12.0,,
40,2019-11-13,159:127,159:127,bus,,,,,,,,,75.0,,,,,,
40,2019-11-13,159:127,159:127,private_transport,,,,,,,,,35.0,,,,,,
40,2019-11-13,159:127,137:149,bus,,,,,,,,,16.0,,,,,,
