ProjectID,Date,Origin,Destination,Modo,0100_0159,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2100_2159
40,2020-03-11,100:206,100:206,private_transport,10.0,,,,,,,,,,,,,,,
40,2020-03-11,100:206,101:205,private_transport,10.0,,,,,,,,,,,,,,,
40,2020-03-11,100:206,128:142,bus,,,,,,12.0,,,,,,,,,,
40,2020-03-11,100:206,143:143,bus,,,,,,,,,,,,,,,,13.0
40,2020-03-11,100:206,143:143,private_transport,16.0,,,,,,,,,,,,,,,15.0
40,2020-03-11,100:206,83:108,private_transport,,,,,,10.0,,,,,,,,,,
40,2020-03-11,100:206,88:103,bus,,,,,,,,,,,,,,,18.0,
40,2020-03-11,100:206,97:102,bus,,,,,,,,,,,,,,,30.0,
40,2020-03-11,101:205,128:142,bus,,,,,,,,,,,,,10.0,,,
40,2020-03-11,101:205,128:142,private_transport,,,,,,,,,,,,,13.0,,,
40,2020-03-11,101:205,83:108,bus,,,,,,,,,,,,,11.0,,,
40,2020-03-11,101:205,83:108,private_transport,,,,,,,,,,,,,15.0,,,
40,2020-03-11,101:205,97:102,bus,,,,,,,,,,,,,,,11.0,
40,2020-03-11,101:205,109:169,bus,,,,,,,,,,,,,10.0,,,
40,2020-03-11,101:205,109:169,private_transport,,,,,,,,,,,,,13.0,,,
40,2020-03-11,101:205,98:217,bus,,,,,,,,,,,,,10.0,,,
40,2020-03-11,101:205,98:217,private_transport,,,,,,,,,,,,,14.0,,,
40,2020-03-11,102:204,143:143,private_transport,,,,,,,,,,,,,11.0,,,
40,2020-03-11,102:204,98:217,bus,,,,,,,,,,,,,11.0,,,
40,2020-03-11,103:203,103:203,bus,,,,,29.0,,,,,,,,,,,
40,2020-03-11,103:203,131:139,bus,,,,,20.0,,,,,,,,,,,
40,2020-03-11,103:203,58:303,bus,,,,,23.0,,,,,,,,,,,
40,2020-03-11,107:207,100:206,bus,,,,,,11.0,,,,,,,,,,
40,2020-03-11,107:207,100:206,private_transport,,,,,,,,,,,,,,,,13.0
40,2020-03-11,107:207,83:108,bus,,,,,,,,,,,,,,12.0,,
40,2020-03-11,107:207,97:102,bus,,,,,,,,,,,,,,,24.0,
40,2020-03-11,107:207,107:207,bus,,,,,,,,,,,,,,,,10.0
40,2020-03-11,108:170,83:108,bus,,,,,,,,,,,14.0,,,,,
40,2020-03-11,108:170,83:108,private_transport,,,,,,,,,,,16.0,,,,,
40,2020-03-11,108:170,109:169,private_transport,,,,,,,,,,,17.0,,,,,
40,2020-03-11,108:170,98:217,private_transport,,,,,,,,,,,24.0,,,,,
40,2020-03-11,108:170,276:144,private_transport,,,,,,,,,,,11.0,,,,,
40,2020-03-11,109:169,100:206,bus,,,,,,,17.0,,,,,,,,,
40,2020-03-11,109:169,100:206,private_transport,,,,,,,15.0,,,,,10.0,,,,
40,2020-03-11,109:169,128:142,bus,,,,,10.0,,,,11.0,,,,,,,
40,2020-03-11,109:169,128:142,private_transport,,,,,,,,,13.0,,,,,,,
40,2020-03-11,109:169,143:143,bus,,,,,,,12.0,,,11.0,,,,,,
40,2020-03-11,109:169,143:143,private_transport,,,,,,,11.0,,,12.0,,,,,,
40,2020-03-11,109:169,83:108,bus,,,,25.0,10.0,,,,,,,,,,,
40,2020-03-11,109:169,83:108,private_transport,,,,,,,,,,12.0,,,,,,
40,2020-03-11,109:169,109:169,private_transport,,,,,,,,,12.0,,,,,,,
40,2020-03-11,109:169,98:217,bus,,,,,,,,,,12.0,,,,,,
40,2020-03-11,109:169,98:217,private_transport,,,,,,,,,,14.0,,,,,,
40,2020-03-11,109:169,107:207,private_transport,,,,,12.0,,,,,,,,,,,
40,2020-03-11,109:169,140:146,private_transport,,,,,,,,,,,,13.0,,,,
40,2020-03-11,109:169,145:125,private_transport,,,,,11.0,,,,,,,,,,,
40,2020-03-11,109:169,154:132,bus,,,,19.0,,,,,,,,,,,,
40,2020-03-11,109:169,51:308,private_transport,,,,,,,,,,,,,,10.0,,
40,2020-03-11,109:169,57:310,bus,,,,,,,,,,,,,,12.0,,
40,2020-03-11,109:169,75:313,private_transport,,,,18.0,,,,,,,,,,,,
40,2020-03-11,109:169,93:114,private_transport,,,,,,,,,,,,,,,11.0,
40,2020-03-11,109:169,99:101,bus,,,,,11.0,,,,,,,,,,,
40,2020-03-11,110:168,98:217,bus,,,13.0,,,,,,,,,,,,,
40,2020-03-11,110:168,110:168,bus,,,46.0,,,,,,,,,,,,,
40,2020-03-11,110:168,110:168,private_transport,,,27.0,,,,,,,,,,,,,
40,2020-03-11,115:155,159:127,bus,,,,,,,,,,,11.0,,,,,
40,2020-03-11,116:154,116:154,bus,,,,,,,,,,,,,,,11.0,
40,2020-03-11,116:154,117:153,bus,,,,,,,,,,,,,,,10.0,
40,2020-03-11,116:154,118:152,bus,,,,,,,,,,,,,,,12.0,
40,2020-03-11,116:154,95:112,bus,,,,,,,,,,,,,,,13.0,
40,2020-03-11,117:153,98:217,bus,,11.0,,,,,,,,,,,,,,
40,2020-03-11,118:152,118:152,bus,,,,,,,,,,,,16.0,,,,
40,2020-03-11,118:152,95:112,bus,,,,,,,,,,,,14.0,,,,
40,2020-03-11,120:166,83:108,bus,,,,,,,,,,,,,,,,10.0
40,2020-03-11,120:166,109:169,bus,,,15.0,,,,,,,,,,,,,
40,2020-03-11,120:166,98:217,bus,,,25.0,,,,,,,,,,,,,
40,2020-03-11,120:166,98:217,private_transport,,,30.0,,,,,,,,,,,,,
40,2020-03-11,120:166,107:207,private_transport,,,,,,,,,,,,,,,,11.0
40,2020-03-11,120:166,276:144,bus,,,21.0,,,,,,,,,,,,,
40,2020-03-11,120:166,276:144,private_transport,,,20.0,,,,,,,,,,,,,
40,2020-03-11,124:162,103:203,bus,,,,,12.0,,,,,,,,,,,
40,2020-03-11,126:160,100:206,bus,,,,,,26.0,,,,,,,,,,
40,2020-03-11,126:160,100:206,private_transport,,,,,,27.0,,,,,,,,,,
40,2020-03-11,126:160,143:143,private_transport,,,,,,12.0,,,,,,,,,,
40,2020-03-11,126:160,83:108,private_transport,,,,,,16.0,,,,,,,,,,
40,2020-03-11,126:160,107:207,bus,,,,,,15.0,,,,,,,,,,
40,2020-03-11,126:160,127:159,bus,,,,10.0,,,,,,,,,,,,
40,2020-03-11,127:159,128:142,bus,,,,,,,,10.0,,,,,,,,
40,2020-03-11,128:142,100:206,bus,,,,,,,,,,,,11.0,,,,
40,2020-03-11,128:142,128:142,private_transport,,,,,,,,,,,,10.0,,,,
40,2020-03-11,128:142,143:143,bus,,,,,,,,,,,,,,10.0,,
40,2020-03-11,128:142,143:143,private_transport,,,,,10.0,,,,,,,,,,,
40,2020-03-11,128:142,83:108,bus,,,,23.0,,10.0,,,,,,,,,,
40,2020-03-11,128:142,88:103,bus,,,,,,,,,,,,,,,13.0,
40,2020-03-11,128:142,109:169,bus,,,,,,,,,,10.0,,,,,,
40,2020-03-11,128:142,109:169,private_transport,,,,,,,,,,11.0,,,,,,
40,2020-03-11,128:142,107:207,bus,,,,,10.0,,,,,,,,,,,
40,2020-03-11,128:142,107:207,private_transport,10.0,,,,11.0,,,,,,,10.0,,,,
40,2020-03-11,128:142,154:132,bus,,,,16.0,,,,,,,,,,,,
40,2020-03-11,128:142,75:313,bus,,,,12.0,,,,,,,,,,,,
40,2020-03-11,128:142,75:313,private_transport,,,,23.0,,,,,,,,,,,,
40,2020-03-11,128:142,99:101,bus,,,,,12.0,,,,,,,,,,,
40,2020-03-11,128:142,105:201,private_transport,,,,,,,,,,,,,,15.0,,
40,2020-03-11,128:142,120:166,bus,,,,,12.0,,,,,,,,,,,
40,2020-03-11,128:142,122:164,private_transport,,,10.0,,,,,,,,,,,,,
40,2020-03-11,128:142,141:145,private_transport,,,,,,,,,,,,12.0,,,,
40,2020-03-11,128:142,149:121,bus,,,15.0,,,,,,,,,,,,,
40,2020-03-11,129:141,98:217,bus,,,,,,,,,12.0,,,,,,,
40,2020-03-11,129:141,144:126,bus,11.0,,,,,,,,,,,,,,,
40,2020-03-11,130:140,143:143,bus,,,,,,,,,12.0,,,,,,,
40,2020-03-11,130:140,83:108,private_transport,,,,,,,,,12.0,,,,,,,
40,2020-03-11,130:140,109:169,bus,,,,,,,,,10.0,,,,,,,
40,2020-03-11,130:140,109:169,private_transport,,,,,,,,,10.0,,,,,,,
40,2020-03-11,130:140,98:217,bus,,,,,,,,,14.0,,,,,,,
40,2020-03-11,131:139,98:217,bus,,29.0,,,,,,,,,,,,,,
40,2020-03-11,131:139,98:217,private_transport,,11.0,,,,,,,,,,,,,,
40,2020-03-11,131:139,103:203,bus,,,,,14.0,,,,,,,,,,,
40,2020-03-11,131:139,103:203,private_transport,,,,,12.0,,,,,,,,,,,
40,2020-03-11,131:139,131:139,private_transport,,,,,12.0,,,,,,,,,,,
40,2020-03-11,132:138,98:217,bus,,25.0,,,,,,,,,,,,,,
40,2020-03-11,133:137,116:154,bus,,,,,,,,,,,,,,,10.0,
40,2020-03-11,134:136,118:152,bus,,,,,,,,,,,,,,,12.0,
40,2020-03-11,134:136,139:147,bus,,,,,,,,,,,,,,,12.0,
40,2020-03-11,135:135,116:154,bus,,,,,,,,,,,,,,,21.0,
40,2020-03-11,135:135,118:152,bus,,,,,,,,,,,,,,,29.0,
40,2020-03-11,135:135,95:112,bus,,,,,,,,,,,,,,,20.0,
40,2020-03-11,135:135,139:147,bus,,,,,,,,,,,,,,,19.0,
40,2020-03-11,136:150,109:169,bus,,,11.0,,,,,,,,,,,,,
40,2020-03-11,139:147,118:152,bus,,,,,,,,,,,,,,,11.0,
40,2020-03-11,140:146,98:217,private_transport,,,13.0,,,,,,,,,,,,,
40,2020-03-11,141:145,98:217,private_transport,,,11.0,,,,,,,,,,,,,
40,2020-03-11,143:143,100:206,bus,,,,,,12.0,12.0,,,,,,,12.0,,
40,2020-03-11,143:143,100:206,private_transport,,,,,,,,,,,,,,11.0,,
40,2020-03-11,143:143,128:142,private_transport,,,,,,,,,,10.0,,,,,,11.0
40,2020-03-11,143:143,143:143,bus,,,,,10.0,,,,,,,10.0,,,,
40,2020-03-11,143:143,143:143,private_transport,,,,,,,,10.0,,11.0,,,,,,
40,2020-03-11,143:143,83:108,bus,,,,,,,,10.0,,11.0,,,,,,11.0
40,2020-03-11,143:143,83:108,private_transport,,,,11.0,,,,,,,,,,,,
40,2020-03-11,143:143,97:102,bus,,,,,,,,,,,,,,,24.0,
40,2020-03-11,143:143,109:169,private_transport,,,,,,,,,12.0,,,,,,,
40,2020-03-11,143:143,98:217,private_transport,,,,,,,,11.0,,,,,,,,
40,2020-03-11,143:143,75:313,bus,,,,17.0,,,,,,,,,,,,
40,2020-03-11,143:143,75:313,private_transport,,,,18.0,,,,,,,,,,,,
40,2020-03-11,143:143,141:145,bus,,,,,11.0,,,,,,,,,,,
40,2020-03-11,143:143,141:145,private_transport,,,,,,,,,,,,10.0,,,,
40,2020-03-11,143:143,89:118,bus,,,,10.0,,,,,,,,,,,,
40,2020-03-11,144:126,159:127,bus,,,,,,,,,,,16.0,,,,,
40,2020-03-11,144:126,144:126,bus,,,,,,,,,,,13.0,,,,,
40,2020-03-11,144:126,62:307,bus,,,,,,,,,,,,,,53.0,,
40,2020-03-11,144:126,62:307,private_transport,,,,,,,,,,,,,,70.0,,
40,2020-03-11,146:124,128:142,private_transport,,,,,,,,,,,,,11.0,,,
