ProjectID,Date,Origin,Destination,Modo,0000_0059,0200_0259,0300_0359,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2000_2059,2100_2159,2200_2259
40,2019-11-12,101:205,32:532,private_transport,,,,,,,,,,,,,23.0,,,,,,11.0,,,
40,2019-11-12,101:205,9:509,private_transport,,,,,,,,17.0,,,,,,,,,,,34.0,31.0,,
40,2019-11-12,102:204,9:509,private_transport,,,,,,,,14.0,,,,,,,,,,,20.0,,,
40,2019-11-12,103:203,112:158,private_transport,,,,,,,,,,,11.0,,,,,,,,,,,
40,2019-11-12,103:203,29:529,private_transport,,,,,,114.0,,,,,,,,,,,,,,,,
40,2019-11-12,104:202,9:509,private_transport,,,,,,,,,,,,,,,,35.0,23.0,,,,,
40,2019-11-12,104:202,114:156,bus,,,,,,,,,,,,,,,,15.0,,,,,,
40,2019-11-12,104:202,143:143,bus,,,,,,,,,,14.0,,,,,,,,,,,,
40,2019-11-12,104:202,143:143,private_transport,,,,,,,,,,10.0,,,,,,,,,,,,
40,2019-11-12,104:202,25:525,private_transport,,,,,,,,,,,,,,,,38.0,,,,,,
40,2019-11-12,104:202,76:314,private_transport,,,,13.0,,,,,,,,,,,,,,,,,,
40,2019-11-12,104:202,98:217,bus,,,,,,,,,,10.0,,,,,,,,,,,,
40,2019-11-12,104:202,98:217,private_transport,,,,,,,,,,,,,,,,10.0,,,16.0,,,
40,2019-11-12,105:201,98:217,private_transport,,,,,,,,,,,,,,,,,,,22.0,,,
40,2019-11-12,105:201,105:201,bus,,,,,,,,,,,,,,,,,,,,,21.0,
40,2019-11-12,105:201,108:170,bus,,,,,,,,,,,,,30.0,,,,,,,,,
40,2019-11-12,105:201,109:169,private_transport,,,,,,,,,,,,,,,,,,,12.0,,,
40,2019-11-12,105:201,110:168,bus,,,,,,,,,,,,,,30.0,,,,,,,,
40,2019-11-12,105:201,110:168,private_transport,,,,,,,,,,,,,,14.0,,,,,,,,
40,2019-11-12,105:201,151:119,bus,,,,,,,,,,,,,13.0,,,,,,,,,
40,2019-11-12,105:201,154:132,bus,,,,,,,,,,,,,12.0,,,,,,,,,
40,2019-11-12,105:201,276:144,private_transport,,,,,,,,,,,,,,,,,,,27.0,,,
40,2019-11-12,105:201,85:106,private_transport,,,,,,,,,,,,,11.0,,,,,,,,,
40,2019-11-12,105:201,87:104,private_transport,,,,,,,,,,,,,39.0,,,,,,,,,
40,2019-11-12,105:201,92:115,private_transport,,,,,,,,,,,,,26.0,,,,,,,,,
40,2019-11-12,105:201,97:102,bus,,,,,,,,,37.0,,,,,,,,,,,,,
40,2019-11-12,105:201,97:102,private_transport,,,,,,,,,10.0,,,,,,,,,,,,,
40,2019-11-12,106:208,112:158,private_transport,,,,,,,,,15.0,,,,,,,,,,,,,
40,2019-11-12,106:208,76:314,private_transport,,,,16.0,,,,,,,,,,,,,,,,,,
40,2019-11-12,106:208,105:201,bus,,,,,,,,,,,,,,,,,,,,,19.0,
40,2019-11-12,106:208,109:169,bus,,,,,,,,,,,,,13.0,,,,,,,,,
40,2019-11-12,106:208,110:168,bus,,,,,,,,,,,,15.0,,23.0,,,,,,,,
40,2019-11-12,106:208,110:168,private_transport,,,,,,11.0,,,,,,11.0,,11.0,,,,,,,,
40,2019-11-12,106:208,151:119,bus,,,,,,,,,,,,,10.0,,,,,,,,,
40,2019-11-12,106:208,151:119,private_transport,,,,,,,,,,,,,10.0,,,,,,,,,
40,2019-11-12,106:208,154:132,bus,,,,,,,,,,,,,10.0,,,,,,,,,
40,2019-11-12,106:208,87:104,private_transport,,,,,,,,,,,,,12.0,,,,,,,,,
40,2019-11-12,106:208,97:102,bus,,,,,,,,,29.0,,,,,,,,,,,,,
40,2019-11-12,106:208,106:208,bus,,,,,,,,,11.0,,,,,,,,,,,,13.0,
40,2019-11-12,106:208,107:207,bus,,,,,,,,,13.0,,,,,,,,,,,,,
40,2019-11-12,106:208,122:164,bus,,,,,,,,,,,,,,,,,,,,,11.0,
40,2019-11-12,106:208,123:163,bus,,,,,,,,,,,,,,,,,,,,,10.0,
40,2019-11-12,106:208,126:160,private_transport,,,,,,,,,11.0,,,,,,,,,,,,,
40,2019-11-12,106:208,149:121,private_transport,,,,,,,,,,,,,,,,,,,,,10.0,
40,2019-11-12,106:208,150:120,bus,,,,,,,,,,,,,,,,,,,,,10.0,
40,2019-11-12,106:208,57:310,bus,,,,,,,,,,,,,,,15.0,,,,,,16.0,
40,2019-11-12,106:208,57:310,private_transport,,,,,,,,,,,,,,,,,,,,,11.0,
40,2019-11-12,106:208,91:116,private_transport,,,,,,,,,,,,,11.0,,,,,,,,,
40,2019-11-12,107:207,9:509,private_transport,,,,,,,,,,,,,20.0,,,,,,,,,
40,2019-11-12,107:207,112:158,bus,,,,,,,,,,,,,,,,10.0,,,,,,
40,2019-11-12,107:207,112:158,private_transport,,,,,,,,,21.0,,,,,,,,,,,,,
40,2019-11-12,107:207,114:156,private_transport,,,,,,,,,,,,,,,,10.0,,,,,,
40,2019-11-12,107:207,76:314,private_transport,,,,23.0,,,,,,,,,,,,,,,,,,
40,2019-11-12,107:207,98:217,private_transport,,,,,,,,,,,,16.0,,,,,,,,,,
40,2019-11-12,107:207,109:169,bus,,,,,,,,,,,,,16.0,,,,,,,,,
40,2019-11-12,107:207,110:168,bus,,,,,,19.0,,,,,,36.0,,,,,,,,,,
40,2019-11-12,107:207,110:168,private_transport,,,,,,,,,,,,22.0,,,,,,,,,,
40,2019-11-12,107:207,106:208,bus,,,,,,,,,,,,,,,,12.0,,,,,,
40,2019-11-12,107:207,107:207,bus,,,,,,,,,12.0,,,,,,,10.0,,,,,,
40,2019-11-12,107:207,107:207,private_transport,,,,,,,,,17.0,,,,,,,,,,,,,
40,2019-11-12,107:207,149:121,private_transport,,,,,,,,,,,,,,,,,,,,,11.0,
40,2019-11-12,107:207,93:114,bus,,,,,,,,,,,,14.0,,,,,,,,,,
40,2019-11-12,107:207,93:114,private_transport,,,,,,,,,,,,11.0,,,,,,,,,,
40,2019-11-12,107:207,94:113,bus,,,,,,,,,,,,22.0,,,,,,,,,,
40,2019-11-12,107:207,94:113,private_transport,,,,,,,,,,,,18.0,,,,,,,,,,
