ProjectID,Date,Origin,Destination,Modo,0000_0059,0100_0159,0200_0259,0400_0459,0500_0559,0600_0659,0700_0759,0800_0859,0900_0959,1000_1059,1100_1159,1200_1259,1300_1359,1400_1459,1500_1559,1600_1659,1700_1759,1800_1859,1900_1959,2100_2159,2200_2259,2300_2359
40,2020-03-05,100:206,58:303,private_transport,,,,,,,,,52.0,,,,,,,,,,,,,
40,2020-03-05,103:203,58:303,private_transport,84.0,,,,,,,,,,,11.0,,,,,,,,,,
40,2020-03-05,103:203,50:412,private_transport,,,,116.0,,65.0,,,,,,,,,,,,,,,,
40,2020-03-05,103:203,64:306,private_transport,13.0,,,,,,,,,12.0,,,,,10.0,,,,,,,
40,2020-03-05,103:203,78:302,private_transport,,,,,,,,,,,,,,,,28.0,,,,,,
40,2020-03-05,104:202,58:303,bus,,,,,,,,,,,,,,,,20.0,,,,,,
40,2020-03-05,104:202,58:303,private_transport,,,,,,,,,,13.0,,,,,,32.0,,,,,,
40,2020-03-05,104:202,50:412,bus,,,,,,,,,,,,54.0,,,,,,,,,,
40,2020-03-05,104:202,50:412,private_transport,,,,,,,,,,,,12.0,17.0,,,,,,,,,
40,2020-03-05,104:202,64:306,private_transport,,,,,,,,,,98.0,,,,,,,,,,,,
40,2020-03-05,104:202,78:302,private_transport,,,,,,,,,,23.0,,,,,,,,,,,,
40,2020-03-05,104:202,56:416,private_transport,,,,,,,,,,,,,,,65.0,,,,,,,
40,2020-03-05,104:202,72:411,private_transport,,,,,,,,,,,,79.0,,,,,,,,,,
40,2020-03-05,106:208,50:412,private_transport,,,,,,,,,,,,,19.0,,,,,,,,,
40,2020-03-05,107:207,58:303,private_transport,,,,,,,,,40.0,,,,,,,,,,,,,
40,2020-03-05,107:207,50:412,private_transport,,,,,,,,,,,,,31.0,,,,,,,,,
40,2020-03-05,108:170,68:315,private_transport,,,,,,,,,,,,,,71.0,,,,,,,,
40,2020-03-05,109:169,58:303,private_transport,,,,,,,,,32.0,,,,,,,,,,,,,
40,2020-03-05,109:169,50:412,private_transport,,,,,,,,,,28.0,,,,,,,,,,20.0,,
40,2020-03-05,109:169,64:306,private_transport,,,,,,,14.0,,,,,,,,,,,,,,60.0,
40,2020-03-05,109:169,68:315,private_transport,,,,,,,,,,,,,,,,,,,,,10.0,
40,2020-03-05,110:168,58:303,bus,,,,,,,,,,,,,,,,25.0,,,,,,
